1.0	1746.3
2.0	1850.0
3.0	1775.2
4.0	1697.9
5.0	1560.9
6.0	1559.5
7.0	1516.0
8.0	1578.4
9.0	1559.6
10.0	1487.6
11.0	1486.4
12.0	1606.8
13.0	1687.2
14.0	1536.9
15.0	1464.7
16.0	1554.0
17.0	1504.4
18.0	1449.1
19.0	1491.5
20.0	1572.5
21.0	1510.9
22.0	1513.1
23.0	1490.9
24.0	1592.9
25.0	1589.1
26.0	1467.0
27.0	1456.9
28.0	1480.6
29.0	1414.3
30.0	1476.4
31.0	1454.2
32.0	1405.9
33.0	1423.6
34.0	1360.8
35.0	1310.8
36.0	1393.4
37.0	1415.6
38.0	1375.5
39.0	1344.5
40.0	1406.1
41.0	1451.8
42.0	1368.5
43.0	1526.2
44.0	1499.8
45.0	1434.2
46.0	1443.1
47.0	1465.8
48.0	1524.4
49.0	1512.8
50.0	1398.3
51.0	1435.3
52.0	1585.2
53.0	1558.9
54.0	1500.6
55.0	1578.5
56.0	1507.4
57.0	1565.8
58.0	1484.6
59.0	1445.7
60.0	1422.4
61.0	1375.0
62.0	1302.3
63.0	1364.8
64.0	1296.4
65.0	1433.0
66.0	1302.6
67.0	1268.4
68.0	1387.9
69.0	1242.8
70.0	1239.2
71.0	1266.2
72.0	1240.9
73.0	1179.0
74.0	1127.1
75.0	1098.2
76.0	1199.8
77.0	1100.1
78.0	1108.2
79.0	1115.3
80.0	1163.6
81.0	1094.5
82.0	1126.2
83.0	1129.1
84.0	1127.6
85.0	1032.2
86.0	1109.3
87.0	1030.6
88.0	1088.9
89.0	1094.4
90.0	1116.3
91.0	1168.7
92.0	1328.1
93.0	1239.4
94.0	1111.3
95.0	1106.2
96.0	1103.8
97.0	1071.5
98.0	1097.4
99.0	990.7
100.0	1029.3
