,label,x,y,major,minor,area,bbox,intensities,r,nor_intensity,nor_area,nor_r,nor_r2,cells
0,34,990,307.1333333,4.844240567,4.096611066,15,"(988, 305, 993, 310)",26969.17,4.470425816,0.09314798,0.131578947,0.368469259,0.135769595,3
0,2,475.2,408,3.919183588,3.098386677,10,"(474, 407, 478, 410)",2669.6653,3.508785133,0.07319719,0.136986301,0.352693247,0.124392526,4
0,3,481.8421053,248.8421053,5.271572221,4.500538595,19,"(480, 247, 485, 252)",5472.1387,4.886055408,0.15003574,0.260273973,0.491132595,0.241211226,4
0,8,508.875,375.84375,6.949651581,5.878921492,32,"(506, 373, 513, 379)",8216.076,6.414286536,0.22526935,0.438356164,0.644746104,0.415697539,4
0,10,518,415.8636364,5.565537405,4.972652484,22,"(516, 413, 521, 419)",5018.3447,5.269094945,0.13759357,0.301369863,0.529634655,0.280512868,4
0,12,535.5,438.2857143,4.208834246,4.120630029,14,"(534, 437, 538, 441)",3490.0405,4.164732138,0.09569034,0.191780822,0.418627201,0.175248734,4
0,13,544.5342466,381.2191781,10.35717361,9.539919188,73,"(539, 376, 550, 387)",36472.234,9.948546401,1,1,1,1,4
0,19,635.9354839,567.0322581,9.690940148,8.187471557,62,"(632, 563, 641, 572)",23363.018,8.939205852,0.64057,0.849315068,0.898543917,0.807381171,4
0,20,636.3783784,581.2972973,7.363538668,6.478062681,37,"(633, 578, 640, 585)",12518.367,6.920800674,0.34323007,0.506849315,0.695659486,0.48394212,4
0,21,641.3548387,604.0645161,6.813781933,5.792730483,31,"(639, 601, 645, 608)",12428.924,6.303256208,0.3407777,0.424657534,0.633585647,0.401430772,4
0,23,653.9142857,604.4571429,7.419349259,5.933491198,35,"(651, 602, 658, 608)",12121.756,6.676420229,0.33235574,0.479452055,0.671095048,0.450368564,4
0,24,656,583.5,4.898979486,4,16,"(654, 582, 659, 586)",4350.6904,4.449489743,0.119287744,0.219178082,0.447250238,0.200032775,4
0,25,687.8974359,519.8974359,7.948552521,6.182837692,39,"(685, 517, 692, 524)",13828.682,7.065695106,0.3791564,0.534246575,0.710223868,0.504417943,4
0,2,117.6428571,128.7857143,4.74287342,3.686025552,14,"(116, 127, 120, 132)",3377.73,4.214449486,0.18930858,0.254545455,0.493012784,0.243061605,5
0,4,151.0909091,430.8181818,7.253124644,6.115365283,33,"(148, 428, 155, 435)",7372.8203,6.684244963,0.4132178,0.6,0.781933258,0.61141962,5
0,5,160.5,603.7272727,5.752469825,4.851514205,22,"(158, 602, 164, 607)",6548.2373,5.301992015,0.36700314,0.4,0.620235182,0.384691681,5
0,8,181.5,523.5,4.472135955,4.472135955,16,"(180, 522, 184, 526)",4223.302,4.472135955,0.23669958,0.290909091,0.523157343,0.273693606,5
0,11,220.5454545,625.6363636,4,3.468869823,11,"(219, 624, 223, 628)",2456.712,3.734434912,0.13768911,0.2,0.43685994,0.190846608,5
0,12,226.1818182,350.4545455,4.453892526,3.562550629,11,"(224, 349, 229, 353)",1663.537,4.008221578,0.093234755,0.2,0.468887926,0.219855887,5
0,13,229,395.2,3.919183588,3.098386677,10,"(228, 394, 231, 398)",2545.5796,3.508785133,0.14266981,0.181818182,0.410463082,0.168479942,5
0,14,242.1363636,522,5.565537405,4.972652484,22,"(240, 520, 246, 525)",5530.108,5.269094945,0.30994096,0.4,0.616386832,0.379932726,5
0,15,250.7818182,376.4,9.11342775,7.983287083,55,"(246, 373, 256, 381)",17842.455,8.548357417,1,1,1,1,5
0,1,452.35,771.75,5.590562124,4.667506309,20,"(450, 770, 455, 775)",12121.552,5.129034216,0.14762752,0.173913043,0.423083243,0.178999431,6
0,3,504.5,533.7142857,4.208834246,4.120630029,14,"(503, 532, 507, 536)",7475.41,4.164732138,0.091042496,0.12173913,0.343539993,0.118019727,6
0,4,510.5,528.6333333,6.96197353,5.444858137,30,"(508, 526, 514, 532)",15445.511,6.203415833,0.18810979,0.260869565,0.511706723,0.26184377,6
0,5,524.0877193,516.1403509,9.628028067,7.663056568,57,"(520, 512, 529, 521)",39303.7,8.645542317,0.47867697,0.495652174,0.7131526,0.50858663,6
0,6,534.5405405,476.9459459,7.874543369,6.296685672,37,"(531, 474, 539, 481)",14898.267,7.08561452,0.18144494,0.32173913,0.584477437,0.341613874,6
0,9,560.1578947,382.8421053,5.271572221,4.500538595,19,"(558, 381, 563, 386)",11713.647,4.886055408,0.14265968,0.165217391,0.403040433,0.16244159,6
0,12,593.8846154,460.8461538,6.355456669,5.227250411,26,"(592, 458, 597, 464)",14709.004,5.79135354,0.17913993,0.226086957,0.477716571,0.228213122,6
0,13,596.5,397.625,9.092114669,7.960475182,56,"(593, 394, 602, 403)",36900.703,8.526294926,0.44941106,0.486956522,0.703316133,0.494653583,6
0,15,600.3076923,405.8076923,6.089548936,5.509024089,26,"(598, 403, 604, 409)",15694.481,5.799286513,0.19114198,0.226086957,0.478370946,0.228838762,6
0,16,612.75,62.75,6.055300708,5.033222957,24,"(610, 60, 616, 66)",14371.632,5.544261833,0.1750311,0.208695652,0.457334496,0.209154841,6
0,17,618.4,358.7304348,12.74682166,11.49915969,115,"(613, 353, 625, 365)",82109.02,12.12299068,1,1,1,1,6
0,18,645.0357143,463.5714286,6.404159446,5.557400559,28,"(643, 461, 649, 467)",17281.213,5.980780003,0.21046667,0.243478261,0.493341962,0.243386291,6
0,5,121.5882353,194.7058824,5.300439353,4.092631588,17,"(120, 193, 124, 198)",2994.021,4.696535471,0.3612377,0.53125,0.736685048,0.54270486,7
0,7,140.7368421,152.3684211,5.212526051,4.664795825,19,"(139, 150, 144, 155)",4084.1309,4.938660938,0.49276277,0.59375,0.774664153,0.60010455,7
0,8,145.8421053,76.15789474,5.271572221,4.500538595,19,"(144, 74, 149, 79)",2754.1963,4.886055408,0.33230212,0.59375,0.766412601,0.587388275,7
0,13,171.625,122.84375,6.910158201,5.840298677,32,"(169, 120, 175, 127)",8198.012,6.375228439,0.98911494,1,1,1,7
0,15,181.4193548,100.5483871,6.425754631,6.06314329,31,"(179, 98, 185, 104)",8288.2295,6.244448961,1,0.96875,0.979486307,0.959393426,7
0,17,194.7222222,100.8888889,5.076445469,4.461918168,18,"(193, 99, 198, 104)",4055.537,4.769181819,0.48931283,0.5625,0.748080146,0.559623904,7
0,19,204.3,155.7,4,3.14960315,10,"(203, 154, 207, 158)",1485.74,3.574801575,0.17925903,0.3125,0.560733095,0.314421604,7
0,21,207.5,280,4.898979486,4,16,"(206, 278, 210, 283)",2901.6426,4.449489743,0.35009196,0.5,0.697934166,0.4871121,7
0,22,230.9166667,107.6666667,4.364045181,3.521300058,12,"(229, 106, 233, 110)",2163.3838,3.94267262,0.2610188,0.375,0.618436289,0.382463444,7
0,2,436.1860465,393.6744186,8.398952884,6.523539137,43,"(433, 390, 440, 398)",31499.371,7.46124601,1,1,1,1,8
0,10,471.5,433.7857143,6,5.890150894,28,"(469, 431, 475, 437)",22792.72,5.945075447,0.7235929,0.651162791,0.796793919,0.634880549,8
0,11,476.5,476.5,3.829708431,3.829708431,12,"(475, 475, 479, 479)",8361.415,3.829708431,0.26544705,0.279069767,0.513280011,0.263456369,8
0,12,478.125,623.9375,4.898979486,4.322904116,16,"(476, 622, 481, 627)",9667.5,4.610941801,0.3069109,0.372093023,0.617985494,0.381906071,8
0,16,522.3103448,353.8965517,6.401324111,5.783487991,29,"(520, 351, 526, 357)",23166.53,6.092406051,0.73546004,0.674418605,0.816540031,0.666737623,8
0,25,567.8461538,350.4102564,7.825278931,6.381143102,39,"(565, 347, 572, 355)",29154.266,7.103211017,0.9255507,0.906976744,0.952014048,0.906330747,8
0,3,255.7619048,729.952381,8.464370772,6.574240685,42,"(253, 726, 260, 734)",23353.875,7.519305729,0.28763536,0.5,0.722789577,0.522424773,9
0,6,294.2083333,584,6.002955429,5.157849844,24,"(292, 581, 298, 587)",15874.676,5.580402636,0.19551866,0.285714286,0.536413468,0.287739409,9
0,8,303.0238095,684.9285714,11.33670315,9.46964482,84,"(299, 680, 309, 691)",81192.64,10.40317399,1,1,1,1,9
0,10,398.4666667,554.8666667,4.618802154,4.061745656,15,"(397, 553, 401, 558)",11022.176,4.340273905,0.13575338,0.178571429,0.417206702,0.174061432,9
0,11,423.9090909,533.4848485,7.323585646,5.671735425,33,"(421, 531, 428, 537)",26591.906,6.497660535,0.32751623,0.392857143,0.624584434,0.390105715,9
0,14,477.7,551.9,5.447863399,4.639049945,20,"(476, 550, 481, 555)",16797.773,5.043456672,0.20688789,0.238095238,0.4847998,0.235030846,9
0,1,446.3793103,436.5862069,6.257474651,5.890581091,29,"(444, 434, 450, 440)",14066.745,6.074027871,0.84513676,0.783783784,0.876004697,0.767384229,10
0,6,533.5333333,379.1333333,4.618802154,4.061745656,15,"(532, 377, 536, 382)",6201.9497,4.340273905,0.3726161,0.405405405,0.625960303,0.391826301,10
0,8,552.5405405,449.7567568,7.821194345,6.046374844,37,"(549, 447, 557, 453)",16510.941,6.933784594,0.99198526,1,1,1,10
0,11,569.5,527,3.464101615,2.828427125,8,"(568, 526, 572, 529)",2363.4924,3.14626437,0.14199975,0.216216216,0.453758597,0.205896864,10
0,12,573.1212121,502.6363636,7.166155964,5.87689139,33,"(570, 500, 577, 506)",16644.342,6.521523677,1,0.891891892,0.940543161,0.884621437,10
0,13,573.2,415,3.919183588,3.098386677,10,"(572, 414, 576, 417)",3487.082,3.508785133,0.20950556,0.27027027,0.506041843,0.256078347,10
0,18,624.4193548,424.4516129,6.425754631,6.06314329,31,"(622, 422, 628, 428)",12958.397,6.244448961,0.7785467,0.837837838,0.900583062,0.811049851,10
0,19,627,459.6363636,5.99513079,4.799334686,22,"(625, 458, 631, 463)",9254.158,5.397232738,0.5559942,0.594594595,0.778396367,0.605900904,10
