Distance_(microns),Gray_Value
0.000000,58.728
0.040000,72.649
0.080000,312.551
0.120000,564.460
0.160000,452.384
0.200000,202.283
0.240000,263.441
0.280000,420.763
0.320000,332.875
0.360000,147.287
0.400000,63.054
0.440000,69.076
