Distance_(microns),Gray_Value
0.000000,81.740
0.040000,18.556
0.080000,107.812
0.120000,461.330
0.160000,685.250
0.200000,513.968
0.240000,325.038
0.280000,468.135
0.320000,647.836
0.360000,513.238
0.400000,172.872
0.440000,27.500
0.480000,34.496
0.520000,48.809
0.560000,40.990
0.600000,29.493
