LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID219271,219271,26,12.790703773498535,10.225914149615658,0.4372445634657434,0.0,0.0,0,0.75,1,,612.1081081081081,592.0,524.0,751.0,22648.0,63.53161233406378,16324.243243243243,16552.0,10542.0,19979.0,603997.0,2704.800150816295,,,0.04354930248899367,0.8041489183406897,-0.009151880289002096,-0.11148876695708071
ID219279,219279,,15.317352294921875,7.820379182443678,0.9766864747958114,0.0,0.0,0,0.75,1,,586.918918918919,579.0,510.0,733.0,21716.0,48.22538426687431,17220.37837837838,18223.0,10764.0,21590.0,637154.0,3019.1889579759604,,,0.01782174112709839,0.42619741897323576,0.019212639661045132,0.21503275921483478
ID219282,219282,27,17.798992156982422,11.830644099347255,0.9551885800396981,0.0,0.0,0,0.75,1,,606.918918918919,602.0,497.0,788.0,22456.0,62.44703461440048,19593.675675675677,19739.0,13145.0,23716.0,724966.0,2415.765901715622,,,0.02468853588281627,0.46833035670036244,0.04991873609923865,0.771256715873211
ID219287,219287,,13.523141860961914,15.441182211339134,2.3746797328071345,0.0,0.0,0,0.75,1,,597.1081081081081,601.0,503.0,713.0,22093.0,55.18392669759706,20184.513513513513,20979.0,10007.0,26971.0,746827.0,4936.064444595633,,,0.02138388823629428,0.4530728488088462,0.06616438848920611,0.507536863726036
ID219291,219291,,18.86228370666504,13.083757636953905,3.155419590585942,0.0,0.0,0,0.75,1,,611.1891891891892,589.0,530.0,897.0,22614.0,77.84237557677332,26233.864864864863,26013.0,17101.0,33708.0,970653.0,4786.830981175577,,,0.03194757806555902,0.4861495433899244,0.03712195140519289,0.392324247973271
ID219290,219290,2,16.070411682128906,17.211258340197872,2.6119591853024304,0.0,0.0,0,0.75,1,,600.5405405405405,591.0,508.0,773.0,22220.0,63.38751830981773,15427.594594594595,15956.0,7717.0,25103.0,570821.0,4556.528615681627,,,0.024996396136658484,0.4620868795868898,0.04442310084635461,0.2880225642864161
ID219295,219295,,12.330768585205078,5.3933809532978545,5.267812975919925,0.0,0.0,0,0.75,1,,582.1081081081081,575.0,471.0,749.0,21538.0,56.065330832175796,28342.432432432433,28451.0,24649.0,32883.0,1048670.0,1907.1598362856587,,,0.013300303860892601,0.27256032925101703,-0.04125971012873207,-1.2791021164241827
