Distance_(microns),Gray_Value
0.00000,217.500
0.08000,229.163
0.16000,242.158
0.24000,285.825
0.32000,310.729
0.40000,328.069
0.48000,356.520
0.56000,380.873
0.64000,363.979
0.72000,304.080
0.80000,267.889
0.88000,213.782
0.96000,212.085
1.04000,206.328
1.12000,212.742
1.20000,207.000
