LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID252070,252070,,22.057262420654297,23.7601,0.0,0.0,0.0,0,0.75,1,,641.4054054054054,633.0,463.0,813.0,23732.0,79.6762405193876,9241.324324324325,9248.0,7221.0,10732.0,341929.0,745.8907074414102,,,0.11136036872916587,1.6132791902843753,0.037901546528238655,0.9048774870180648
ID252075,252075,,21.413110733032227,32.01577658968931,4.691592275596036,0.0,0.0,0,0.75,1,,605.5135135135135,593.0,527.0,762.0,22404.0,62.45070127780863,11327.945945945947,11257.0,8870.0,13619.0,419134.0,1145.121025771365,,,0.03362679852045991,0.6308676778963365,0.025041815371238296,0.48334140674045784
ID252074,252074,,13.422369003295898,20.01349140913929,3.8723791233863945,0.0,0.0,0,0.75,1,,571.027027027027,572.0,491.0,688.0,21128.0,44.165400287811075,11951.378378378378,11634.0,10100.0,15225.0,442201.0,1313.987281169447,,,0.01593360612155251,0.40555824910265,-0.03497038837103838,-0.6591991614701282
ID252072,252072,,18.45224380493164,31.441945699158023,0.8265889458532768,0.0,0.0,0,0.75,1,,600.6756756756756,599.0,508.0,672.0,22225.0,40.83847182229987,8763.54054054054,8561.0,7321.0,10707.0,324251.0,884.9047844132596,,,0.034676247367034486,0.9858893425886928,-0.0053647959803672235,-0.10683226512224887
ID252079,252079,4,55.281639099121094,20.366289526301625,7.282100492181465,0.0,0.0,0,0.75,1,,700.4324324324324,689.0,548.0,903.0,25916.0,91.61408811498995,23145.27027027027,22667.0,18449.0,30515.0,856375.0,2983.580116875331,,,0.08508464743537482,1.19900657454583,0.021204009077952453,0.32215139643916013
ID252078,252078,,20.97789764404297,12.612223567640141,7.351414821752195,0.0,0.0,0,0.75,1,,611.2162162162163,610.0,490.0,714.0,22615.0,48.393144105300664,15162.567567567568,15097.0,12398.0,18833.0,561015.0,1749.2864662887953,,,0.03740957247148073,0.9109059071607726,-0.02588084290475451,-0.4605832511391719
ID252077,252077,36,62.530738830566406,25.13719583993721,6.778746426473087,0.0,0.0,0,0.75,1,,702.9459459459459,679.0,546.0,1141.0,26009.0,124.24280572642736,18986.594594594593,18754.0,13013.0,24699.0,702504.0,2715.9091833476673,,,0.0877033334573197,0.9124021855560455,-0.008315779993678859,-0.11724421351311264
