,index,label,x,y,length,frame,r,score,intensity,background,area,perimeter,diameter(nm),length(um),final_intensity,cells,nor_intensity,nor_length
9,0,27,306.4516129032258,476.5806451612903,6.425754631219991,3,3.2,0.7435897435897436,12978.2578125,2345.4581388439983,32.169908772759484,20.10619298297468,256.0,804.247719318987,10632.799673656002,2,0.2977022959179304,0.5423728813559322
11,0,35,322.05405405405406,652.5675675675676,7.457115563215433,3,3.7,0.8222222222222222,14445.5654296875,3206.25362098217,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11239.31180870533,2,0.31468371761758207,0.6271186440677966
17,0,53,342.86486486486484,452.0810810810811,7.57656273844197,3,3.7,0.7083333333333334,14391.443359375,2818.76231176313,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11572.68104761187,2,0.3240175516835789,0.6271186440677966
21,0,80,365.74285714285713,476.22857142857146,7.033702441112316,3,3.7,0.7391304347826086,13912.396484375,3939.535992962192,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,9972.860491412808,2,0.2792249977697516,0.6271186440677966
22,0,82,367.125,605.775,7.449906157877016,3,3.2,0.75,14764.9736328125,2268.654694502242,32.169908772759484,20.10619298297468,256.0,804.247719318987,12496.318938310258,2,0.3498780145058939,0.5423728813559322
25,0,104,391.1707317073171,478.5365853658537,7.660006834520941,3,3.7,0.8297872340425532,15310.3056640625,4131.226222330006,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11179.079441732494,2,0.31299730251650465,0.6271186440677966
43,0,165,465.61538461538464,585.1794871794872,7.859982677672943,3,3.2,0.7674418604651163,14050.314453125,3290.890047640074,32.169908772759484,20.10619298297468,256.0,804.247719318987,10759.424405484926,2,0.30124759673638374,0.5423728813559322
29,0,121,410.625,479.03125,6.468922631959587,3,3.0,0.7428571428571429,10034.728515625,2067.7862124925014,28.274333882308134,18.84955592153876,240.0,753.9822368615504,7966.942303132499,2,0.22306232487052144,0.5084745762711864
30,0,123,411.6,367.2857142857143,6.86973151860956,3,3.2,0.8,15777.0390625,2579.724632754922,32.169908772759484,20.10619298297468,256.0,804.247719318987,13197.314429745078,2,0.36950482716421124,0.5423728813559322
31,0,126,419.02564102564105,495.0512820512821,11.968232176473036,3,5.1000000000000005,0.776595744680851,29879.34765625,6920.113235160708,81.71282491987054,32.04424506661589,408.00000000000006,1281.7698026646358,22959.23442108929,2,0.6428238102341765,0.864406779661017
37,0,147,441.81159420289856,537.0434782608696,9.764036986130314,3,4.5,0.7922077922077922,32173.703125,4319.633897875974,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,27854.069227124022,2,0.7798717754569134,0.7627118644067796
46,0,174,473.5,625.5,6.531972647421808,3,3.0,0.7352941176470589,10765.033203125,2143.9288591369987,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8621.104343988001,2,0.24137787180474488,0.5084745762711864
48,0,179,480.4516129032258,557.1612903225806,7.253928369481116,3,2.9000000000000004,0.75,9501.6279296875,2521.1569318082184,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,6980.470997879282,2,0.19544262155205736,0.4915254237288136
7,0,23,300.6744186046512,571.1395348837209,8.470128360394781,3,3.2,0.7391304347826086,14362.93359375,2684.943244074937,32.169908772759484,20.10619298297468,256.0,804.247719318987,11677.990349675065,2,0.32696605273390933,0.5423728813559322
27,0,110,395.6333333333333,333.6333333333333,6.491019437140312,3,3.2,0.717948717948718,13558.6201171875,2202.500253797043,32.169908772759484,20.10619298297468,256.0,804.247719318987,11356.119863390457,2,0.31795416633558304,0.5423728813559322
4,0,17,287.44736842105266,574.1842105263158,7.620031219299574,3,3.2,0.8292682926829268,14554.0048828125,3021.457303991076,32.169908772759484,20.10619298297468,256.0,804.247719318987,11532.547578821424,2,0.32289387530776337,0.5423728813559322
30,0,112,427.425,579.075,8.356201862657647,2,3.2,0.7906976744186046,13381.162109375,3318.296455481672,32.169908772759484,20.10619298297468,256.0,804.247719318987,10062.865653893328,2,0.28174500607775205,0.5423728813559322
53,0,226,620.578947368421,512.3421052631579,7.580636235645782,2,3.2,0.7857142857142857,11771.267578125,3453.729583889246,32.169908772759484,20.10619298297468,256.0,804.247719318987,8317.537994235754,2,0.23287847352222313,0.5423728813559322
24,0,87,391.5434782608696,481.69565217391306,8.202150209561356,2,4.2,0.7457627118644068,18093.115234375,4437.46210521867,55.41769440932395,26.389378290154266,336.0,1055.5751316061703,13655.65312915633,2,0.3823376169571794,0.711864406779661
26,0,91,395.0,400.6538461538461,6.492464878549775,2,2.9000000000000004,0.7586206896551724,8617.205078125,1857.541343198318,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,6759.663734926682,2,0.18926035242690786,0.4915254237288136
27,0,99,411.0,347.0,6.929308325031362,2,3.0,0.8709677419354839,11046.986328125,2379.8185941921547,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8667.167733932845,2,0.24266757699671976,0.5084745762711864
28,0,103,412.5882352941176,368.4705882352941,6.903473934896428,2,3.2,0.7317073170731707,13839.494140625,3248.855784982443,32.169908772759484,20.10619298297468,256.0,804.247719318987,10590.638355642555,2,0.2965218428334407,0.5423728813559322
29,0,106,419.02702702702703,495.2702702702703,11.262603750598648,2,4.5,0.8333333333333334,24421.896484375,7041.635563815013,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,17380.260920559987,2,0.48662099715119567,0.7627118644067796
50,0,184,484.4166666666667,580.9583333333334,8.153796319944302,3,4.300000000000001,0.703125,18924.1484375,3614.0545631186105,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,15310.09387438139,2,0.42865945348476625,0.728813559322034
32,0,123,441.20338983050846,537.9661016949152,9.106609673849963,2,4.5,0.7534246575342466,26891.4140625,6248.148966544541,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,20643.26509595546,2,0.5779801748296571,0.7627118644067796
58,0,241,658.18,529.24,8.491377564349413,2,3.7,0.9,17364.08984375,4158.354622204788,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13205.735221545212,2,0.36974059658800257,0.6271186440677966
33,0,127,445.35483870967744,352.4516129032258,6.742171539901862,2,3.0,0.8181818181818182,9249.439453125,2572.0819322271277,28.274333882308134,18.84955592153876,240.0,753.9822368615504,6677.357520897873,2,0.18695590302160237,0.5084745762711864
36,0,150,482.2551020408163,525.4489795918367,13.152913573364778,2,5.1000000000000005,0.7314814814814815,33294.5390625,7194.106529368088,81.71282491987054,32.04424506661589,408.00000000000006,1281.7698026646358,26100.432533131912,2,0.7307726025174618,0.864406779661017
37,0,155,484.8780487804878,581.1219512195122,7.349857458280637,2,3.7,0.7551020408163265,14399.75,3950.617630309425,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,10449.132369690577,2,0.29255988942540195,0.6271186440677966
41,0,165,505.59375,535.34375,7.411130372078651,2,2.9000000000000004,0.7272727272727273,10509.005859375,2263.195755518973,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,8245.810103856027,2,0.23087020116660825,0.4915254237288136
43,0,168,510.5161290322581,643.6129032258065,6.85294019315685,2,3.0,0.7142857142857143,10973.3349609375,2444.1017913259566,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8529.233169611543,2,0.23880561798825367,0.5084745762711864
45,0,182,530.0,551.7837837837837,7.509044862329578,2,3.2,0.7619047619047619,13066.294921875,4353.73620897904,32.169908772759484,20.10619298297468,256.0,804.247719318987,8712.55871289596,2,0.2439384556990395,0.5423728813559322
47,0,186,534.6206896551724,523.0344827586207,7.104184077933351,2,2.9000000000000004,0.8,9156.2685546875,2639.9539430858567,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,6516.314611601643,2,0.18244694533310435,0.4915254237288136
49,0,207,578.0,527.1153846153846,6.007884366082042,2,2.9000000000000004,0.9615384615384616,9356.822265625,2131.412518628349,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,7225.409746996651,2,0.20230053576181828,0.4915254237288136
35,0,145,471.0,627.2,7.212732503757892,2,3.2,0.8947368421052632,13948.1484375,2804.2284410371503,32.169908772759484,20.10619298297468,256.0,804.247719318987,11143.91999646285,2,0.3120128912700568,0.5423728813559322
51,0,188,492.2463768115942,565.927536231884,10.134555727626742,3,4.5,0.7468354430379747,26240.90625,3793.642218039371,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,22447.26403196063,2,0.6284894143117906,0.7627118644067796
6,0,24,300.44736842105266,573.078947368421,7.222919659198665,4,3.7,0.8444444444444444,16754.79296875,3228.478270750784,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13526.314697999216,2,0.3787163366652827,0.6271186440677966
57,0,203,512.3333333333334,637.5897435897435,8.369657494074989,3,3.2,0.7674418604651163,13448.6728515625,2580.859987080563,32.169908772759484,20.10619298297468,256.0,804.247719318987,10867.812864481935,2,0.3042823095199193,0.5423728813559322
29,0,115,410.2857142857143,479.5357142857143,6.246159456075659,4,3.2,0.7567567567567568,12133.34375,2381.3868362531066,32.169908772759484,20.10619298297468,256.0,804.247719318987,9751.956913746892,2,0.2730400319784215,0.5423728813559322
30,0,117,416.15277777777777,512.625,13.419683357077783,4,4.5,0.7073170731707317,25203.66015625,6903.731607341208,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,18299.928548908792,2,0.5123702986375367,0.7627118644067796
31,0,118,418.2638888888889,495.9861111111111,11.03325050310714,4,4.5,0.7625,27297.92578125,4165.220246787096,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,23132.705534462904,2,0.6476807388241803,0.7627118644067796
33,0,128,427.82978723404256,579.2553191489362,9.680044799488384,4,4.2,0.7049180327868853,19073.1484375,3815.797974868852,55.41769440932395,26.389378290154266,336.0,1055.5751316061703,15257.350462631148,2,0.4271827177938367,0.711864406779661
35,0,137,441.8253968253968,537.1111111111111,10.798186746105984,4,4.300000000000001,0.7464788732394366,27251.951171875,4303.193016777281,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,22948.75815509772,2,0.6425304906444107,0.728813559322034
40,0,155,467.4193548387097,556.3225806451613,6.584439134024812,4,3.2,0.7894736842105263,15049.17578125,2751.2990427082404,32.169908772759484,20.10619298297468,256.0,804.247719318987,12297.87673854176,2,0.3443219332957442,0.5423728813559322
42,0,158,470.6785714285714,490.25,6.277153108760828,4,3.0,0.7272727272727273,9714.18359375,2007.7646230256069,28.274333882308134,18.84955592153876,240.0,753.9822368615504,7706.418970724393,2,0.21576806591911438,0.5084745762711864
27,0,112,410.2647058823529,347.0,7.062744009319358,4,3.2,0.918918918918919,13558.7919921875,2301.0144239217043,32.169908772759484,20.10619298297468,256.0,804.247719318987,11257.777568265796,2,0.31520073093352363,0.5423728813559322
46,0,172,484.1666666666667,582.7222222222222,7.91156854904099,4,3.2,0.7380952380952381,12898.2626953125,2866.143301425968,32.169908772759484,20.10619298297468,256.0,804.247719318987,10032.119393886533,2,0.28088415733839406,0.5423728813559322
53,0,187,514.2954545454545,641.0681818181819,7.891760762852675,4,3.7,0.8541666666666666,16389.53515625,2807.7680595754646,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13581.767096674535,2,0.3802689198895016,0.6271186440677966
55,0,197,524.0909090909091,552.0,9.17563763385892,4,4.2,0.8360655737704918,19981.79296875,4340.791398146655,55.41769440932395,26.389378290154266,336.0,1055.5751316061703,15641.001570603345,2,0.4379243680816493,0.711864406779661
56,0,202,531.1515151515151,521.6666666666666,8.17371633919096,4,3.2,0.7073170731707317,13596.916015625,2695.059227226535,32.169908772759484,20.10619298297468,256.0,804.247719318987,10901.856788398463,2,0.30523548785705246,0.5423728813559322
57,0,225,575.3214285714286,527.3214285714286,6.934196926608524,4,3.2,0.7567567567567568,10998.1962890625,2230.948375733104,32.169908772759484,20.10619298297468,256.0,804.247719318987,8767.247913329396,2,0.24546967052774432,0.5423728813559322
63,0,253,652.6944444444445,565.0277777777778,7.394488225267535,4,3.2,0.7380952380952381,14042.90234375,2572.195138791576,32.169908772759484,20.10619298297468,256.0,804.247719318987,11470.707204958424,2,0.3211624384478128,0.5423728813559322
64,0,256,658.2045454545455,530.6818181818181,8.310999855794595,4,3.7,0.8163265306122449,15069.255859375,2922.29088558408,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,12146.96497379092,2,0.34009663231893156,0.6271186440677966
65,0,259,675.2758620689655,505.3793103448276,6.749515060288406,4,2.9000000000000004,0.8,8529.81640625,1739.277880240115,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,6790.538526009885,2,0.19012479984184685,0.4915254237288136
48,0,175,493.27272727272725,559.7272727272727,9.305349626985588,4,4.5,0.8243243243243243,26623.76953125,5165.421048176824,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,21458.348483073176,2,0.600801275871437,0.7627118644067796
55,0,197,502.05405405405406,534.7297297297297,8.192340316981955,3,3.7,0.7446808510638298,16934.634765625,3838.321555391885,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13096.313210233116,2,0.36667694590414013,0.6271186440677966
25,0,101,395.4375,334.1875,6.781259677356306,4,3.0,0.7941176470588235,11441.5498046875,1779.6454417468049,28.274333882308134,18.84955592153876,240.0,753.9822368615504,9661.904362940695,2,0.27051869686903424,0.5084745762711864
22,0,95,387.5945945945946,389.1081081081081,7.160328524324677,4,3.2,0.8048780487804879,13026.3271484375,2495.1897891673725,32.169908772759484,20.10619298297468,256.0,804.247719318987,10531.137359270127,2,0.2948559050020938,0.5423728813559322
60,0,221,528.275,550.725,7.874007874011811,3,3.2,0.7906976744186046,14418.8681640625,3724.866102831438,32.169908772759484,20.10619298297468,256.0,804.247719318987,10694.002061231062,2,0.29941587012754306,0.5423728813559322
71,0,271,620.5483870967741,511.2903225806452,6.857501235681871,3,3.0,0.7647058823529411,10259.32421875,2231.1236067067366,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8028.200612043263,2,0.22477746479288527,0.5084745762711864
74,0,282,645.7391304347826,488.10869565217394,8.910459270426196,3,3.7,0.75,16838.265625,2914.788357289508,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13923.477267710492,2,0.38983628742939386,0.6271186440677966
75,0,286,652.6363636363636,565.1590909090909,7.894281669827646,3,3.7,0.8163265306122449,18263.66015625,3438.1064537074417,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,14825.553702542558,2,0.4150930621251809,0.6271186440677966
77,0,295,670.0357142857143,525.8928571428571,7.149492899030187,3,2.9000000000000004,0.7096774193548387,10008.267578125,1848.1561181193683,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,8160.111460005632,2,0.22847076886144346,0.4915254237288136
78,0,297,675.7647058823529,504.0,7.458249097137442,3,3.7,0.7555555555555555,14026.24609375,2902.4663284805138,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11123.779765269486,2,0.3114489952830537,0.6271186440677966
2,0,5,217.3,510.03333333333336,7.092756859896822,4,2.9000000000000004,0.8333333333333334,9504.7294921875,1722.665608045645,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,7782.063884141855,2,0.21788600899056024,0.4915254237288136
23,0,97,391.0769230769231,481.79487179487177,7.876990183205655,4,3.2,0.7272727272727273,12361.220703125,2726.587912735529,32.169908772759484,20.10619298297468,256.0,804.247719318987,9634.63279038947,2,0.2697551341187731,0.5423728813559322
3,0,7,248.8135593220339,495.5254237288136,9.23005673278489,4,4.300000000000001,0.7647058823529411,22169.86328125,4688.429356738925,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,17481.433924511075,2,0.48945368811553097,0.728813559322034
5,0,21,296.4318181818182,517.0227272727273,9.10144783989636,4,3.7,0.78,15212.326171875,3422.3033674852923,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11790.022804389708,2,0.33010279188159636,0.6271186440677966
23,0,79,384.46153846153845,533.4807692307693,9.204995537075233,2,4.0,0.7413793103448276,17105.521484375,4795.232202073326,50.26548245743669,25.132741228718345,320.0,1005.309649148734,12310.289282301674,2,0.344669465732066,0.6779661016949152
8,0,34,321.45714285714286,653.6285714285714,7.811970830590812,4,3.7,0.7391304347826086,14262.443359375,3190.928074247204,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,11071.515285127796,2,0.3099856689522015,0.6271186440677966
12,0,50,343.1818181818182,452.6818181818182,8.199597712137471,4,4.0,0.7884615384615384,16967.96875,2959.498642832041,50.26548245743669,25.132741228718345,320.0,1005.309649148734,14008.47010716796,2,0.39221595827993777,0.6779661016949152
14,0,58,352.1388888888889,409.3888888888889,7.3450056870841,4,3.2,0.8717948717948718,13221.28125,2758.8682671692222,32.169908772759484,20.10619298297468,256.0,804.247719318987,10462.412982830778,2,0.2929317264903691,0.5423728813559322
19,0,84,378.1333333333333,612.1,7.136148987094561,4,3.0,0.84375,10798.453125,2011.4873472489417,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8786.965777751058,2,0.24602174088447934,0.5084745762711864
21,0,91,384.0,532.8,9.481117685482554,4,3.7,0.7272727272727273,16288.498046875,3811.8591270790794,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,12476.638919795922,2,0.3493270037772764,0.6271186440677966
4,0,17,286.6333333333333,573.3666666666667,6.491019437140313,4,3.0,0.7352941176470589,10350.984375,2176.713358568959,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8174.271016431041,2,0.22886721500793372,0.5084745762711864
21,0,69,367.3125,607.03125,6.891695762846706,2,3.2,0.8648648648648649,12744.779296875,3275.6477141082287,32.169908772759484,20.10619298297468,256.0,804.247719318987,9469.131582766771,2,0.2651213508256918,0.5423728813559322
5,0,21,296.58,515.42,10.071742649611338,3,3.7,0.7272727272727273,14426.83203125,4265.003114724532,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,10161.828916525468,2,0.28451582763005795,0.6271186440677966
16,0,52,351.34090909090907,408.27272727272725,8.732100955326091,2,3.7,0.8163265306122449,17364.341796875,4434.546177461743,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,12929.795619413257,2,0.36201470542004477,0.6271186440677966
41,0,139,452.42105263157896,342.7631578947368,7.767413424202124,0,3.2,0.7045454545454546,13542.650390625,3316.5989376091457,32.169908772759484,20.10619298297468,256.0,804.247719318987,10226.051453015854,2,0.2863139614376788,0.5423728813559322
42,0,145,462.1111111111111,337.81481481481484,6.539632239143379,0,2.9000000000000004,0.7333333333333333,9150.791015625,2833.5170159763948,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,6317.273999648605,2,0.17687410948760826,0.4915254237288136
43,0,149,472.9807692307692,626.0769230769231,9.005846126500098,0,4.300000000000001,0.7384615384615385,22787.75390625,4684.896537576802,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,18102.8573686732,2,0.5068526038989863,0.728813559322034
45,0,154,484.0,523.1224489795918,9.743420020607504,0,4.2,0.7666666666666667,19699.93359375,3568.211995099671,55.41769440932395,26.389378290154266,336.0,1055.5751316061703,16131.721598650329,2,0.45166378606057067,0.711864406779661
46,0,157,485.5,336.5,6.324555320336759,0,3.2,0.7692307692307693,13490.287109375,2248.07951411116,32.169908772759484,20.10619298297468,256.0,804.247719318987,11242.20759526384,2,0.3147647952578477,0.5423728813559322
49,0,163,505.1463414634146,622.0487804878048,9.237858928531464,0,3.2,0.7333333333333333,13134.7763671875,2940.0269660446797,32.169908772759484,20.10619298297468,256.0,804.247719318987,10194.74940114282,2,0.28543755136737226,0.5423728813559322
50,0,165,510.3898305084746,643.6949152542373,9.832391543126734,0,4.0,0.8,24093.609375,3856.880845982581,50.26548245743669,25.132741228718345,320.0,1005.309649148734,20236.72852901742,2,0.5665977663326828,0.6779661016949152
40,0,137,445.7105263157895,350.60526315789474,7.594452300447945,0,3.2,0.7045454545454546,12861.41015625,3469.9951901013264,32.169908772759484,20.10619298297468,256.0,804.247719318987,9391.414966148674,2,0.26294540320058,0.5423728813559322
52,0,175,535.258064516129,359.38709677419354,6.741070998980903,0,3.2,0.8378378378378378,13236.375,2637.623584263172,32.169908772759484,20.10619298297468,256.0,804.247719318987,10598.751415736828,2,0.29674899623528356,0.5423728813559322
55,0,187,566.1111111111111,371.4814814814815,6.10737294880025,0,3.0,0.8064516129032258,10730.712890625,2260.121645875514,28.274333882308134,18.84955592153876,240.0,753.9822368615504,8470.591244749487,2,0.23716373285881454,0.5084745762711864
56,0,191,570.7209302325581,554.4418604651163,7.723103073032178,0,3.2,0.7391304347826086,17335.05078125,4084.084614426829,32.169908772759484,20.10619298297468,256.0,804.247719318987,13250.966166823173,2,0.37100699458938213,0.5423728813559322
58,0,202,612.5172413793103,535.9137931034483,9.23025814454011,0,4.5,0.7397260273972602,25469.9609375,5738.382533462718,63.61725123519331,28.274333882308134,360.0,1130.9733552923256,19731.57840403728,2,0.5524543274825733,0.7627118644067796
61,0,227,659.1,529.925,8.257107172105323,0,3.7,0.7346938775510204,16462.48828125,3431.3602831726894,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,13031.12799807731,2,0.3648518586350965,0.6271186440677966
2,0,6,217.17073170731703,509.0487804878049,8.68565551258637,1,3.7,0.7916666666666666,13358.6123046875,4223.853421867825,43.00840342764428,23.24778563656447,296.00000000000006,929.9114254625788,9134.758882819677,2,0.2557594213695056,0.6271186440677966
