,1_5,1_23,1_26,1_34,1_80,1_81,1_88,1_94,1_104,2_13,2_33,2_61,2_78,2_87,2_98,2_107,2_109,2_127,3_16,3_20,3_48,3_68,3_69,3_75,3_78,3_79,3_87,3_115,3_116,4_31,4_40,4_42,4_87,4_91,4_116,4_187,5_16,5_18,5_25,5_29,5_61,5_67,5_115,5_125,6_2,6_7,6_17,6_19,7_0,7_9,7_10,7_17,7_20,7_33,7_35,7_37,7_40,7_50,7_56,7_57,7_58,7_66,7_101,9_3,9_6,9_30,10_31,10_71,10_108,12_3,12_4,12_9,12_21,12_23,12_24,12_25,12_28,12_29,12_31,12_33,12_35,12_36,12_39,12_42,12_48,12_50,12_52,12_53,12_55,12_56,12_57,12_65,12_66,12_67,12_68,13_22,13_31,13_35,13_55,13_57,13_107,13_114,13_129,13_130,13_140,13_155,13_179,13_182,14_4,14_26,14_31,14_38,14_40,14_42,14_45,14_47,14_51,14_54,14_65,14_67
0,1.397672850244425,2.8312043376891287,2.191334065598316,1.5452850647607903,1.7329598999268898,0.8731461508021632,0.6773145911457734,1.309981415527517,1.0619820679397771,0.6287695908924091,1.072870774353154,1.809038877501531,0.9831203129046712,1.178486417507584,1.48106300700724,1.4016955616181173,0.9663941744322304,0.7952572455353324,1.0920916115644888,0.7140398162538264,1.4602162629355813,0.4317303616807349,0.7835472082943827,2.2004907311627893,0.9978516074579912,0.9017307833411452,1.5436437266351994,0.7125032130922799,0.9829957695048612,1.9620931148148752,0.3010053021148127,0.794206623437628,1.6426513305920964,0.8984548214346624,1.1080060584081746,1.3851442842814536,0.74750683829935,1.0056687510867692,1.0274769745198469,0.9633098565581328,0.7289526269337603,1.0937559040241829,1.0486907479521956,1.779341862954,1.3707216105666626,1.4540151953936833,1.348491795255502,2.166614872873434,1.915805614120681,0.7722197157922442,1.606338426711941,1.448092448947285,1.103693037709957,1.9641167971226912,0.7063494096757602,1.3930078124133116,1.2694224027603127,0.7855606937375985,2.102133271463984,1.2065113834225831,1.286995180009412,1.711618977598042,0.950779783830246,1.5683668024358908,1.61624164397128,1.5003242770057543,2.1614981074440536,1.750606727672967,1.5152501433028736,2.1639517023977457,0.8976616329811669,0.6418718410415492,1.077716269450789,1.0106144344280534,0.7238706773685395,0.887610461925308,0.9978881249082632,0.6657938605407604,0.6047387391541589,0.8354735427738303,1.233621007836738,1.5400584985743448,1.181045539879016,1.5717143994469005,2.1961527416998017,1.3202830634496443,0.946349471419878,1.538565953134218,1.9545047526656576,1.7868507547150203,1.3196631701348258,0.636954932501119,1.3668097522350906,1.1679199939649887,1.2873036961058426,1.3152418887792516,1.1418019966247988,1.3583831765019618,0.8189780502816769,2.212489925415656,1.5081122455953309,2.21633241088494,1.358070931404428,1.328164936589526,0.8942443673841027,3.1993588968434685,1.209230473829826,2.1262063146166827,1.5595709094829764,1.0538518028488717,0.5711591590979391,0.6118206732509437,2.63153604721203,3.134169098400691,1.8042598613448355,0.9978695568482492,2.8119040897542136,2.050106556037674,1.0696964470254968,0.9258707703068988
1,2.788660579887652,3.353721718353813,3.31960320880288,2.953012404988318,2.170463411003926,1.543295319630973,2.198636328262965,2.457750727382416,1.652601736609924,1.331899304313616,3.2120547619693336,3.1711166996200006,1.820729712932227,1.7070870818295951,1.124863008913904,3.057125225900295,2.1463010817222896,1.9751251584774572,1.916027918396384,1.5474747942513734,2.02197656934186,1.63673024366237,1.8365611836852125,2.816084259841072,2.193839617631439,3.282394088498442,4.275075619567294,1.9918556870791384,1.830474531289432,3.485141503009833,1.34262844228001,2.0072869888001965,1.4618357930986534,2.071937551742163,2.438805702501569,2.15564876492152,1.689781826055612,3.1313449410360747,1.7058139137668769,2.3674247952671523,2.397665707840986,2.2589535420456706,1.465025607794655,2.5387732026759635,1.9379138793099648,3.2430819342789854,2.4519225950319576,3.3719173093657435,1.7725716937713922,2.934738154745235,2.028020839833732,2.060952339471019,1.5751939017231549,3.1516707058672653,1.9385711548930973,3.47743769221622,3.2202135079343788,2.197187104633643,1.823601542300125,1.6965340816595478,1.6368979717551502,3.510722607564756,2.181858790610393,3.450163241001212,3.4724397083567022,1.8808955162129743,2.710087803422901,2.583687943262411,3.0266367395156526,1.7567447428427707,1.1821728917403689,1.7266205245365416,2.204766308330653,1.5445064661293568,1.569977736436,1.735989872262278,2.436597735694404,2.178300869710992,1.0522187383018693,1.685110445387232,2.4792735500536573,2.7953751169471768,1.7765118396264683,3.100590748086012,3.8669938264778256,2.904306935402764,4.42882209422851,1.890096547028026,3.3866774811035705,1.93210724051816,1.8466368978290184,1.7014602072403542,3.845687877792237,1.7018658600814798,1.887069613009012,2.0976177170349524,2.871389612472977,2.001722364823625,2.637604373931462,1.9360349768535527,2.87743188001586,2.0552700298430224,3.635898240826824,1.3875854236340348,1.4116466366365292,4.2756122373024334,2.713200199951153,3.5285447823335443,1.4458633198759585,2.7141719006139966,2.0467933989285734,2.9894602507319274,4.148139697506482,2.130483447884577,1.296591333275848,1.2878668012281589,3.1309027829751708,2.136734505004404,1.4277697886489775,1.4444311607574476
2,2.5250822883754065,3.0309787552089578,4.152539509250181,1.447555860656876,3.556161714564053,1.8721674188644577,2.682783868705019,1.793727127880159,1.206549377461662,1.6360317830627564,1.1340701273314733,2.546718169102887,1.2581706293706294,2.8214026774050214,1.231775933200384,1.079906597587717,3.6306486040005455,3.778430652466642,3.0602540405680667,3.3946740807451383,3.759618054107084,2.4441065332958587,3.636061262376237,2.6171777623894834,1.6863619658361388,1.956373074097686,3.528374826039894,2.270554223358829,1.510205812830216,1.1622610073755004,1.5851766259491582,2.3377215911791263,1.663935216680304,1.4104523418690669,3.5466693828675626,1.874300025201492,3.278648610482131,2.68166041033894,2.2167359534659887,3.387812061033954,2.365337856709401,3.4843380644197293,1.6674413805660646,2.5478256877818306,1.4087663178092993,3.379470037782043,2.9092301829479594,3.087119069033947,3.1244187408701976,2.865752101119193,1.467772698153864,2.1723180070445416,2.1551970120922816,3.038779629410259,1.1603822166275677,1.9014886337934245,3.9921625064421087,2.3813323502581616,2.738977538130974,2.958521679383792,2.49145169133,3.5107100537781424,1.0068602831937523,2.312904295587008,2.3158438987926235,2.083059278387,1.779582100603385,1.3212094404600172,1.3721160287533072,1.8672624534044455,1.5557496580672543,2.4231837281774617,3.685570917205464,3.289419224865856,3.065799354404562,1.5860842994396387,4.158971796816011,3.6458592952170448,0.9081481974930332,2.780252050010483,5.303688249923047,4.204545391020463,3.3155111826332555,4.311789127511902,2.4762638035508053,2.298296522036761,4.89101459759721,1.3949946442917076,3.819762088554799,1.6676203544440795,1.327239350178477,1.9265798234667195,2.162700753681213,2.6666795602986992,1.787632344962739,2.2884787336641823,2.1649668992664166,3.184415915702309,2.199251686340641,1.3378539824335156,1.9552221566692527,3.1781144085934865,2.860125325197811,2.961798119636927,2.067717040129579,1.542486689679467,1.7339994715139897,3.0514838906143327,1.3767635938149714,5.005748088329132,3.622573219420008,2.500319826975152,4.3321369958222,3.165234219363652,3.8943337145137646,1.267055357298702,2.6665322028770446,2.7314488486659223,1.7942263602843498,0.6188980030786749
3,2.2478942717152006,1.846821554547632,3.7393024083740594,2.2262972572261703,2.581252957879792,3.219576793402016,3.1357016417560524,1.673816579663642,1.3212355350361624,1.2799861282291525,2.160336731830512,2.627362485247219,2.9300411522633745,3.759624644583139,1.177569800048044,1.3363728075385042,1.9121947909654964,1.951522642688327,2.9537799060485783,1.9227428898644776,4.49966413138518,1.5539183649218704,2.8559706867933987,2.066131088225889,2.8193531410382304,1.6449918548178373,3.2488514803793254,2.413654291892209,2.8027330966178194,3.015397332694752,2.3959422375214947,2.4905255012945013,1.9206030783624048,1.7029407761263684,2.932019097168799,1.779459973361915,2.7039468614973057,1.0385310459072363,1.1069343328768109,1.4778768195164675,2.4750656770558312,1.937041778029807,2.088311688311688,2.453695469905232,2.441527773222489,4.504094174383362,3.115262337522228,3.2136113589387776,3.4266249249785075,1.7896680726138063,1.6259465662346624,2.0319521220542454,1.0439523613376571,3.6527452156370974,2.507429420505201,1.9604790296310397,1.518329555523343,4.463469563240062,2.951430855505603,1.6393155315397112,1.6339669981913916,4.030766395569329,2.1133910742395314,2.541159228111805,2.433750162260396,1.421061082703298,2.1923653968081767,2.5161190629883383,3.087754306824756,1.0994227415717073,1.6766454508965505,2.572468341486877,4.062553620524802,4.135763852046771,2.8513831093254254,2.696747484052207,3.5190327257678065,4.292785562638909,2.8472967252045485,2.210714799968415,5.47580260695266,5.242516307185226,5.439484746982576,4.108765809718816,3.37469004040938,4.932575702664955,3.5145691111834547,1.92218632231358,2.483616343272524,1.3872485447490754,2.380255948141796,1.7146658903008158,3.4082235806736096,3.2187375205475632,1.5495745593199228,2.134765100671141,2.5978556316563277,1.7815019768709803,1.0175833531032248,1.4463419584429755,1.637734713769265,2.01908476103524,1.6762568096639163,3.112150051501563,1.7897849728673554,3.3892556224850594,1.3145224002675382,2.278249031933817,1.2857123926870355,4.9272854152128405,4.75235453936718,2.7140769077191176,2.238866411593405,1.7076197350709144,2.1641840667188004,2.305814199632602,3.8161794828541824,2.6275395720664187,2.773372899213044,0.9970472475850128
4,1.92082729195995,1.9446209339429277,1.8746754358517188,3.089305594272737,2.7691675060884644,2.7364186484898987,1.4063961128098796,2.3962567038889038,2.3581255252096587,1.2975374331658331,0.8962755497878185,3.031550934277918,2.286460646578929,2.1586132061402608,1.533674832907381,1.1679933443558803,1.5721015399722762,1.744353593966747,4.70483817246428,2.702873241852181,2.1448872012534563,2.3616116365089344,3.1328760495232677,3.2388592862445043,3.623303808817965,2.012779944062226,2.5976737834916226,1.3910721129090875,2.5791392715644954,2.7055209318864413,3.600420974217495,3.2374274212996457,1.9307331853574323,2.24223355652507,1.1944804171213776,1.7287434438945113,2.2211413407984133,1.509532834824184,1.5844015671655984,2.425911206994436,2.05840883080484,4.418217833357469,2.619234595371871,1.874741262795086,3.0354920427563927,4.121831759304747,3.139139082053457,3.567007676263178,3.503790263681467,2.596311999825104,2.8628235084778297,1.8306385505452425,2.974089448312801,2.283301667106941,1.36536266926073,3.627807248374476,0.8980865281400714,2.722803978292302,2.972813073576134,1.7709507851129445,3.7387376107077785,2.804990757855822,2.208436226345026,2.4799309293311533,2.3406206580938287,1.4638270199967485,3.5907161271399683,2.2568778886424514,3.269885133454792,2.736822545679777,2.551027652550496,2.8297245214154776,3.2027806851964584,4.417919607241485,4.600864995245914,3.8911190322562135,4.284423224090136,2.906590821499834,2.9162387156312835,3.502439746451636,2.9878018309176637,3.93462868522009,5.820496815054116,2.8182911677716573,3.75117852666012,5.649187409361761,2.430169076206812,2.4977964017372885,3.9804498658627696,1.390209797334298,2.8367983394920007,1.805414367542303,3.0660921133339625,2.9686226619369998,3.0220029883993464,1.9989487737279052,1.6694175146475407,3.375208943929915,1.789769641369286,2.002263237991181,3.1494755574956037,1.692957298706017,2.0465691931320387,1.2710071995718568,1.5081159314318908,1.8840302014084829,2.5492642815926145,4.855651470067467,2.138734705758364,3.716079533601047,2.747576723125943,2.2836694264087853,2.307594916202408,2.6712127866671005,3.5215766796822403,1.0901237432622115,4.3140240563300125,1.1478411282090055,2.5755993122911733,1.481650125031222
5,2.439977287558158,2.6071855936145085,1.7284887858445204,2.7664088421906863,3.098960733118312,1.590158680257138,0.9379378708286056,1.9631618787576888,1.109499795986206,1.4485057674720474,1.1539879205734291,1.7813543845179534,2.0204671025200445,2.225807090366774,1.2043242456734158,1.2335033939265263,0.9664623970419718,1.063105821998482,4.9890684839909305,2.879300029913252,2.9905890342230754,4.305314985275466,1.5187279277993793,3.085162467410256,4.082342439451612,2.259964230965764,3.050239884131438,3.138044807659285,3.416222893678113,2.0319951541083507,1.9092015201510133,1.9988832427898449,1.9987201282457352,2.4276424330552024,2.864553019860112,2.455538553476855,1.7183360829601697,1.4946708189697402,2.0385866467159466,1.15903294368891,2.5467823532497507,2.340919947146668,2.684864609931477,3.366916648940712,3.038035104467555,2.4060176875986183,2.6526329375554027,4.301746705552638,2.022360632540857,1.3004937532006997,1.5493282988407977,2.971966372497156,1.8172152004368225,1.652187209021532,2.1540647828932,4.417577424465407,2.3318718041163176,3.6314762498935513,2.9059613553556214,2.160251492530362,2.7463100472127158,1.12214853716676,2.009977573344318,1.2910012463832876,2.3284389356315125,1.79723589317102,2.2053684656722274,2.084586923758783,1.8086570638070656,1.6436720415745796,2.158763745628543,2.348916933509136,3.747473451006434,3.9533742166276657,6.722689075630252,2.6224462285467043,2.6760123074748505,4.099786965933936,3.07692663535447,5.3136471982802425,3.3456031214970863,4.795870925805033,4.874389354919432,3.581751735940988,4.813655548687239,3.698132702180186,4.101908815342575,3.6372642421431567,1.6708096742916352,1.7192331557771052,3.53600307310895,1.0381170192426763,2.080601596354541,4.422651169226512,2.312156770940021,2.643800375127896,1.0821941996482272,1.2747208817057911,2.684527913998062,1.5646373801278843,3.5405808207770684,2.3361853901925627,2.8516885605228444,2.9561194085096147,3.086268089921388,3.451614801603569,2.7288069261264023,1.6988678031346014,3.3010818103975184,5.887125701952305,5.224943244610246,4.73044875844257,4.662736149632609,2.9930675159897184,3.6762353256580864,2.479990716416709,4.260872410670949,2.725805751962868,3.5011489616916736,2.2614408307980085
6,3.519244403678822,3.291270389458584,3.07264454505425,2.3412758869354136,2.8054322139132704,1.056376316053086,1.525632975131216,2.6490317042174096,1.863021458306798,1.160147002198498,1.0091258029139902,1.9799990386585744,1.680202240271347,3.3282073046901623,1.0852207040726476,1.0406115894690824,0.8119240432532355,0.8291226319891991,2.855420466058764,2.3238195409639006,2.5519945991678545,3.103893743031138,1.952030899181921,3.471725915353705,3.0155205212865983,1.8886644281882805,1.5922113993448208,3.2002624765012597,1.9897537541146424,2.5940356770770423,1.771891779278213,1.2810737006574515,2.762575009685412,3.139970636248832,2.4483321494597305,2.7312492143756577,1.8991198433988252,1.0890245892248995,1.304280433423833,1.442353648985211,2.0736782948993877,2.586665995130068,2.1950503426845285,2.91326606217689,1.7172668536829947,1.886759737235824,2.824736071811884,3.8672133060753953,1.2921034198306087,3.5574518075047505,3.8388989758790566,1.0299931431999827,2.781048056836558,2.18989838712351,1.6548124221992904,4.134051885479552,2.4688531570647694,2.3642506546563524,2.46147160593973,2.5592997046721737,3.54380868339949,1.929743606593912,2.1258112385166923,1.940949840091471,2.248986816728752,1.6574909139857317,2.941526921697025,2.21874165108202,2.279842739547483,2.740967274461891,2.864317542213884,1.1194750528228925,5.143919938281398,5.512004395124067,5.935997053413819,3.5786110823487074,1.6785926594596976,6.207493839558303,2.4418185671894865,5.108780810303032,3.440210002503979,4.158313073097494,2.327365805335,3.3986888664276385,1.9656545880761185,3.6259099181638814,4.4090098972356,2.0697582397912337,1.9058505038351632,3.2223705085960166,1.4919461556011864,3.6013534592402388,3.2300137224197654,2.0032656243090843,1.9932056872037915,2.9830768895543387,1.2245867508768007,1.3423688880282083,1.1071340568453305,2.109953444516471,2.79728501710888,2.590099978152537,2.2788993613309474,2.7629277781483377,2.2947169093135464,1.459028250488987,2.0730575321475464,1.9081773726087177,4.031296115829041,2.5544263863675614,1.8639781796005437,2.5964443236813204,1.9597446212556875,8.942415564265174,3.5314338464243584,2.666695310602167,2.594624372268297,2.8419663666308645,3.6792174336321226,1.397614125832824
7,2.6656745893773555,3.02253244816136,4.134861881664524,2.2423664385928537,2.968072481541581,1.8602826911084935,1.6321562462065724,1.6389864132603655,2.134848600411868,1.8879054314506505,1.267566514860978,1.164575736819695,3.1533986630034594,1.5316789601769514,1.217783146132205,1.2997908622784518,1.316243982994773,1.1153333530205043,3.060170506225687,2.2739274369731004,2.144694465700994,1.925962250505861,1.8150576093338435,4.332073996873372,3.141397576284956,1.3180775128218687,2.278701967391683,3.9792491270086834,2.3858195095450467,1.2223732576527138,1.400610281511692,1.1928911671542908,2.114441485273681,2.8716094829005048,2.682026191350709,2.380736333480197,1.488816364200903,0.8970962636757723,2.3954912958756336,1.2759153703691586,2.536306347780636,2.8296631479360657,3.54260674585437,2.377622137682869,1.897661364567193,1.7824408254832111,3.120773282900187,1.9279222959078184,2.469749857379062,4.030629307726904,3.0605790773978656,2.236146703497853,0.8317884812200153,2.2891360768619395,1.7500308127427078,3.499230410230659,2.2677193896044887,2.2581278342133966,1.4528654651288744,2.940713288732733,4.1073259760096805,2.7489309041512024,2.559184132480106,1.8114807647838456,2.2204619768223237,2.014191010417425,4.399117274121734,1.4023226061643626,3.3630907156967025,4.2065110758734034,4.816842258691919,2.5128948079426903,5.075660637153506,4.292704060673281,4.421527470304959,5.751771199890562,3.380179432660893,5.153611791351935,3.53449738364087,2.4194083142817373,4.25501308482916,3.529851405058219,3.7162731165390888,3.6622780330413782,1.6366379157538664,1.6272508094366862,5.317594972237999,3.466522768533159,2.7847011438668643,2.393354012595451,2.1622099503335828,2.593918654495481,2.823703983457241,2.652177123096601,2.4318110063123517,2.9080297870369987,3.60583665402427,2.371579726373856,1.8943390917966745,4.305990675356268,2.096103075193848,2.0843784951164896,3.293366105988703,1.4695777424481866,0.8272676167964085,2.2654051905369648,1.9525097933111395,1.5882129534290972,1.7237130579672015,3.368210771853225,3.784966054925351,3.84859691280088,2.56478233785475,2.884492477938684,2.5363609775418583,2.043885480300724,2.302238920814313,2.651539315635409,0.898648965526167,1.2405938184473109
8,2.579860797953958,2.262757687739584,3.744143660152981,3.180899738711404,2.576563205487467,2.214374929033723,0.776943914028154,2.7406580576964035,2.4575853150885147,1.4294994459210597,1.2056610800625784,1.1247469244048665,1.361888924827337,1.4849316465113716,1.234918831909898,1.1496756386258369,1.0904530190851347,0.9603134570542172,3.140840127143564,2.052626540095886,2.101927274416013,2.660927912457029,1.7307601956192116,2.707122130565629,3.4055886423660167,1.9887450671014304,1.9366293289359744,1.5800738839683963,3.2665508889702277,1.4938376074746686,1.571986811383025,1.403276600714394,1.643726755326324,1.928747692449072,1.826407253494522,1.732892352115993,0.8133437838722719,1.1649751987788046,2.401030133620313,1.875901408717226,1.819202912366798,2.7672224503275795,2.4977937847340623,2.433038186169009,1.2473845026909525,1.4834405935671529,3.134600181536029,1.8510349004685749,1.6195563304792746,1.3866835001974909,2.3190171309915213,1.39201401059589,3.3154792011608785,1.67039649515322,2.5111791388840694,1.954658021855714,2.40325680961403,3.446559214474875,1.5000586708678605,2.940695304784083,2.737718209363176,1.5965064128446012,1.5984276341378545,2.6168479932373496,2.0318226709096896,1.7587767291222465,1.795284690096148,2.72341029907073,1.7672745954276905,3.305575999589775,4.222293304638933,3.33876518198918,3.271056316587722,2.560848247469135,2.0109158126155293,6.1856660194014585,2.0520420459390816,3.01312725647362,2.073686933619673,3.40759639912479,2.0139550425524013,5.591374231129628,4.327838048633993,1.648383665774444,3.012087441063009,1.5315918249609042,3.105653959051547,4.107869782456473,3.1245695102834863,3.892929977716898,2.786197177965536,1.7989140719390948,2.533952322992627,2.3521053369130205,1.7082015671717836,2.872859519785344,3.615230034649336,0.8603041087026851,2.075805478933902,3.942211844387093,2.2381242766293727,1.8361289379177776,1.6168870205118804,2.0742131113107285,1.3277657737622817,1.89425284123865,4.147713437356733,1.083429879577127,1.9712066587626125,3.223272952532595,5.921366428007336,1.9241253085045955,3.117017584123489,4.304216537214529,4.183356700133722,2.2447634390815847,4.198738659567319,2.671789510245269,2.042057838373355,2.537189433577789
9,2.6758961914963133,3.1056576072606785,2.928480705644619,2.685849790051765,2.820992152382323,1.3587587342924057,0.8215329988601481,2.9772396591145296,2.4039780448445724,3.127234490010515,1.2088284191443956,0.9646873535590867,1.796333558583778,1.060961212091399,1.0677509732339772,1.039694160952332,1.5952852814740328,1.2216381931965092,2.482658062077252,2.8795712190832323,2.02160197061072,2.7851262666783123,2.381869783192164,2.241606868089779,3.490261764612637,1.760070712491652,1.9099398184365504,4.596696567774589,3.540782591065757,0.977144971358873,2.0987683410003357,1.1874746730521275,1.5274686898228396,1.4800272388762514,2.504477744850081,1.764843868165336,0.8571106008355716,1.4304268990146085,2.653501881026853,1.5235249179885857,2.978732417026285,3.3558982103040247,3.29696638051917,3.0365978221212093,1.6455263360792023,2.0340009747719727,2.486669095932284,2.319177452150711,2.980339090293699,2.274623380661949,1.357856025932885,2.821881621847068,2.0024508109670647,2.1306371498820296,3.042871686587987,2.300884388618303,0.9298738506880904,3.952254237417367,2.7188809190056573,2.9219112167356154,0.9000302767281319,0.927985352150041,1.2160131167889476,1.695022372778522,1.64811115935736,1.843433599805992,2.656301651213075,3.0690588930047777,1.6075977010256073,2.4315815747308758,3.209889588458824,2.522211483987069,1.633445297727578,3.534151394422311,3.695601594214175,4.007277104085759,2.038938016075136,1.4488068287177354,2.2539144885418323,2.5398980649407816,2.9774318999866187,3.191132155226486,5.301229083996692,2.7366505111137864,2.472234915271947,2.397648595901023,4.322161377121139,2.6022787391996705,2.475878794497112,3.0577007714909312,2.0601200571905864,2.5631746867835785,4.175729083178863,2.318565477812806,1.7369482337812985,1.8949534205863865,1.953984905917584,1.3127840315777908,1.2276466550504253,2.220950236647455,2.327133908387624,3.2783434044309807,3.4153521147140107,1.883731556138108,2.5869695819422485,1.67683535890718,2.6670162503998363,1.916615809591109,1.7092206641060024,5.5365392398542985,5.125744178018535,3.4216472853886484,1.642461269031613,3.921651254647597,3.632740190675926,1.6195373314151549,1.3216210918058078,3.147573432678497,2.5644345568610887,2.042599346502705
