Distance_(microns),Gray_Value
0.00000,158.956
0.04000,174.662
0.08000,193.532
0.12000,198.122
0.16000,184.852
0.20000,166.490
0.24000,161.684
0.28000,174.480
0.32000,186.712
0.36000,180.957
0.40000,165.504
0.44000,161.923
0.48000,174.017
0.52000,187.333
0.56000,192.604
0.60000,188.318
0.64000,170.360
0.68000,147.279
0.72000,152.620
0.76000,202.914
0.80000,253.203
0.84000,241.454
0.88000,174.944
0.92000,125.058
0.96000,133.072
1.00000,165.780
1.04000,173.268
1.08000,151.525
1.12000,130.886
1.16000,128.434
1.20000,133.841
1.24000,133.665
1.28000,129.808
1.32000,129.310
1.36000,130.198
1.40000,128.520
1.44000,129.726
1.48000,139.786
1.52000,150.545
1.56000,147.111
1.60000,129.534
1.64000,116.274
1.68000,120.745
1.72000,132.820
1.76000,135.097
1.80000,129.892
1.84000,131.406
1.88000,138.460
1.92000,139.432
1.96000,136.282
2.00000,137.331
2.04000,137.314
2.08000,129.995
2.12000,124.909
2.16000,129.002
2.20000,131.433
2.24000,125.643
2.28000,124.623
2.32000,137.059
2.36000,147.624
2.40000,138.497
2.44000,119.557
2.48000,117.592
2.52000,134.166
2.56000,138.773
2.60000,120.663
2.64000,115.250
2.68000,143.810
2.72000,165.625
2.76000,142.794
2.80000,111.809
2.84000,127.481
2.88000,175.489
2.92000,204.048
2.96000,202.497
3.00000,191.452
3.04000,175.243
3.08000,152.531
3.12000,139.961
3.16000,152.481
3.20000,183.519
3.24000,211.866
3.28000,211.185
3.32000,171.597
3.36000,127.319
3.40000,126.845
3.44000,165.919
3.48000,196.758
3.52000,201.346
3.56000,198.583
3.60000,191.186
3.64000,168.274
3.68000,145.447
3.72000,147.544
