Distance_(microns),Gray_Value
0.000000,81.239
0.040000,22.474
0.080000,0.000
0.120000,60.900
0.160000,362.944
0.200000,533.306
0.240000,200.337
0.280000,5.576
0.320000,68.457
0.360000,7.202E-11
0.400000,0.340
0.440000,78.578
0.480000,68.793
