,intensity,area,perimeter,label,frame,threshold,background,final_intensity,cells
9,46678.28515625,719.0,276.895947308188,0.0,3.0,39.75000381469727,9928.41799068451,36749.86716556549,2
10,20497.91796875,317.0,133.3068031861441,2.0,4.0,39.75000381469727,4382.313621520996,16115.604347229004,2
0,26613.5078125,523.0,208.7704200035677,0.0,0.0,31.78054618835449,6129.819002151489,20483.68881034851,3
1,19452.26171875,382.0,133.49737273617308,3.0,0.0,31.78054618835449,4477.229175567627,14975.032543182371,3
2,23194.94140625,435.0,144.77880134878083,0.0,1.0,31.78054618835449,4818.30153465271,18376.63987159729,3
3,36232.69921875,692.0,282.9885630653386,0.0,2.0,31.78054618835449,7461.332458496094,28771.366760253903,3
4,16159.73828125,306.0,138.11447694154327,0.0,3.0,31.78054618835449,3240.722436904907,12919.015844345093,3
5,16720.451171875,309.0,130.5300013497951,1.0,3.0,31.78054618835449,3272.494225502014,13447.956946372986,3
6,18537.87890625,333.0,134.28277089957052,0.0,4.0,31.78054618835449,3628.47149848938,14909.40740776062,3
7,42551.140625,836.0,295.4201806585846,1.0,4.0,31.78054618835449,9109.31583404541,33441.82479095459,3
0,42723.75,341.0,140.16169714341063,0.0,0.0,73.93888854980469,4946.393656730652,37777.35634326935,4
1,64472.84375,529.0,207.44600975571765,1.0,0.0,73.93888854980469,7673.437666893005,56799.406083107,4
2,45906.1015625,359.0,152.8233525327843,2.0,0.0,73.93888854980469,5207.493615150452,40698.60794734955,4
3,93066.5,741.0,282.9885630653386,3.0,0.0,73.93888854980469,10748.614954948423,82317.88504505157,4
4,84786.5234375,648.0,280.9182229001898,4.0,0.0,73.93888854980469,9399.598503112791,75386.9249343872,4
5,55900.02734375,441.0,182.5500780035913,7.0,0.0,73.93888854980469,6396.948981285095,49503.078362464905,4
6,41645.99609375,342.0,150.9830501637631,0.0,1.0,73.93888854980469,4541.119337081909,37104.87675666809,4
7,74106.0,592.0,251.2309656754814,1.0,1.0,73.93888854980469,7860.651016235352,66245.34898376465,4
8,39555.0,310.0,118.5584593488044,2.0,1.0,73.93888854980469,4116.219282150269,35438.78071784973,4
9,54437.2578125,442.0,211.54722183991672,3.0,1.0,73.93888854980469,5868.932008743286,48568.32580375672,4
10,65832.765625,515.0,204.78761265766468,4.0,1.0,73.93888854980469,6838.235259056091,58994.53036594391,4
11,59564.8359375,456.0,184.59729820545863,5.0,1.0,73.93888854980469,6054.825782775879,53510.01015472412,4
12,154640.6875,1195.0,396.3976778047845,6.0,1.0,73.93888854980469,15867.361426353456,138773.32607364657,4
13,66653.078125,519.0,194.403215266286,0.0,2.0,73.93888854980469,6674.893678665161,59978.18444633484,4
14,47780.5390625,385.0,155.96494518637408,1.0,2.0,73.93888854980469,4951.510725021362,42829.02833747864,4
15,40687.0546875,313.0,141.3118861240489,2.0,2.0,73.93888854980469,4025.513914108277,36661.54077339172,4
16,97555.1015625,762.0,322.6559586180861,3.0,2.0,73.93888854980469,9800.132915496826,87754.96864700317,4
17,127893.5859375,947.0,341.1407237223841,4.0,2.0,73.93888854980469,12179.430276870728,115714.15566062929,4
18,105274.0234375,830.0,332.8593630617886,0.0,3.0,73.93888854980469,10501.234760284424,94772.78867721558,4
19,94764.59375,731.0,337.9596628226956,1.0,3.0,73.93888854980469,9248.677843093872,85515.91590690613,4
20,186901.34375,1411.0,567.1109668284984,2.0,3.0,73.93888854980469,17852.09909248352,169049.24465751648,4
21,69156.578125,542.0,225.10590845051945,0.0,4.0,73.93888854980469,6721.677991867065,62434.900133132935,4
22,44239.5859375,358.0,164.56485673764735,1.0,4.0,73.93888854980469,4439.7799282073975,39799.8060092926,4
23,73579.46875,553.0,264.44798143212483,2.0,4.0,73.93888854980469,6858.095810890198,66721.3729391098,4
24,42959.16796875,319.0,186.4376005744799,3.0,4.0,73.93888854980469,3956.116751670837,39003.05121707916,4
25,64038.62890625,475.0,183.9303047803573,4.0,4.0,73.93888854980469,5890.769457817078,58147.85944843292,4
0,34270.359375,333.0,137.154857510934,0.0,0.0,67.14580535888672,5253.488671302795,29016.870703697205,5
1,31423.419921875,327.0,134.93341604185483,1.0,0.0,67.14580535888672,5158.831217765808,26264.588704109192,5
2,118496.1875,1084.0,409.4010040481175,2.0,0.0,67.14580535888672,17101.446605682373,101394.74089431764,5
3,62673.24609375,558.0,223.53511212372456,3.0,0.0,67.14580535888672,8803.14317893982,53870.10291481018,5
4,51499.1640625,443.0,171.9751110621837,5.0,0.0,67.14580535888672,6988.875319480896,44510.288743019104,5
5,35407.390625,303.0,138.59090081661574,6.0,0.0,67.14580535888672,4780.201403617859,30627.18922138214,5
6,131347.609375,1150.0,376.0957302947469,7.0,0.0,67.14580535888672,18142.67859458924,113204.93078041077,5
7,36692.03125,338.0,123.13609530807597,8.0,0.0,67.14580535888672,5332.369882583618,31359.661367416385,5
8,35867.7734375,314.0,125.22278375604196,0.0,1.0,67.14580535888672,4548.785188674927,31318.98824882508,5
9,157525.71875,1376.0,532.0770237639381,1.0,1.0,67.14580535888672,19933.529998779297,137592.1887512207,5
10,68513.03125,563.0,240.6396504512566,2.0,1.0,67.14580535888672,8155.942870140076,60357.08837985992,5
11,71792.7265625,605.0,228.0174633079816,3.0,1.0,67.14580535888672,8764.379105567932,63028.34745693207,5
12,51518.4921875,425.0,167.76226592015297,4.0,1.0,67.14580535888672,6156.795239448547,45361.69694805145,5
13,163112.5625,1332.0,450.258056827602,5.0,1.0,67.14580535888672,19296.120609283447,143816.44189071655,5
14,84315.8515625,765.0,324.4336727777271,0.0,2.0,67.14580535888672,10785.819611549376,73530.03195095062,5
15,147668.296875,1275.0,524.9526237644453,1.0,2.0,67.14580535888672,17976.366019248962,129691.93085575104,5
16,50310.1953125,414.0,184.59729820545869,2.0,2.0,67.14580535888672,5837.031789779663,44473.16352272034,5
17,282733.90625,2253.0,803.3077343415964,3.0,2.0,67.14580535888672,31765.296189308167,250968.61006069183,5
18,63024.8984375,556.0,223.76514991985223,0.0,3.0,67.14580535888672,7682.293575286865,55342.604862213135,5
19,49907.04296875,410.0,179.3526688210857,1.0,3.0,67.14580535888672,5665.000658035278,44242.04231071472,5
20,63970.359375,540.0,233.2457444095374,2.0,3.0,67.14580535888672,7461.220378875732,56509.13899612427,5
21,116494.875,903.0,333.1683373501136,3.0,3.0,67.14580535888672,12476.818522453308,104018.05647754668,5
22,131320.671875,1096.0,375.7704077236048,4.0,3.0,67.14580535888672,15143.513954162598,116177.1579208374,5
23,43072.4765625,370.0,142.55735987970166,5.0,3.0,67.14580535888672,5112.317667007446,37960.15889549256,5
24,40427.125,359.0,159.35292391890866,0.0,4.0,67.14580535888672,4909.093969345093,35518.03103065491,5
25,44077.41796875,394.0,169.60256828917417,1.0,4.0,67.14580535888672,5387.696445465088,38689.72152328491,5
26,51867.15625,428.0,208.3661609402282,2.0,4.0,67.14580535888672,5852.624565124512,46014.53168487549,5
27,115318.0625,893.0,300.6648100429576,3.0,4.0,67.14580535888672,12211.20031929016,103106.86218070984,5
28,122007.046875,1044.0,396.2071082547556,4.0,4.0,67.14580535888672,14276.028144836426,107731.01873016356,5
29,51394.6796875,438.0,180.28916828841344,5.0,4.0,67.14580535888672,5989.368129730225,45405.311557769775,5
0,44236.76953125,337.0,120.41511000064278,0.0,0.0,72.14807891845703,5296.295722961426,38940.473808288574,6
1,85005.4296875,665.0,217.2750467798265,3.0,0.0,72.14807891845703,10451.147346496582,74554.28234100342,6
2,165517.109375,1237.0,349.0274019219928,6.0,0.0,72.14807891845703,19440.70566558838,146076.40370941162,6
3,48360.9453125,372.0,153.10920685782776,0.0,1.0,72.14807891845703,5531.439514160156,42829.50579833984,6
4,113591.390625,898.0,300.82268302735224,1.0,1.0,72.14807891845703,13352.77603149414,100238.61459350586,6
5,160170.59375,1216.0,441.3655192708209,5.0,1.0,72.14807891845703,18081.2646484375,142089.3291015625,6
6,90235.3984375,730.0,287.9704580879496,2.0,2.0,72.14807891845703,10676.268796920776,79559.12964057922,6
7,112556.234375,896.0,326.0439373506207,5.0,2.0,72.14807891845703,13104.023071289062,99452.21130371094,6
8,108744.78125,866.0,345.36991714723194,4.0,3.0,72.14807891845703,12811.88864517212,95932.89260482788,6
9,56727.59765625,455.0,187.37410004180765,3.0,4.0,72.14807891845703,6519.534230232239,50208.06342601776,6
0,199118.90625,1821.0,549.7138024954584,0.0,0.0,64.93547821044922,30403.518642425537,168715.38760757446,7
1,62124.265625,557.0,175.5373110619301,1.0,0.0,64.93547821044922,9299.703395843506,52824.562229156494,7
2,48361.6484375,455.0,164.20006592040653,2.0,0.0,64.93547821044922,7596.705646514893,40764.94279098511,7
3,80058.3984375,753.0,303.3299788214749,3.0,0.0,64.93547821044922,12572.130443572998,67486.267993927,7
4,70133.140625,627.0,206.6047950634044,7.0,0.0,64.93547821044922,10468.427341461182,59664.71328353882,7
5,87164.109375,815.0,285.3611058383481,8.0,0.0,64.93547821044922,13607.28593826294,73556.82343673706,7
6,84445.515625,822.0,355.2711189830738,9.0,0.0,64.93547821044922,13724.158332824709,70721.3572921753,7
7,184372.609375,1712.0,578.1950542106127,0.0,1.0,64.93547821044922,26425.35256958008,157947.25680541992,7
8,38803.265625,368.0,168.72188535076225,4.0,1.0,64.93547821044922,5680.215972900391,33123.04965209961,7
9,55104.5546875,525.0,201.74130477908932,2.0,1.0,64.93547821044922,8103.568983078003,47000.985704422,7
10,222370.78125,2047.0,634.1421216813962,8.0,1.0,64.93547821044922,31596.201349258423,190774.5799007416,7
11,60633.3515625,565.0,173.54590738897855,0.0,2.0,64.93547821044922,8643.208003044128,51990.14355945587,7
12,80886.890625,761.0,305.9720276367107,2.0,2.0,64.93547821044922,11641.559805870056,69245.33081912994,7
13,41006.40625,401.0,162.1528457185392,3.0,2.0,64.93547821044922,6134.383025169373,34872.02322483063,7
14,60759.07421875,566.0,207.6202310229295,1.0,2.0,64.93547821044922,8658.505716323853,52100.56850242615,7
15,152328.53125,1386.0,434.5895618057517,4.0,2.0,64.93547821044922,21202.630605697632,131125.90064430237,7
16,61127.046875,560.0,188.3731877185156,5.0,2.0,64.93547821044922,8566.719436645508,52560.32743835449,7
17,57798.81640625,507.0,191.66588167603567,6.0,2.0,64.93547821044922,7755.940632820129,50042.87577342987,7
18,40736.265625,359.0,140.3917349395383,7.0,2.0,64.93547821044922,5491.87906742096,35244.38655757904,7
19,60822.5859375,540.0,198.1001682871456,0.0,3.0,64.93547821044922,8024.953937530518,52797.63199996948,7
20,74657.96875,682.0,264.4085131860262,1.0,3.0,64.93547821044922,10135.21960258484,64522.74914741516,7
21,41018.8671875,385.0,159.7571829822482,2.0,3.0,64.93547821044922,5721.494936943054,35297.372250556946,7
22,94375.3828125,870.0,336.10301217085726,3.0,3.0,64.93547821044922,12929.092454910278,81446.29035758972,7
23,72127.0,593.0,169.967359106415,4.0,3.0,64.93547821044922,8812.588305473328,63314.41169452667,7
24,48843.390625,445.0,155.3143000440898,5.0,3.0,64.93547821044922,6613.156485557556,42230.23413944245,7
25,43257.9765625,390.0,149.6817598791945,6.0,3.0,64.93547821044922,5795.800065994263,37462.17649650574,7
26,57247.0625,513.0,197.6400926948903,7.0,3.0,64.93547821044922,7623.706240653992,49623.35625934601,7
27,62096.96484375,611.0,226.6767047773144,0.0,4.0,64.93547821044922,9099.461961746216,52997.50288200378,7
28,72190.5859375,710.0,264.0831906148841,1.0,4.0,64.93547821044922,10573.842868804932,61616.74306869507,7
29,35983.35546875,346.0,146.0242751044336,2.0,4.0,64.93547821044922,5152.886806488037,30830.468662261963,7
30,122896.8359375,1145.0,385.4810400094176,3.0,4.0,64.93547821044922,17052.18321800232,105844.65271949768,7
31,47706.7421875,451.0,167.15108902396736,5.0,4.0,64.93547821044922,6716.624132156372,40990.11805534363,7
32,35618.8203125,344.0,141.40717089906337,6.0,4.0,64.93547821044922,5123.101333618164,30495.71897888184,7
0,48032.2578125,345.0,130.8158556748386,0.0,0.0,85.48208236694336,4835.83315372467,43196.42465877533,8
1,133734.15625,920.0,251.80944600603272,1.0,0.0,85.48208236694336,12895.55507659912,120838.60117340088,8
2,55607.2109375,416.0,158.6069940016099,0.0,1.0,85.48208236694336,5500.346893310547,50106.86404418945,8
3,77385.015625,581.0,221.9874357602112,1.0,1.0,85.48208236694336,7681.97486782074,69703.04075717926,8
4,45871.40625,338.0,162.62926959361164,0.0,2.0,85.48208236694336,4428.010618209839,41443.39563179016,8
5,79459.8125,606.0,220.18660163728867,1.0,2.0,85.48208236694336,7938.977617263794,71520.8348827362,8
6,44728.38671875,326.0,144.7788013487808,0.0,3.0,85.48208236694336,4239.8196849823,40488.5670337677,8
7,52779.9921875,388.0,127.618446492333,1.0,3.0,85.48208236694336,5046.165760040283,47733.82642745972,8
8,99941.40625,720.0,229.57191135195936,2.0,3.0,85.48208236694336,9364.018936157228,90577.38731384276,8
9,53607.02734375,363.0,151.6173470232302,0.0,4.0,85.48208236694336,4557.592852592468,49049.43449115753,8
10,74613.7890625,480.0,160.121973799489,2.0,4.0,85.48208236694336,6026.569061279297,68587.2200012207,8
0,68778.640625,524.0,209.59528641306383,0.0,0.0,78.54849243164062,11352.345542907717,57426.295082092285,9
1,139633.015625,1089.0,421.34942608582674,2.0,0.0,78.54849243164062,23592.947130203247,116040.06849479675,9
2,69354.6875,526.0,235.81562841304023,0.0,1.0,78.54849243164062,10860.619632720947,58494.06786727905,9
3,74201.328125,559.0,218.72743836832535,2.0,1.0,78.54849243164062,11541.989305496216,62659.33881950378,9
4,41414.8046875,309.0,158.13057012653746,0.0,2.0,78.54849243164062,6232.339067459106,35182.46562004089,9
5,38592.01171875,303.0,136.2578262897049,0.0,3.0,78.54849243164062,5896.616094589233,32695.395624160767,9
6,54655.3828125,419.0,175.9973866541854,1.0,3.0,78.54849243164062,8154.066480636597,46501.3163318634,9
7,68890.140625,526.0,242.74945886250413,0.0,4.0,78.54849243164062,10162.99704360962,58727.14358139038,9
8,55870.8359375,416.0,177.108107388725,1.0,4.0,78.54849243164062,8037.655456542969,47833.18048095703,9
9,126725.5390625,1001.0,338.78452923219174,2.0,4.0,78.54849243164062,19340.60844230652,107384.93062019348,9
0,68258.625,416.0,196.6246567353652,0.0,0.0,95.35027313232422,7059.2491455078125,61199.37585449219,10
1,141025.78125,854.0,328.7485743752368,3.0,0.0,95.35027313232422,14491.82396697998,126533.95728302002,10
2,90748.390625,550.0,226.66035649449725,6.0,0.0,95.35027313232422,9333.141899108889,81415.24872589111,10
3,439388.3125,2469.0,732.0011461372878,2.0,0.0,95.35027313232422,41897.322452545166,397490.9900474548,10
4,195231.0,1153.0,486.126442904011,0.0,1.0,95.35027313232422,18460.70682144165,176770.29317855835,10
5,158762.78125,941.0,420.57079960289366,3.0,1.0,95.35027313232422,15066.370441436768,143696.41080856323,10
6,97172.484375,585.0,186.8582079206365,6.0,1.0,95.35027313232422,9366.447086334229,87806.03728866577,10
7,256140.90625,1473.0,591.8721455595115,0.0,2.0,95.35027313232422,23402.68336200714,232738.2228879929,10
8,110285.8125,665.0,276.1731373541708,2.0,2.0,95.35027313232422,10565.366215705872,99720.44628429411,10
9,504606.65625,2862.0,828.4568238531319,1.0,2.0,95.35027313232422,45470.7941493988,459135.8621006012,10
10,132212.03125,787.0,252.47643943113417,4.0,2.0,95.35027313232422,12503.6740026474,119708.3572473526,10
11,324550.125,1887.0,724.4724870744554,0.0,3.0,95.35027313232422,29358.0244474411,295192.1005525589,10
12,521533.5625,2945.0,941.0179522198003,2.0,3.0,95.35027313232422,45818.43243122101,475715.130068779,10
13,92509.421875,538.0,204.55757486153703,4.0,3.0,95.35027313232422,8370.22636604309,84139.19550895691,10
14,390824.28125,2289.0,924.3966094478052,0.0,4.0,95.35027313232422,35600.00596904755,355224.27528095245,10
15,529045.625,3026.0,965.3816435679385,2.0,4.0,95.35027313232422,47062.305837631226,481983.3191623688,10
16,59431.08984375,351.0,139.41576722611185,5.0,4.0,95.35027313232422,5458.97863483429,53972.11120891571,10
0,27503.4140625,326.0,139.0346281260539,0.0,0.0,49.01145935058594,5403.779800415039,22099.63426208496,11
1,52258.2890625,653.0,218.21154624715427,1.0,0.0,49.01145935058594,10824.135612487791,41434.15345001221,11
2,64146.2109375,826.0,289.2880966553354,2.0,0.0,49.01145935058594,13691.78562927246,50454.42530822754,11
3,35792.41796875,436.0,161.01900502071803,3.0,0.0,49.01145935058594,7227.141082763672,28565.276885986328,11
4,47855.171875,603.0,222.0990688180428,4.0,0.0,49.01145935058594,9995.33502960205,37859.83684539795,11
5,78580.5546875,999.0,402.7530279236971,5.0,0.0,49.01145935058594,16559.43564605713,62021.11904144287,11
6,73615.375,900.0,293.46824523173177,6.0,0.0,49.01145935058594,14918.41049194336,58696.96450805664,11
7,65343.98828125,822.0,266.8831124145145,8.0,0.0,49.01145935058594,13625.481582641602,51718.5066986084,11
8,67286.25,848.0,285.44004233054545,11.0,0.0,49.01145935058594,14056.457885742188,53229.79211425781,11
9,71826.125,886.0,269.2720034703412,13.0,0.0,49.01145935058594,14686.346328735352,57139.77867126465,11
10,25008.2421875,317.0,140.47067143173564,0.0,1.0,49.01145935058594,5013.942264556885,19994.299922943115,11
11,40609.84375,510.0,178.81365673663305,1.0,1.0,49.01145935058594,8066.59481048584,32543.24893951416,11
12,49243.9140625,598.0,266.0745942878356,4.0,1.0,49.01145935058594,9458.477836608889,39785.43622589111,11
13,72541.796875,895.0,361.3637347402244,5.0,1.0,49.01145935058594,14156.08304977417,58385.71382522583,11
14,36876.04296875,464.0,174.96560241184318,6.0,1.0,49.01145935058594,7339.019592285156,29537.023376464844,11
15,83354.828125,1075.0,354.144049965717,11.0,1.0,49.01145935058594,17003.116512298584,66351.71161270142,11
16,124518.265625,1558.0,527.1577169507074,10.0,1.0,49.01145935058594,24642.65630340576,99875.60932159424,11
17,29446.912109375,348.0,178.43251763657508,0.0,2.0,49.01145935058594,5406.841049194336,24040.071060180664,11
18,65169.421875,810.0,337.5948720054548,3.0,2.0,49.01145935058594,12584.888648986816,52584.53322601318,11
19,27424.83984375,331.0,135.66299767633643,4.0,2.0,49.01145935058594,5142.713756561279,22282.12608718872,11
20,31358.8515625,389.0,196.6246567353652,2.0,2.0,49.01145935058594,6043.853931427002,25314.997631073,11
21,73710.3203125,936.0,359.68130535559783,5.0,2.0,49.01145935058594,14542.537994384766,59167.782318115234,11
22,36756.1171875,487.0,164.75542628767633,6.0,2.0,49.01145935058594,7566.47008895874,29189.64709854126,11
23,107939.3203125,1362.0,460.09667045406354,8.0,2.0,49.01145935058594,21161.257209777832,86778.06310272217,11
24,31968.142578125,396.0,182.14581894025184,0.0,3.0,49.01145935058594,6032.442775726318,25935.69980239868,11
25,52195.4609375,618.0,338.7219410228115,1.0,3.0,49.01145935058594,9414.26675605774,42781.19418144226,11
26,25369.1015625,321.0,153.79932024621073,2.0,3.0,49.01145935058594,4889.9346742630005,20479.166888237,11
27,43656.0546875,537.0,207.4691297189992,3.0,3.0,49.01145935058594,8180.358006477356,35475.696681022644,11
28,29621.9609375,371.0,185.92170845330875,4.0,3.0,49.01145935058594,5651.606741905212,23970.354195594788,11
29,32027.52734375,396.0,167.42059506619367,5.0,3.0,49.01145935058594,6032.442775726318,25995.08456802368,11
30,45073.234375,588.0,228.93761449249223,7.0,3.0,49.01145935058594,8957.263515472412,36115.97085952759,11
31,72257.703125,925.0,394.596843681862,0.0,4.0,49.01145935058594,13748.439884185793,58509.26324081421,11
32,48641.5390625,631.0,297.04679351429536,1.0,4.0,49.01145935058594,9378.665477752686,39262.873584747314,11
0,168461.34375,1185.0,390.8767706977209,0.0,0.0,86.45406341552734,18533.478384017944,149927.86536598206,12
1,167407.1875,1065.0,351.1766785793391,1.0,0.0,86.45406341552734,16656.670446395874,150750.51705360413,12
2,144606.5,936.0,331.36750322719104,4.0,0.0,86.45406341552734,14639.101913452148,129967.39808654784,12
3,83023.609375,547.0,178.35358114437776,0.0,1.0,86.45406341552734,7974.275586128235,75049.33378887177,12
4,209395.953125,1365.0,486.3401324173216,1.0,1.0,86.45406341552734,19899.24346446991,189496.7096605301,12
5,128858.9609375,887.0,335.5476518035874,3.0,1.0,86.45406341552734,12930.863701820374,115928.09723567964,12
6,164968.625,1068.0,363.1809171459641,4.0,1.0,86.45406341552734,15569.517963409424,149399.10703659058,12
7,223329.453125,1439.0,484.5229500115819,0.0,2.0,86.45406341552734,20161.0161151886,203168.4370098114,12
8,208079.578125,1329.0,423.6498040471032,2.0,2.0,86.45406341552734,18619.86825370789,189459.7098712921,12
9,246463.046875,1614.0,599.9003484606978,0.0,3.0,86.45406341552734,22180.31237411499,224282.734500885,12
10,249518.1875,1700.0,598.5759382128477,1.0,3.0,86.45406341552734,23362.162971496586,226156.02452850345,12
11,45058.3828125,309.0,145.0646556738243,0.0,4.0,86.45406341552734,4163.123273849487,40895.25953865051,12
12,161978.390625,1107.0,428.4805977657839,1.0,4.0,86.45406341552734,14914.490175247192,147063.9004497528,12
13,60676.359375,391.0,158.8206835149204,3.0,4.0,86.45406341552734,5267.900323867798,55408.4590511322,12
14,134817.203125,917.0,359.0633567789479,4.0,4.0,86.45406341552734,12354.640913009644,122462.56221199036,12
0,159205.71875,960.0,312.485250740018,0.0,0.0,99.29576110839844,16532.671508789062,142673.04724121094,13
1,108949.578125,623.0,284.4082580882032,1.0,0.0,99.29576110839844,10729.014947891235,98220.56317710876,13
2,183921.140625,991.0,388.1952536363864,3.0,0.0,99.29576110839844,17066.539026260376,166854.60159873962,13
3,155452.15625,925.0,334.0326720057084,0.0,1.0,99.29576110839844,14861.420488357544,140590.73576164246,13
4,148732.65625,856.0,394.9221662530041,1.0,1.0,99.29576110839844,13752.838851928713,134979.8173980713,13
5,154436.34375,866.0,346.6712074318005,3.0,1.0,99.29576110839844,13913.502857208252,140522.84089279175,13
6,151287.34375,878.0,301.43385992353785,0.0,2.0,99.29576110839844,13522.90948486328,137764.43426513672,13
7,64672.765625,350.0,191.1499895548646,1.0,2.0,99.29576110839844,5390.681457519531,59282.08416748047,13
8,96901.1875,547.0,279.2521417983804,2.0,2.0,99.29576110839844,8424.865020751953,88476.32247924805,13
9,62832.6640625,364.0,161.5580171051707,3.0,2.0,99.29576110839844,5606.3087158203125,57226.35534667969,13
10,109618.1875,614.0,286.18597224784423,1.0,3.0,99.29576110839844,9200.46890449524,100417.71859550476,13
11,60813.81640625,329.0,158.32113967656642,2.0,3.0,99.29576110839844,4929.89294719696,55883.92345905304,13
12,148405.6875,821.0,347.24968776235187,3.0,3.0,99.29576110839844,12302.255652427672,136103.43184757233,13
13,83986.359375,491.0,228.4775389002369,0.0,4.0,99.29576110839844,7268.514840126038,76717.84453487396,13
14,253477.921875,1408.0,659.4096159312277,1.0,4.0,99.29576110839844,20843.31750488281,232634.6043701172,13
0,122093.765625,906.0,362.0307281653258,0.0,0.0,86.12080383300781,30867.28493499756,91226.48069000244,14
1,57440.87109375,434.0,179.63852314612916,0.0,1.0,86.12080383300781,14229.982940673828,43210.88815307617,14
