,intensity,area,perimeter,label,frame,threshold,background,final_intensity,cells
0,112809.78125,731.0,306.43210322896607,0.0,0.0,91.1470947265625,15276.49568939209,97533.28556060792,1
1,50930.8359375,327.0,121.37472943125206,1.0,0.0,91.1470947265625,6833.671806335449,44097.16413116455,1
2,59177.82421875,376.0,158.32113967656645,2.0,0.0,91.1470947265625,7857.677673339844,51320.14654541016,1
3,227829.4375,1414.0,480.2638649429881,3.0,0.0,91.1470947265625,29549.88359069824,198279.55390930176,1
4,297293.40625,1753.0,556.5918164160066,4.0,0.0,91.1470947265625,36634.332344055176,260659.0739059448,1
5,139523.5,857.0,256.29179719028974,5.0,0.0,91.1470947265625,17909.653633117676,121613.84636688232,1
6,125910.84375,795.0,235.3950210668836,6.0,0.0,91.1470947265625,16613.97274017334,109296.87100982666,1
7,49253.046875,314.0,115.9164105335686,7.0,0.0,91.1470947265625,6561.996780395508,42691.05009460449,1
8,46982.53515625,305.0,108.75254228797708,8.0,0.0,91.1470947265625,6373.9140701293945,40608.621086120605,1
9,98632.4609375,659.0,298.482836819977,0.0,1.0,91.1470947265625,13467.799667358398,85164.6612701416,1
10,197045.03125,1293.0,479.938542371846,1.0,1.0,91.1470947265625,26424.68128967285,170620.34996032715,1
11,54646.5390625,348.0,128.2296233885186,2.0,1.0,91.1470947265625,7111.979187011719,47534.55987548828,1
12,242924.5,1540.0,451.9404862122285,3.0,1.0,91.1470947265625,31472.55157470703,211451.94842529297,1
13,283667.4375,1858.0,573.338335606762,4.0,1.0,91.1470947265625,37971.429107666016,245696.008392334,1
14,46555.1640625,308.0,133.11623363611514,5.0,1.0,91.1470947265625,6294.510314941406,40260.653747558594,1
15,83207.1953125,545.0,211.4914053110009,0.0,2.0,91.1470947265625,10852.111043930054,72355.08426856995,1
16,197527.0,1254.0,446.6496169012925,1.0,2.0,91.1470947265625,24969.81146621704,172557.18853378296,1
17,285770.09375,1715.0,520.8514116802462,2.0,2.0,91.1470947265625,34149.30356025696,251620.79018974304,1
18,337938.375,2182.0,667.8584261785707,3.0,2.0,91.1470947265625,43448.268436431885,294490.1065635681,1
19,99053.65625,632.0,246.0258045372072,4.0,2.0,91.1470947265625,12584.466384887695,86469.1898651123,1
20,65920.09375,443.0,181.899432861307,0.0,3.0,91.1470947265625,8953.02621459961,56967.06753540039,1
21,63303.203125,416.0,182.4547932285768,1.0,3.0,91.1470947265625,8407.3564453125,54895.8466796875,1
22,67995.3984375,453.0,183.52604571701767,2.0,3.0,91.1470947265625,9155.12612915039,58840.27230834961,1
23,96151.734375,654.0,266.2651638378645,3.0,3.0,91.1470947265625,13217.334411621094,82934.3999633789,1
24,221332.34375,1507.0,500.1846733529677,4.0,3.0,91.1470947265625,30456.45712280273,190875.88662719727,1
25,289379.9375,2005.0,653.110082341231,5.0,3.0,91.1470947265625,40521.03286743164,248858.9046325684,1
26,94179.875,635.0,251.6188764560037,6.0,3.0,91.1470947265625,12833.34457397461,81346.53042602539,1
27,57248.06640625,389.0,161.13740975901408,0.0,4.0,91.1470947265625,7935.67924118042,49312.38716506958,1
28,81647.71875,541.0,227.7710772290368,1.0,4.0,91.1470947265625,11036.510204315186,70611.20854568481,1
29,65228.0390625,435.0,184.40672865542967,2.0,4.0,91.1470947265625,8874.088611602783,56353.95045089722,1
30,224220.5625,1491.0,549.0073408242583,3.0,4.0,91.1470947265625,30416.70372390747,193803.85877609253,1
31,61524.02734375,396.0,177.89350555212243,4.0,4.0,91.1470947265625,8078.480667114258,53445.54667663574,1
32,78488.171875,504.0,181.15350294400827,5.0,4.0,91.1470947265625,10281.702667236328,68206.46920776367,1
33,149303.71875,963.0,298.5223050660757,6.0,4.0,91.1470947265625,19645.396167755127,129658.32258224487,1
0,25447.4921875,414.0,192.7766024105753,1.0,0.0,39.75000381469727,6105.757341384888,19341.734846115112,2
1,33877.93359375,581.0,217.8304071470963,5.0,0.0,39.75000381469727,8568.707766532898,25309.225827217106,2
2,28929.40234375,423.0,144.27925751042687,1.0,1.0,39.75000381469727,5944.881088256836,22984.521255493164,2
3,28929.70703125,452.0,171.40340241209674,5.0,1.0,39.75000381469727,6352.449768066406,22577.2572631836,2
4,22717.0546875,352.0,114.86150632794484,7.0,1.0,39.75000381469727,4947.04052734375,17770.01416015625,2
5,33852.984375,531.0,205.3593213077516,11.0,1.0,39.75000381469727,7462.723068237305,26390.26130676269,2
6,20331.45703125,309.0,142.74792942973065,0.0,2.0,39.75000381469727,4375.489459991455,15955.967571258543,2
7,39310.08984375,640.0,233.36414914783344,2.0,2.0,39.75000381469727,9062.50244140625,30247.58740234375,2
8,48085.7421875,767.0,256.0386394308805,4.0,2.0,39.75000381469727,10860.842769622805,37224.8994178772,2
