,intensity,area,perimeter,label,frame,threshold,background,final_intensity,cells
7,88188.1875,747.0,206.35840898445957,3.0,2.0,73.11516952514648,9268.887840270996,78919.299659729,7
8,38924.46875,305.0,133.3626197150599,0.0,3.0,73.11516952514648,3736.229348182678,35188.23940181732,7
9,50856.7734375,399.0,131.00642522486757,1.0,3.0,73.11516952514648,4887.7229833602905,45969.05045413971,7
10,63361.96875,505.0,144.12815620649656,2.0,3.0,73.11516952514648,6186.215806007385,57175.752943992615,7
11,134303.859375,1043.0,270.7148184564873,3.0,3.0,73.11516952514648,12776.679377555847,121527.17999744415,7
12,144662.125,1111.0,296.68200269705454,8.0,3.0,73.11516952514648,13609.674773216248,131052.45022678375,7
13,66264.1171875,536.0,141.04238008182256,10.0,3.0,73.11516952514648,6565.963706970215,59698.153480529785,7
14,186256.25,1512.0,392.50338355343166,9.0,3.0,73.11516952514648,18521.897621154785,167734.35237884521,7
15,96371.546875,777.0,232.94354180167682,5.0,3.0,73.11516952514648,9518.197388648987,86853.34948635101,7
16,183115.015625,1416.0,449.9817791049112,0.0,4.0,73.11516952514648,17640.814544677734,165474.20108032227,7
17,132731.3125,1068.0,306.91529878450285,1.0,4.0,73.11516952514648,13305.360122680664,119425.95237731934,7
18,377047.65625,3215.0,830.0208484994624,2.0,4.0,73.11516952514648,40053.12059402466,336994.53565597534,7
19,197612.125,1527.0,352.7243549428524,3.0,4.0,73.11516952514648,19023.675006866455,178588.44999313354,7
0,123760.046875,1278.0,356.993016613799,0.0,0.0,62.42938423156738,16227.911092758179,107532.13578224182,8
1,36359.4296875,423.0,150.46715804259193,1.0,0.0,62.42938423156738,5371.21000957489,30988.21967792511,8
2,179324.34375,1780.0,530.0692718081694,3.0,0.0,62.42938423156738,22602.254886627197,156722.0888633728,8
3,106455.4375,1092.0,274.19808196403636,6.0,0.0,62.42938423156738,13866.102436065674,92589.33506393433,8
4,409001.5625,4137.0,1089.5495231183565,0.0,1.0,62.42938423156738,50708.15575790405,358293.40674209595,8
5,305085.8125,3049.0,923.3512818445342,0.0,2.0,62.42938423156738,36607.63024044037,268478.18225955963,8
6,105362.375,1099.0,330.08933290590403,1.0,2.0,62.42938423156738,13195.075642585754,92167.29935741425,8
7,103443.3515625,1013.0,318.6173347432673,2.0,2.0,62.42938423156738,12162.52195262909,91280.82960987091,8
8,32052.017578125,364.0,127.84848428846064,3.0,2.0,62.42938423156738,4370.343524932861,27681.67405319214,8
9,157878.015625,1599.0,422.59489984147945,4.0,2.0,62.42938423156738,19198.294770240784,138679.72085475922,8
10,59190.4375,593.0,233.26886437281894,9.0,2.0,62.42938423156738,7119.817885398865,52070.619614601135,8
11,132554.65625,1275.0,396.3514378782215,0.0,3.0,62.42938423156738,15105.692410469055,117448.96383953094,8
12,170675.53125,1657.0,529.7766458026616,1.0,3.0,62.42938423156738,19631.47633266449,151044.0549173355,8
13,38367.7890625,385.0,137.5196483281748,2.0,3.0,62.42938423156738,4561.3267278671265,33806.46233463287,8
14,96279.515625,975.0,316.6817475992316,3.0,3.0,62.42938423156738,11551.411843299866,84728.10378170013,8
15,43430.70703125,456.0,159.98722077837581,4.0,3.0,62.42938423156738,5402.506462097168,38028.20056915283,8
16,51169.21875,466.0,152.45856171554348,7.0,3.0,62.42938423156738,5520.982481002808,45648.23626899719,8
17,48352.3671875,492.0,165.0412806127198,0.0,4.0,62.42938423156738,5811.083724975586,42541.283462524414,8
18,86929.078125,908.0,320.9667575529952,1.0,4.0,62.42938423156738,10724.520370483398,76204.5577545166,8
19,90214.4375,935.0,354.9852646580303,2.0,4.0,62.42938423156738,11043.421306610107,79171.01619338989,8
20,129333.8515625,1260.0,435.3191434402333,3.0,4.0,62.42938423156738,14882.043685913086,114451.80787658691,8
21,255883.875,2570.0,808.956622789309,4.0,4.0,62.42938423156738,30354.644660949707,225529.2303390503,8
22,46133.3359375,447.0,162.26447877637082,6.0,4.0,62.42938423156738,5279.582164764404,40853.753772735596,8
0,94733.90625,777.0,306.12312894064104,0.0,0.0,70.91337585449219,11820.118131637573,82913.78811836243,9
1,188142.59375,1456.0,514.2102072362902,2.0,0.0,70.91337585449219,22149.410552978516,165993.18319702148,9
2,51262.546875,392.0,154.81475620573582,7.0,0.0,70.91337585449219,5963.302841186523,45299.24403381348,9
3,151517.53125,1110.0,369.924178045399,9.0,0.0,70.91337585449219,16885.883045196533,134631.64820480347,9
4,139622.046875,1130.0,426.8472132296088,12.0,0.0,70.91337585449219,17190.13319015503,122431.91368484497,9
5,117623.40625,951.0,352.45484890062613,0.0,1.0,70.91337585449219,13911.361567497253,103712.04468250275,9
6,45203.046875,373.0,164.8343627798737,2.0,1.0,70.91337585449219,5456.296387672424,39746.750487327576,9
7,184424.65625,1426.0,520.2238865012434,3.0,1.0,70.91337585449219,20859.728281021118,163564.92796897888,9
8,96215.4453125,781.0,295.89660453365707,15.0,1.0,70.91337585449219,11424.577691078186,84790.86762142181,9
9,36850.9375,306.0,131.6801903304334,1.0,2.0,70.91337585449219,4385.086784362793,32465.850715637207,9
10,237126.625,1852.0,714.6665700136282,2.0,2.0,70.91337585449219,26539.80628967285,210586.81871032715,9
11,42181.8125,348.0,154.12464281735288,12.0,2.0,70.91337585449219,4986.961441040039,37194.85105895996,9
12,43612.44140625,352.0,164.9459958377053,0.0,3.0,70.91337585449219,4936.626647949219,38675.81475830078,9
13,91202.2265625,705.0,310.9933909054205,1.0,3.0,70.91337585449219,9887.27780342102,81314.94875907898,9
14,159941.03125,1283.0,509.5141665387227,8.0,3.0,70.91337585449219,17993.443151474,141947.588098526,9
15,72644.3359375,566.0,225.93077486001562,14.0,3.0,70.91337585449219,7937.871257781982,64706.46467971802,9
16,44661.5625,365.0,147.32556538900218,15.0,3.0,70.91337585449219,5118.945245742798,39542.6172542572,9
17,41101.0390625,333.0,160.35201159561663,0.0,4.0,70.91337585449219,4629.657674789429,36471.38138771057,9
18,109528.0234375,865.0,375.0013578430245,1.0,4.0,70.91337585449219,12025.9876537323,97502.0357837677,9
19,57864.3828125,460.0,224.20887722929035,6.0,4.0,70.91337585449219,6395.322914123535,51469.059898376465,9
20,49068.515625,391.0,183.52604571701772,11.0,4.0,70.91337585449219,5436.024477005005,43632.491147994995,9
0,96417.703125,868.0,335.44559534810855,0.0,0.0,66.43347930908203,10698.664386749268,85719.03873825073,10
1,69979.40625,635.0,235.72034363802578,1.0,0.0,66.43347930908203,7826.787886619568,62152.61836338043,10
2,41892.37890625,340.0,122.06484281963502,3.0,0.0,66.43347930908203,4190.721073150635,37701.657833099365,10
3,43416.734375,407.0,141.17713310293573,0.0,1.0,66.43347930908203,4668.366961479187,38748.36741352081,10
4,49479.5,413.0,154.21992759236736,1.0,1.0,66.43347930908203,4737.188096046448,44742.31190395355,10
5,87720.53125,735.0,271.2701788237571,2.0,1.0,66.43347930908203,8430.588984489441,79289.94226551056,10
6,48035.04296875,402.0,161.13740975901408,4.0,1.0,66.43347930908203,4611.01601600647,43424.02695274353,10
7,103001.2421875,910.0,366.0992436838906,0.0,2.0,66.43347930908203,10287.276039123535,92713.96614837646,10
8,94187.921875,814.0,316.83284890316185,2.0,2.0,66.43347930908203,9202.024940490723,84985.89693450928,10
9,39036.9921875,326.0,113.15595698003678,0.0,3.0,66.43347930908203,3639.3851985931396,35397.60698890686,10
0,116178.3828125,1169.0,425.2995368660954,0.0,0.0,57.25411796569824,13223.388293266296,102954.9945192337,11
1,239690.234375,2383.0,841.1280558448585,1.0,0.0,57.25411796569824,26955.80350971222,212734.43086528778,11
2,54338.8671875,542.0,281.97312710581355,5.0,0.0,57.25411796569824,6130.946496963501,48207.9206905365,11
3,48198.515625,509.0,208.6914835113704,7.0,0.0,57.25411796569824,5757.660086631775,42440.855538368225,11
4,30024.65625,306.0,130.76003914592278,0.0,1.0,57.25411796569824,3418.4872341156006,26606.1690158844,11
5,29949.900390625,310.0,120.81936906398228,1.0,1.0,57.25411796569824,3463.1733417510986,26486.7270488739,11
6,34889.0703125,378.0,160.6378659206601,2.0,1.0,57.25411796569824,4222.837171554565,30666.233140945435,11
7,212117.515625,2165.0,820.3660327425656,3.0,1.0,57.25411796569824,24186.355757713318,187931.15986728668,11
8,38324.734375,379.0,219.647589552836,4.0,1.0,57.25411796569824,4234.00869846344,34090.72567653656,11
9,69939.0859375,751.0,324.47314102382586,0.0,2.0,57.25411796569824,8095.48185634613,61843.60408115387,11
10,80896.265625,808.0,323.14873077597576,1.0,2.0,57.25411796569824,8709.919227600098,72186.3463973999,11
11,34618.9296875,353.0,146.34959767557575,2.0,2.0,57.25411796569824,3805.199860572815,30813.729826927185,11
12,46365.6484375,471.0,179.67799139222785,3.0,2.0,57.25411796569824,5077.193015098572,41288.45542240143,11
13,38409.0546875,411.0,144.54876355265316,5.0,2.0,57.25411796569824,4430.416834831238,33978.63785266876,11
14,67611.9609375,701.0,277.20492159651303,0.0,3.0,57.25411796569824,7500.69050693512,60111.27043056488,11
15,49865.078125,515.0,208.6520152652717,1.0,3.0,57.25411796569824,5510.493025779724,44354.585099220276,11
16,44440.890625,444.0,278.27617408495394,2.0,3.0,57.25411796569824,4750.79398727417,39690.09663772583,11
17,29612.60546875,309.0,134.28277089957055,4.0,3.0,57.25411796569824,3306.2958154678345,26306.309653282166,11
18,46072.9765625,474.0,213.25277118782478,0.0,4.0,57.25411796569824,4997.337352752686,41075.639209747314,11
19,51745.40625,536.0,232.8251370633808,1.0,4.0,57.25411796569824,5650.997512817383,46094.40873718262,11
20,54787.18359375,557.0,220.58408902016376,2.0,4.0,57.25411796569824,5872.39853477478,48914.78505897522,11
0,124413.078125,1100.0,352.1131780466668,0.0,0.0,66.33086395263672,13847.434997558594,110565.6431274414,12
1,86138.859375,739.0,228.5728236752514,1.0,0.0,66.33086395263672,9302.958602905273,76835.90077209473,12
2,155762.140625,1318.0,430.27466020824215,6.0,0.0,66.33086395263672,16591.744842529297,139170.3957824707,12
3,136494.8125,1260.0,464.4279203343903,0.0,1.0,66.33086395263672,14769.440174102783,121725.37232589722,12
4,75457.21875,669.0,226.12134441004457,1.0,1.0,66.33086395263672,7841.869425773621,67615.34932422638,12
5,99855.03125,920.0,342.8395013898278,3.0,1.0,66.33086395263672,10784.035682678223,89070.99556732178,12
6,132199.921875,1251.0,447.7834575991136,0.0,2.0,66.33086395263672,14562.718943595886,117637.20293140411,12
7,80899.3125,757.0,254.37255832907118,1.0,2.0,66.33086395263672,8812.132885932922,72087.17961406708,12
8,41854.59375,382.0,152.78388428668563,4.0,2.0,66.33086395263672,4446.809461593628,37407.78428840637,12
9,79056.59375,745.0,284.94049849219147,0.0,3.0,66.33086395263672,8479.779677391052,70576.81407260895,12
10,65938.171875,643.0,238.18817118604977,1.0,3.0,66.33086395263672,7318.789708137512,58619.38216686249,12
11,40859.8359375,405.0,165.38972314714346,2.0,3.0,66.33086395263672,4609.813113212585,36250.022824287415,12
12,35703.7109375,333.0,131.54543730932022,4.0,3.0,66.33086395263672,3790.2907819747925,31913.420155525208,12
13,51529.4609375,473.0,210.58760240930744,6.0,3.0,66.33086395263672,5383.806426048279,46145.65451145172,12
14,50068.1328125,495.0,244.01128090097404,0.0,4.0,66.33086395263672,5625.718789100647,44442.41402339935,12
15,78020.171875,785.0,299.90253184284165,1.0,4.0,66.33086395263672,8921.594443321228,69098.57743167877,12
