,index,label,x,y,threshold,length,frame,r,score,intensity,background,area,perimeter,diameter(nm),length(um),final_intensity,cells
41,0,254,487.6,730.5142857142857,107.42732238769531,11.361919333533308,3,4.300000000000001,0.7236842105263158,11276.255859375,1626.3926297470462,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,9649.863229627954,2
43,0,268,496.2,631.1,107.42732238769531,6.725669374845943,3,3.0,0.9032258064516129,6369.1171875,916.9321928007703,28.274333882308138,18.84955592153876,240.0,753.9822368615504,5452.18499469923,2
53,0,291,517.2222222222222,466.037037037037,107.42732238769531,6.895493050733814,3,2.9000000000000004,0.7931034482758621,5376.4189453125,972.0149954780936,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,4404.403949834406,2
66,0,361,574.7333333333333,584.4666666666667,107.42732238769531,10.230274470262414,3,4.2,0.746268656716418,11419.2431640625,2322.4466271208366,55.41769440932395,26.389378290154262,336.0,1055.5751316061705,9096.796536941663,2
68,0,373,590.9491525423729,616.6271186440678,107.42732238769531,9.914596084543586,3,4.300000000000001,0.7142857142857143,8638.078125,2894.5316937081516,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,5743.546431291848,2
71,0,389,607.0322580645161,573.6129032258065,107.42732238769531,7.556138258451315,3,3.2,0.7894736842105263,6587.833984375,1735.9659381501697,32.169908772759484,20.106192982974676,256.0,804.247719318987,4851.86804622483,2
85,0,467,708.3191489361702,535.3191489361702,107.42732238769531,9.793637212406818,3,3.7,0.7692307692307693,8300.7041015625,2111.20795911178,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,6189.49614245072,2
89,0,475,719.8059701492538,606.2537313432836,107.42732238769531,11.711354311534656,3,4.5,0.7215189873417721,11542.63671875,2033.5507725253701,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,9509.08594622463,2
12,0,102,359.2142857142857,234.45238095238096,107.42732238769531,9.17697493457852,4,3.7,0.74,8811.41796875,2832.2615337884054,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5979.156434961595,2
25,0,171,419.1190476190476,492.0,107.42732238769531,8.142040270407088,4,3.7,0.851063829787234,7377.09765625,1932.8024621726945,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5444.2951940773055,2
31,0,198,444.27777777777777,375.4166666666667,107.42732238769531,8.038306280540699,4,3.7,0.723404255319149,6077.15380859375,1806.2662671832368,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4270.887541410513,2
46,0,232,475.70588235294116,548.0882352941177,107.42732238769531,7.1542137598523095,4,3.7,0.7555555555555555,7386.0341796875,2275.63442631159,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5110.39975337591,2
49,0,247,486.35714285714283,730.8392857142857,107.42732238769531,10.777248042565743,4,4.2,0.7121212121212122,8467.0693359375,1870.3670636654715,55.41769440932395,26.389378290154262,336.0,1055.5751316061705,6596.7022722720285,2
52,0,264,496.1304347826087,482.8550724637681,107.42732238769531,10.872279611252072,4,4.5,0.7468354430379747,10924.9287109375,2857.051758277521,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,8067.876952659979,2
53,0,272,503.530303030303,504.2878787878788,107.42732238769531,10.961179221347605,4,4.5,0.7307692307692307,12636.9150390625,2446.7651316756383,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,10190.149907386862,2
54,0,273,502.7,616.1,107.42732238769531,7.308386677628961,4,3.2,0.7631578947368421,6049.9755859375,1551.0059880029876,32.169908772759484,20.106192982974676,256.0,804.247719318987,4498.969597934512,2
58,0,285,517.8333333333334,440.14285714285717,107.42732238769531,7.704873741021287,4,3.7,0.74,5933.841796875,1824.6327757177642,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,4109.209021157236,2
76,0,384,606.28125,563.09375,107.42732238769531,7.999796562759582,4,3.0,0.7428571428571429,5950.5634765625,1043.0577223335858,28.274333882308138,18.84955592153876,240.0,753.9822368615504,4907.505754228914,2
21,0,167,572.3846153846154,537.4230769230769,83.25709533691406,11.816028665790052,0,4.5,0.8375,13229.59765625,1199.1550544647034,63.61725123519331,28.274333882308138,360.0,1130.9733552923256,12030.442601785297,3
28,0,203,633.3589743589744,428.1794871794872,83.25709533691406,7.486542182213966,0,3.7,0.8666666666666667,6804.03125,1007.0711304128054,43.008403427644275,23.24778563656447,296.00000000000006,929.9114254625788,5796.960119587195,3
29,0,205,637.2586206896551,480.48275862068965,83.25709533691406,10.69524504950915,0,4.300000000000001,0.7246376811594203,8410.189453125,1333.3604954662733,58.08804816487529,27.017696820872224,344.00000000000006,1080.7078728348888,7076.828957658727,3
30,0,207,639.3461538461538,503.11538461538464,83.25709533691406,6.78927846358518,0,2.9000000000000004,0.8214285714285714,3468.3193359375,760.7273477129638,26.420794216690165,18.221237390820804,232.00000000000003,728.8494956328321,2707.591988224536,3
