,intensity,area,perimeter,label,frame,threshold,background,final_intensity,cells
0,389983.375,2395.0,763.3708327466227,2.0,0.0,87.02317810058594,39802.485485076904,350180.8895149231,1
1,190985.5,1193.0,348.3045919679756,3.0,0.0,87.02317810058594,19826.457279205322,171159.04272079468,1
2,151609.5,916.0,254.1425205329435,4.0,0.0,87.02317810058594,15222.996536254883,136386.50346374512,1
3,165314.625,973.0,264.0273740859682,5.0,0.0,87.02317810058594,16170.279071807861,149144.34592819214,1
4,110257.59375,741.0,265.6539869416789,0.0,0.0,87.02317810058594,12314.67296218872,97942.92078781128,1
5,134039.234375,842.0,314.880913476309,1.0,0.0,87.02317810058594,13993.191139221191,120046.04323577881,1
6,170795.65625,1138.0,506.697896456275,0.0,1.0,87.02317810058594,18010.809801101685,152784.84644889832,1
7,126555.640625,829.0,308.4071586191004,1.0,1.0,87.02317810058594,13120.35265827179,113435.28796672821,1
8,696445.75,4284.0,1337.987338674672,2.0,1.0,87.02317810058594,67801.67766952515,628644.0723304749,1
9,179342.0,1164.0,334.54856412687946,3.0,1.0,87.02317810058594,18422.30457687378,160919.69542312622,1
10,150838.453125,988.0,418.09620037440527,0.0,2.0,87.02317810058594,15032.706588745117,135805.74653625488,1
11,608903.0,3825.0,1292.2504473280553,1.0,2.0,87.02317810058594,58198.4845161438,550704.5154838562,1
12,179348.109375,1095.0,316.46805808592103,2.0,2.0,87.02317810058594,16660.742626190186,162687.3667488098,1
13,119727.828125,842.0,236.23623575919692,3.0,2.0,87.02317810058594,12811.274238586426,106916.55388641357,1
14,130506.046875,862.0,348.971585393077,0.0,3.0,87.02317810058594,12745.332454681396,117760.7144203186,1
15,141100.65625,911.0,368.82980559367655,1.0,3.0,87.02317810058594,13469.835111618042,127630.82113838196,1
16,318641.28125,2017.0,747.8833306724487,2.0,3.0,87.02317810058594,29822.895082473755,288818.38616752625,1
17,250232.40625,1649.0,491.5289452727787,3.0,3.0,87.02317810058594,24381.732271194458,225850.67397880554,1
18,109531.9765625,726.0,285.8606496767021,0.0,4.0,87.02317810058594,10680.760986328125,98851.21557617188,1
19,250835.59375,1611.0,617.1791080554417,1.0,4.0,87.02317810058594,23700.696899414062,227134.89685058594,1
20,310964.84375,1981.0,614.4513510675441,2.0,4.0,87.02317810058594,29144.059936523438,281820.78381347656,1
0,1219463.25,7029.0,2069.393656198591,0.0,0.0,90.80523681640625,124978.66815948486,1094484.5818405151,2
1,1013770.75,6037.0,1961.2917590528984,0.0,1.0,90.80523681640625,101848.08702278137,911922.6629772186,2
2,793133.5625,4883.0,1744.4767878653272,0.0,2.0,90.80523681640625,80596.90987586975,712536.6526241302,2
3,101392.75,627.0,325.3211273966035,0.0,3.0,90.80523681640625,10204.046854019165,91188.70314598083,2
4,104473.84375,663.0,279.88643865784746,1.0,3.0,90.80523681640625,10789.925142288208,93683.91860771179,2
5,314460.40625,1933.0,735.1128471471318,2.0,3.0,90.80523681640625,31458.409200668335,283001.99704933167,2
6,105091.296875,657.0,260.7346801284481,3.0,3.0,90.80523681640625,10692.278760910034,94399.01811408997,2
7,223993.40625,1402.0,641.148116942593,0.0,4.0,90.80523681640625,22309.06882095337,201684.33742904663,2
0,162351.171875,941.0,300.4578922101115,0.0,0.0,100.99695587158203,13138.453687667847,149212.71818733215,3
1,476316.75,2595.0,832.2586382513589,1.0,0.0,100.99695587158203,36231.97377204895,440084.77622795105,3
2,354841.125,1813.0,538.8135129829087,1.0,1.0,100.99695587158203,24303.178065299988,330537.9469347,3
3,148707.28125,857.0,342.8789696359264,2.0,1.0,100.99695587158203,11488.043906211853,137219.23734378815,3
4,408132.8125,2155.0,656.9118967394577,0.0,2.0,100.99695587158203,27280.05748271942,380852.7550172806,3
5,146035.1875,865.0,292.8339483722646,0.0,3.0,100.99695587158203,10910.975813865662,135124.21168613434,3
6,458438.875,2504.0,761.0473348220647,1.0,3.0,100.99695587158203,31585.067558288574,426853.8074417114,3
7,136325.921875,827.0,254.41202657516985,0.0,4.0,100.99695587158203,10418.579560279846,125907.34231472015,3
8,149247.609375,819.0,282.33791792305436,1.0,4.0,100.99695587158203,10317.79523563385,138929.81413936615,3
9,267086.96875,1522.0,503.5331838394037,2.0,4.0,100.99695587158203,19174.217763900757,247912.75098609924,3
0,141419.125,1025.0,308.46297514801626,0.0,0.0,75.40169525146484,21680.02038002014,119739.10461997986,4
1,123410.90625,930.0,326.89192372339835,1.0,0.0,75.40169525146484,19670.65263748169,103740.25361251831,4
2,361295.53125,2800.0,965.0563209967963,0.0,1.0,75.40169525146484,55720.31936645508,305575.2118835449,4
3,182303.75,1356.0,499.1692373934427,0.0,2.0,75.40169525146484,26116.67928314209,156187.0707168579,4
4,123020.3984375,960.0,377.0485780448918,0.0,3.0,75.40169525146484,18121.250610351562,104899.14782714844,4
0,427352.71875,3606.0,1290.2590436551036,0.0,0.0,68.388427734375,91755.08157348633,335597.6371765137,5
1,286989.53125,2414.0,961.9310766260237,0.0,1.0,68.388427734375,57163.84764480591,229825.6836051941,5
2,155458.328125,1302.0,563.8509694366126,0.0,2.0,68.388427734375,29591.26082611084,125867.06729888916,5
3,116458.0546875,965.0,443.47532768206844,1.0,2.0,68.388427734375,21932.07887649536,94525.97581100464,5
4,79782.4609375,668.0,314.880913476309,0.0,3.0,68.388427734375,14907.698287963867,64874.76264953613,5
5,72886.71875,615.0,300.36260743509695,0.0,4.0,68.388427734375,13402.28985786438,59484.42889213562,5
0,867939.8125,7243.0,2110.30933042888,0.0,0.0,70.7229118347168,161387.10007858276,706552.7124214172,6
1,68996.3125,640.0,239.05250584164455,1.0,0.0,70.7229118347168,14260.35400390625,54735.95849609375,6
2,71350.828125,640.0,262.40076123025756,11.0,0.0,70.7229118347168,14260.35400390625,57090.47412109375,6
3,236722.734375,1847.0,442.38095523034593,12.0,0.0,70.7229118347168,41154.49038314819,195568.2439918518,6
4,260341.8125,2211.0,739.3256922891624,0.0,1.0,70.7229118347168,46133.543478012085,214208.26902198792,6
5,232707.40625,2032.0,735.6355109487672,2.0,1.0,70.7229118347168,42398.62521362305,190308.78103637695,6
6,347831.9375,3003.0,940.1372692813884,1.0,1.0,70.7229118347168,62658.991888046265,285172.94561195374,6
7,210879.171875,1706.0,467.95065208803805,4.0,1.0,70.7229118347168,35596.48357009888,175282.68830490112,6
8,93285.734375,797.0,296.5077814298427,0.0,2.0,70.7229118347168,16119.034954071045,77166.69942092896,6
9,329532.375,2926.0,980.4321900131387,1.0,2.0,70.7229118347168,59177.285163879395,270355.0898361206,6
10,159997.984375,1408.0,515.3930927825627,2.0,2.0,70.7229118347168,28476.28759765625,131521.69677734375,6
11,203283.453125,1661.0,449.4100704548243,6.0,2.0,70.7229118347168,33593.12052536011,169690.3325996399,6
0,477487.125,2660.0,1008.5649991938694,0.0,0.0,88.7074966430664,49728.394775390625,427758.7302246094,7
1,326437.9375,1974.0,714.1044379658939,4.0,0.0,88.7074966430664,36903.70349121094,289534.23400878906,7
2,442981.375,2490.0,987.1128627031935,0.0,1.0,88.7074966430664,42943.352851867676,400038.0221481323,7
3,218712.390625,1447.0,561.0905158830807,2.0,1.0,88.7074966430664,24955.434368133545,193756.95625686646,7
4,433317.5625,2453.0,1019.0610296430796,0.0,2.0,88.7074966430664,41003.94933509827,392313.61316490173,7
5,115394.0234375,765.0,333.58894469627023,1.0,2.0,88.7074966430664,12787.615671157837,102606.40776634216,7
6,366156.625,2158.0,935.648146416667,0.0,3.0,88.7074966430664,35199.057456970215,330957.5675430298,7
7,152970.65625,975.0,527.2856982913561,0.0,4.0,88.7074966430664,15723.217678070068,137247.43857192993,7
0,627716.1875,4261.0,1350.8559118968917,0.0,0.0,83.38724517822266,152298.9238357544,475417.2636642456,8
1,234897.90625,1736.0,576.0294292704493,1.0,0.0,83.38724517822266,62049.03350830078,172848.87274169922,8
2,113506.953125,791.0,338.03859931489296,0.0,1.0,83.38724517822266,27480.448722839355,86026.50440216064,8
3,171751.5,1179.0,443.0479486554474,1.0,1.0,83.38724517822266,40960.11257171631,130791.38742828369,8
4,314245.9375,2252.0,776.6273167493648,2.0,1.0,83.38724517822266,78237.63656616211,236008.3009338379,8
5,109376.0546875,831.0,314.381369637955,3.0,1.0,83.38724517822266,28870.104789733887,80505.94989776611,8
6,200775.8125,1528.0,564.6690641656443,4.0,1.0,83.38724517822266,53084.861755371094,147690.9507446289,8
7,124668.40625,897.0,379.388424252267,0.0,2.0,83.38724517822266,30661.69469833374,94006.71155166626,8
8,315558.0,2291.0,863.5003435200449,1.0,2.0,83.38724517822266,78312.08757400513,237245.91242599487,8
9,88857.34375,626.0,233.95897776120188,2.0,2.0,83.38724517822266,21398.239555358887,67459.10419464111,8
10,150115.546875,1129.0,467.92753212475645,3.0,2.0,83.38724517822266,38592.032680511475,111523.51419448853,8
11,290085.84375,2070.0,811.1154760490081,0.0,3.0,83.38724517822266,67741.51279449463,222344.33095550537,8
12,86757.3203125,649.0,290.32665257814193,1.0,3.0,83.38724517822266,21238.764156341553,65518.55615615845,8
13,265261.375,1947.0,889.3000781738649,0.0,4.0,83.38724517822266,64214.69577026367,201046.67922973633,8
0,536041.875,2667.0,1017.7760876413283,4.0,0.0,103.28393173217773,84308.76013755798,451733.114862442,9
1,1026631.875,5461.0,2267.510172768554,5.0,0.0,103.28393173217773,172632.2231388092,853999.6518611908,9
2,111062.6875,603.0,219.30591869887672,0.0,1.0,103.28393173217773,18174.05389022827,92888.63360977173,9
3,494440.78125,2497.0,1025.9785118097266,1.0,1.0,103.28393173217773,75258.06395339966,419182.71729660034,9
4,768416.5625,4188.0,1756.1951721069088,2.0,1.0,103.28393173217773,126223.77726745605,642192.785232544,9
5,145848.34375,763.0,348.13037070076376,3.0,1.0,103.28393173217773,22996.356746673584,122851.98700332642,9
6,124534.5546875,708.0,305.4956037616383,0.0,2.0,103.28393173217773,21022.647262573242,103511.90742492676,9
7,421613.8125,2151.0,913.798522543116,1.0,2.0,103.28393173217773,63869.65291213989,357744.1595878601,9
8,151723.90625,874.0,411.54350902499937,2.0,2.0,103.28393173217773,25951.686027526855,125772.22022247314,9
9,111377.125,613.0,280.2281095118068,3.0,2.0,103.28393173217773,18201.811824798584,93175.31317520142,9
10,335529.34375,1784.0,900.3024241418934,4.0,2.0,103.28393173217773,52972.320220947266,282557.02352905273,9
11,126700.7578125,681.0,262.30547645524297,0.0,3.0,103.28393173217773,19968.495363235474,106732.26244926453,9
12,227854.8125,1173.0,544.7781473994105,1.0,3.0,103.28393173217773,34395.07351112366,193459.73898887634,9
13,145451.140625,794.0,337.51593551325743,2.0,3.0,103.28393173217773,23281.91676712036,122169.22385787964,9
14,131998.1875,694.0,306.98746359623584,3.0,3.0,103.28393173217773,20349.68543624878,111648.50206375122,9
15,169764.375,934.0,528.9027345447141,4.0,3.0,103.28393173217773,27387.040630340576,142377.33436965942,9
16,117795.9140625,638.0,236.73577959755085,0.0,4.0,103.28393173217773,18349.859741210938,99446.05432128906,9
17,153608.25,803.0,402.2602557658074,1.0,4.0,103.28393173217773,23095.513122558594,130512.7368774414,9
18,260970.65625,1401.0,558.0278597216883,3.0,4.0,103.28393173217773,40294.91143798828,220675.74481201172,9
0,696607.125,5252.0,1526.6627290010483,0.0,0.0,82.28134536743164,161865.79693603516,534741.3280639648,10
1,607258.25,4436.0,1387.0332722616258,0.0,1.0,82.28134536743164,126695.27127838135,480562.97872161865,10
2,198342.71875,1471.0,507.46017465639096,0.0,2.0,82.28134536743164,40853.51449584961,157489.2042541504,10
3,164288.609375,1205.0,429.2197560026183,1.0,2.0,82.28134536743164,33465.9992980957,130822.6100769043,10
4,96616.859375,728.0,300.5368287023088,2.0,2.0,82.28134536743164,20218.462646484375,76398.39672851562,10
5,265639.09375,1897.0,642.6399767771907,0.0,3.0,82.28134536743164,51258.50032997131,214380.5934200287,10
6,213715.1875,1554.0,577.1170300417075,0.0,4.0,82.28134536743164,40394.22762680054,173320.95987319946,10
0,82513.125,940.0,326.3692599217629,0.0,0.0,53.53204345703125,20536.38271331787,61976.74228668213,11
1,77707.125,893.0,378.3566400099248,1.0,0.0,53.53204345703125,19509.563577651978,58197.56142234802,11
2,302612.0625,3148.0,882.501000745514,2.0,0.0,53.53204345703125,68775.0348739624,233837.0276260376,11
3,92159.1015625,1046.0,404.1496029832802,0.0,1.0,53.53204345703125,20267.03406906128,71892.06749343872,11
4,126282.078125,1435.0,547.4038479318292,1.0,1.0,53.53204345703125,27804.200658798218,98477.87746620178,11
5,153973.0,1612.0,484.66727963504775,2.0,1.0,53.53204345703125,31233.708335876465,122739.29166412354,11
6,111795.765625,1173.0,371.80394866051887,3.0,1.0,53.53204345703125,22727.75426673889,89068.01135826111,11
7,256462.5,2785.0,1006.1761081380428,0.0,2.0,53.53204345703125,50989.67794418335,205472.82205581665,11
8,101613.59375,1069.0,360.0624444556558,1.0,2.0,53.53204345703125,19571.98051071167,82041.61323928833,11
9,79170.171875,893.0,398.2379801738058,0.0,3.0,53.53204345703125,15832.346250534058,63337.82562446594,11
10,76428.7734375,825.0,307.92396306356363,1.0,3.0,53.53204345703125,14626.74765586853,61802.02578163147,11
11,133509.328125,1496.0,572.5625140457175,2.0,3.0,53.53204345703125,26523.1690826416,106986.1590423584,11
12,97038.296875,1025.0,375.3035604508851,0.0,4.0,53.53204345703125,17496.29611968994,79542.00075531006,11
0,632326.5,4273.0,1143.8305094873308,2.0,0.0,71.27701568603516,100818.82403373718,531507.6759662628,12
1,557997.6875,3815.0,1044.328523892911,2.0,1.0,71.27701568603516,83431.84841156006,474565.83908843994,12
2,83006.78125,652.0,247.5340126546218,2.0,2.0,71.27701568603516,13753.869911193848,69252.91133880615,12
3,411026.40625,3027.0,902.2870561343806,3.0,2.0,71.27701568603516,63854.2396030426,347172.1666469574,12
4,96312.890625,695.0,225.85183836781823,4.0,2.0,71.27701568603516,14660.950288772583,81651.94033622742,12
5,74886.015625,626.0,250.0480801292088,5.0,2.0,71.27701568603516,13205.40270614624,61680.61291885376,12
6,141676.6875,1122.0,390.13084078042215,2.0,3.0,71.27701568603516,23276.973804473877,118399.71369552612,12
7,327835.71875,2364.0,711.2718196006292,3.0,3.0,71.27701568603516,49043.463523864746,278792.25522613525,12
8,95572.890625,690.0,214.01504938794068,4.0,3.0,71.27701568603516,14314.716510772705,81258.1741142273,12
9,122418.15625,959.0,383.7523706982281,2.0,4.0,71.27701568603516,19696.94447517395,102721.21177482605,12
10,298505.46875,2182.0,683.5759660488724,3.0,4.0,71.27701568603516,44816.19691848755,253689.27183151245,12
11,118626.8203125,868.0,272.3808995582966,4.0,4.0,71.27701568603516,17827.89134979248,100798.92896270752,12
0,1150761.875,7020.0,1956.1914592919914,0.0,0.0,97.56649017333984,233606.57821655273,917155.2967834473,13
1,586289.0625,3641.0,1225.094116056397,0.0,1.0,97.56649017333984,110635.9040145874,475653.1584854126,13
2,351096.75,2090.0,710.5095414005133,1.0,1.0,97.56649017333984,63507.014389038086,287589.7356109619,13
3,521507.90625,3277.0,1217.0890331184924,0.0,2.0,97.56649017333984,97015.80226325989,424492.1039867401,13
4,285775.5625,1735.0,653.7770757663324,1.0,2.0,97.56649017333984,51364.79002952576,234410.77247047424,13
5,112317.8125,715.0,314.953078288042,0.0,3.0,97.56649017333984,20563.97975921631,91753.83274078369,13
6,152905.375,954.0,363.37825837645744,1.0,3.0,97.56649017333984,27437.813552856445,125467.56144714355,13
7,101684.34375,638.0,300.6648100429576,2.0,3.0,97.56649017333984,18349.3973236084,83334.9464263916,13
0,1258259.875,6940.0,1922.347173454168,0.0,0.0,116.86611938476562,220667.21504211426,1037592.6599578857,14
1,532455.5,2851.0,878.0676944097085,0.0,1.0,116.86611938476562,83091.85251998901,449363.647480011,14
2,391690.375,2099.0,618.8451891572511,1.0,1.0,116.86611938476562,61174.95560836792,330515.4193916321,14
3,658421.375,3574.0,1235.4390452016771,0.0,2.0,116.86611938476562,98068.59183502197,560352.783164978,14
0,302770.75,2492.0,528.6659250681221,0.0,0.0,74.76325988769531,71429.77429962158,231340.97570037842,15
1,276249.6875,2353.0,621.6778075225159,1.0,0.0,74.76325988769531,67445.52926445007,208804.15823554993,15
2,152609.453125,1339.0,391.0278720016512,2.0,0.0,74.76325988769531,38380.60505104065,114228.84807395935,15
3,276014.59375,2322.0,455.09842714863544,0.0,1.0,74.76325988769531,61620.12903213501,214394.464717865,15
4,131216.0,1153.0,368.93186204915537,1.0,1.0,74.76325988769531,30597.76432991028,100618.23567008972,15
5,242792.65625,2028.0,418.34258645335007,0.0,2.0,74.76325988769531,51414.33805847168,191378.31819152832,15
6,136401.796875,1155.0,375.3498003774481,1.0,2.0,74.76325988769531,29281.834545135498,107119.9623298645,15
7,81820.7265625,711.0,252.43697118503547,2.0,2.0,74.76325988769531,18025.441005706787,63795.28555679321,15
8,253962.203125,2156.0,504.80177755833796,0.0,3.0,74.76325988769531,52907.23858642578,201054.96453857422,15
9,95749.609375,792.0,243.76489482202928,1.0,3.0,74.76325988769531,19435.312133789062,76314.29724121094,15
10,94869.3984375,785.0,331.94598355774235,2.0,3.0,74.76325988769531,19263.535385131836,75605.86305236816,15
11,200775.90625,1670.0,416.1211449842709,0.0,4.0,74.76325988769531,39743.5683631897,161032.3378868103,15
0,101298.4453125,988.0,252.01636383887885,1.0,0.0,63.597246170043945,23811.59938812256,77486.84592437744,16
1,168386.859375,1702.0,504.0558476410391,2.0,0.0,63.597246170043945,41019.57708358765,127367.28229141235,16
2,161600.78125,1561.0,430.2351919621434,0.0,1.0,63.597246170043945,32984.107332229614,128616.67391777039,16
3,108342.8046875,1072.0,364.35422608988387,1.0,1.0,63.597246170043945,22651.48178100586,85691.32290649414,16
4,309834.25,2994.0,904.4132128284454,0.0,2.0,63.597246170043945,59134.00124359131,250700.2487564087,16
5,123925.7734375,1338.0,440.3895515573944,0.0,3.0,63.597246170043945,25628.584476470947,98297.18896102905,16
6,78380.640625,756.0,291.87432894165534,1.0,3.0,63.597246170043945,14480.72486114502,63899.91576385498,16
7,58812.6015625,627.0,188.35006775523408,0.0,4.0,63.597246170043945,11817.478076934814,46995.123485565186,16
8,61927.4140625,629.0,203.7885249809567,1.0,4.0,63.597246170043945,11855.17338180542,50072.24068069458,16
