Distance_(microns),Gray_Value
0.000000,23.221
0.040000,2.094
0.080000,99.106
0.120000,461.476
0.160000,654.772
0.200000,411.626
0.240000,269.223
0.280000,495.414
0.320000,622.187
0.360000,405.329
0.400000,114.139
0.440000,9.905
0.480000,23.893
