Distance_(microns),Gray_Value
0.000000,203.441
0.040000,170.424
0.080000,73.598
0.120000,10.369
0.160000,181.120
0.200000,550.850
0.240000,675.810
0.280000,342.666
0.320000,45.972
0.360000,128.500
0.400000,579.662
0.440000,624.997
0.480000,253.154
0.520000,36.027
0.560000,60.290
0.600000,109.572
0.640000,124.190
0.680000,109.696
