1.0	1671.1
2.0	1554.6
3.0	1633.5
4.0	1659.3
5.0	1653.6
6.0	1546.4
7.0	1491.1
8.0	1667.5
9.0	1720.8
10.0	1603.1
11.0	1520.4
12.0	1535.6
13.0	1610.0
14.0	1432.7
15.0	1454.9
16.0	1507.8
17.0	1537.8
18.0	1499.9
19.0	1516.1
20.0	1662.7
21.0	1646.2
22.0	1520.9
23.0	1441.3
24.0	1644.6
25.0	1587.0
26.0	1490.7
27.0	1528.4
28.0	1568.1
29.0	1566.3
30.0	1433.4
31.0	1508.6
32.0	1526.4
33.0	1521.9
34.0	1454.1
35.0	1445.5
36.0	1414.3
37.0	1367.8
38.0	1372.3
39.0	1294.1
40.0	1410.2
41.0	1289.3
42.0	1259.8
43.0	1239.5
44.0	1212.9
45.0	1206.5
46.0	1227.6
47.0	1260.5
48.0	1319.6
49.0	1291.5
50.0	1262.0
51.0	1165.2
52.0	1175.5
53.0	1189.7
54.0	1176.3
55.0	1140.9
56.0	1170.8
57.0	1244.3
58.0	1174.0
59.0	1170.9
60.0	1177.4
61.0	1225.2
62.0	1191.5
63.0	1121.5
64.0	1164.6
65.0	1162.5
66.0	1111.9
67.0	1100.7
68.0	1250.8
69.0	1168.9
70.0	1239.3
71.0	1171.0
72.0	1282.3
73.0	1245.6
74.0	1237.7
75.0	1236.2
76.0	1176.2
77.0	1302.6
78.0	1392.6
79.0	1340.8
80.0	1384.4
81.0	1357.3
82.0	1234.1
83.0	1189.8
84.0	1225.0
85.0	1386.1
86.0	1216.7
87.0	1219.1
88.0	1283.6
89.0	1297.2
90.0	1190.2
91.0	1198.5
92.0	1252.1
93.0	1187.3
94.0	1146.1
95.0	1147.6
96.0	1168.6
97.0	1095.8
98.0	1105.5
99.0	1080.9
100.0	1148.1
