LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID571784,571784,0,33.50931167602539,31.019771087611655,25.37514621562565,0.0,1.7713489383459091,38,0.75,1,,607.8108108108108,592.0,520.0,791.0,22489.0,57.379263500674874,17127.72972972973,17188.0,15157.0,19511.0,633726.0,928.7754078668634,,,0.06052650969394065,1.2091148312195148,-0.00355499865812738,-0.13158464029884956
ID571593,571593,0,26.385021209716797,30.881188818279888,25.097774133275447,0.0,1.3052044808864594,28,0.75,1,,597.5945945945946,588.0,490.0,755.0,22111.0,61.58889666321513,17708.18918918919,17658.0,15338.0,20009.0,655203.0,1049.9373747947973,,,0.05205117459643548,0.9601252715471068,-0.0087529151411496,-0.2978595630953794
ID571147,571147,0,23.142122268676758,31.007704285670222,25.1144879150708,0.0,0.23307222872972488,5,0.75,1,,600.5945945945946,602.0,504.0,806.0,22222.0,58.273998136895145,17480.45945945946,17424.0,15338.0,20009.0,646777.0,1096.7002425101955,,,0.04256112915311264,0.8414885515784694,-0.010341035113403315,-0.33309901571064376
ID571723,571723,0,35.087310791015625,30.975305199957198,25.076287162402426,0.0,1.817963384091854,39,0.75,1,,611.3783783783783,620.0,500.0,765.0,22621.0,65.08684427207464,17480.45945945946,17424.0,15338.0,20009.0,646777.0,1096.7002425101955,,,0.062304352763664986,1.101834289893294,-0.010341035113403315,-0.33309901571064376
ID571340,571340,0,20.147205352783203,30.769236867769212,25.351139930789458,0.0,0.7458311319351196,16,0.75,1,,589.0540540540541,593.0,499.0,756.0,21795.0,55.804194359457505,17239.62162162162,17418.0,15157.0,19511.0,637866.0,992.7374709288384,,,0.03540516688501412,0.7218959747959521,-0.006818344633462399,-0.2384369567855968
ID571200,571200,0,23.994943618774414,30.911723045397093,25.1500923900785,0.0,0.27968667447566986,6,0.75,1,,606.2972972972973,598.0,490.0,815.0,22433.0,64.59655342752208,17708.18918918919,17658.0,15338.0,20009.0,655203.0,1049.9373747947973,,,0.04401680964831929,0.7914388254720467,-0.0087529151411496,-0.2978595630953794
ID571264,571264,0,22.376895904541016,30.895915697708087,25.358063134475724,0.0,0.5593733489513397,12,0.75,1,,595.5405405405405,592.0,489.0,734.0,22035.0,62.525814488717195,17239.62162162162,17418.0,15157.0,19511.0,637866.0,992.7374709288384,,,0.03609331458849172,0.6636053277634782,-0.006818344633462399,-0.2384369567855968
