,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
11,0.5969838,1.0,0.907836,0.49126256,0.19872421,0.17880294,0.22838192,0.14440271,0.0,0.0,0.039828293,0.46828032,0.7987605,0.87683946,0.8622198,0.8539716
12,0.9723238,0.9460501,0.85375345,0.7404828,0.5634236,0.28587604,0.027847722,0.0,0.0,0.18018824,0.62238413,1.0,0.877002,0.34173316,0.0092169875,0.15917952
13,0.8804654,0.79074794,0.34439966,0.30656293,0.75264096,1.0,0.8050036,0.62023693,0.588901,0.35950854,0.0,0.04612182,0.5399404,0.9265472,0.9249932,0.7549974
14,0.8219791,1.0,0.9088719,0.6312439,0.40700334,0.4481548,0.65997005,0.7265065,0.5806683,0.51295453,0.6700598,0.7803019,0.58715063,0.24365032,0.040227227,0.0
15,0.5855561,1.0,0.8705489,0.40491176,0.039957847,0.0,0.0,0.20212965,0.3835701,0.16535273,0.0,0.0,0.0011127455,0.49500722,0.4971206,0.25742972
16,0.9358844,1.0,0.7906517,0.5084757,0.34871113,0.327109,0.38118768,0.42218626,0.29397702,0.0,0.0,0.0,0.0,0.4186815,0.64382964,0.46469098
17,0.5672422,0.8582826,0.977387,0.9494864,0.9625206,0.94723815,0.692089,0.2684913,0.0,0.03667658,0.228153,0.4166094,0.6250513,0.87838197,1.0,0.7612571
18,0.07350518,0.0,0.04422873,0.5652636,1.0,0.932743,0.4673265,0.10818089,0.17809336,0.5229487,0.79056907,0.7988384,0.6069511,0.4343618,0.5125129,0.8121073
19,0.79143536,1.0,0.9257748,0.6074835,0.15698859,0.0,0.0,0.4909469,0.9648571,0.8223784,0.3019992,0.06771368,0.26005906,0.4375741,0.43525136,0.626567
20,0.13264602,0.0,0.0,0.0,0.30512333,0.3592838,0.076154314,0.0,0.36376703,0.9379533,1.0,0.52706224,0.16931134,0.27868533,0.53079486,0.64584374
21,0.0,0.55895764,0.9144242,0.7591795,0.4616726,0.39973354,0.5428569,0.67620724,0.6881082,0.613667,0.5816653,0.70101565,0.9208179,1.0,0.7015959,0.14968102
22,0.5545953,0.67044675,0.9288815,0.9601875,0.7949192,0.6646677,0.42598316,0.0,0.0,0.0,0.017245248,1.0,0.9451405,0.05082533,0.0,0.0
23,0.0,0.2600696,0.7284779,0.80095404,0.6142086,0.47854194,0.42846036,0.33385625,0.20209473,0.12043427,0.029860886,0.0,0.0,0.28464463,0.76057875,1.0
24,1.0,0.07635403,0.0,0.0,0.1225218,0.5148023,0.42813274,0.41078046,0.6428309,0.6853743,0.32192367,0.0,0.018700525,0.3831397,0.64288354,0.6422278
25,0.0,0.0,0.0,0.0,0.75745416,1.0,0.43710217,0.0,0.12393936,0.4780415,0.4629405,0.2729709,0.32715604,0.5347365,0.5006972,0.21128845
26,0.1397398,0.0,0.0,0.0,0.46449947,1.0,0.69027555,0.0,0.0,0.0,0.17229393,0.66626,0.626463,0.24269302,0.013550831,0.31509644
27,1.0,0.47937706,0.03435165,0.2308908,0.68226624,0.7101692,0.3838866,0.2805193,0.5097297,0.55328095,0.081709735,0.0,0.0,0.17448138,0.6659678,0.6246286
28,0.612328,0.56870687,0.67206395,0.9797298,1.0,0.48333237,0.0,0.114155844,0.62274426,0.70592743,0.16308375,0.0,0.0,0.55223686,0.9911238,0.89434814
29,0.6416143,0.7343478,0.3538194,0.0011597757,0.2554179,0.8558065,1.0,0.46092644,0.0,0.0,0.23320834,0.5415631,0.34074506,0.0,0.02894615,0.6978908
30,0.008183331,0.4901501,0.58962864,0.29286203,0.07590866,0.13409647,0.17773695,0.02393798,0.0,0.0,0.052633543,0.386333,0.81040424,1.0,0.7439311,0.36683303
31,0.27842206,0.0,0.0,0.0,0.01903217,0.28060254,0.69816107,1.0,0.79233515,0.21816811,0.0,0.18429352,0.5097891,0.49562934,0.28510627,0.13089119
32,0.82702655,0.6186901,0.37832198,0.29249927,0.4379346,0.7917652,1.0,0.6937735,0.13936307,0.0,0.3770343,0.6538136,0.42348203,0.050945193,0.058495395,0.36027256
33,0.43134055,0.21642162,0.27106184,0.68011343,1.0,0.89671206,0.57710236,0.3501446,0.16138771,0.0,0.0,0.0,0.20295037,0.4813771,0.6183851,0.6120402
34,0.5171284,0.0,0.0,0.124450475,0.39947158,0.23713659,0.025315065,0.25453714,0.7031285,0.762032,0.4407438,0.3900548,0.7941406,1.0,0.6290848,0.23763219
35,1.0,0.46807796,0.21480545,0.37010303,0.39373204,0.048725486,0.0,0.0,0.18794622,0.1946018,0.17460498,0.22144954,0.2832654,0.39819777,0.5720581,0.648824
36,0.09448537,0.5683435,1.0,0.86214644,0.24999218,0.0,0.0,0.24746479,0.6146339,0.61433107,0.40690398,0.3475943,0.5065534,0.6144969,0.56206024,0.6575286
37,0.76868135,0.9172634,0.62938404,0.060474854,0.0,0.0,0.0,0.5813211,1.0,0.8131799,0.39449608,0.14872675,0.014580778,0.0,0.17119321,0.37432748
38,0.031300914,0.0,0.1893844,0.49115473,0.8016328,1.0,0.92661756,0.58504,0.24429715,0.13601024,0.18233015,0.21849133,0.27643606,0.41456896,0.5128208,0.4833592
39,0.3219937,0.40864936,0.40340403,0.21117364,0.0018472846,0.0,0.12982343,0.16407315,0.13238795,0.27987596,0.6364106,0.91129464,0.92430735,0.8874548,1.0,0.96522427
40,0.6995024,0.45958918,0.31675586,0.36051708,0.412516,0.3245762,0.294132,0.5878467,1.0,0.984884,0.45829228,0.0,0.041387267,0.38668916,0.6999705,0.8261108
41,0.8852322,0.40375793,0.0785337,0.12564711,0.2813627,0.21584627,0.011625206,0.06555401,0.5314263,1.0,0.9127683,0.29859182,0.0,0.0,0.20117426,0.43202782
42,0.3284839,0.58308667,0.7276492,0.56887025,0.17744213,0.0,0.0,0.30982733,0.6453033,0.86959565,1.0,0.97380275,0.6780842,0.26820537,0.14206578,0.40476733
43,0.6200879,0.38953692,0.6397447,0.8960672,0.5999601,0.0,0.0,0.3224499,0.91371286,1.0,0.59523165,0.13281654,0.0,0.03507932,0.3912595,0.9182235
44,0.0,0.01603584,0.10308101,0.14867352,0.14348873,0.19935675,0.29924607,0.23812775,0.015389232,0.029818762,0.5084085,1.0,0.9429095,0.4903993,0.2260417,0.30171767
45,0.89077336,0.5863331,0.30156764,0.11621002,0.0,0.07390787,0.45788234,0.9057648,1.0,0.7011639,0.34237182,0.12711512,0.029724468,0.09899684,0.37896398,0.64767754
46,0.8712994,0.50250316,0.37001392,0.08781696,0.0,0.0,0.13920942,0.6671492,0.7584377,0.63154185,0.6958102,0.9372354,1.0,0.6802461,0.1943358,0.0
47,0.0,0.0,0.3137297,0.7683369,1.0,0.8012212,0.16221984,0.0,0.0,0.0,0.12476967,0.20421317,0.0418037,0.0071528377,0.12510097,0.18389674
48,0.0,0.0,0.0,0.4881214,1.0,0.9460222,0.3832597,0.0,0.0,0.004676577,0.40609804,0.6520328,0.50564355,0.12996286,0.0,0.14747955
49,0.15587796,0.12670179,0.65416884,1.0,0.6617799,0.10320523,0.23915164,0.88608897,0.7797924,0.0,0.0,0.0,0.96538717,0.9348444,0.0,0.0
50,0.30714113,0.11374825,0.0,0.018227512,0.3720797,0.79425657,1.0,0.91031814,0.67407924,0.4735027,0.36373672,0.27428144,0.14057106,0.038287207,0.12270212,0.37912148
51,0.637385,0.32170492,0.47254062,0.80829614,1.0,0.9651248,0.89653945,0.9040541,0.7837398,0.36120328,0.0,0.0,0.030842831,0.6370435,0.99509573,0.88032323
52,0.38198683,0.5439099,0.66358286,0.76321715,0.6886249,0.3742048,0.0,0.0,0.0,0.48930717,0.8736544,0.7279404,0.29626158,0.20401789,0.6120976,1.0
53,0.0,0.06198934,0.16716954,0.33028963,0.56878984,0.656969,0.39977944,0.0,0.0,0.1622266,0.6083406,0.90378296,1.0,0.8589581,0.4519342,0.04018586
54,0.0,0.029207708,0.41288814,0.5037387,0.023618603,0.0,0.0,0.47098887,0.8283962,0.580112,0.35902748,0.5104121,0.64213926,0.5149784,0.52508324,1.0
55,0.71976644,0.2553557,0.53918463,1.0,0.8428965,0.25028855,0.0,0.26733547,0.53344357,0.51532423,0.47718114,0.61577284,0.7296241,0.5985722,0.29550612,0.0476253
56,0.19426802,0.17113017,0.19791868,0.533215,0.9500694,0.9157724,0.33776483,0.0,0.018974982,0.6397083,1.0,0.88601124,0.6679451,0.63216543,0.68953663,0.67622083
57,0.93249977,0.057911854,0.0,0.14039055,0.46846893,0.44177246,0.3035173,0.3950602,0.5545974,0.39812464,0.06832895,0.10791568,0.5885349,0.9852939,1.0,0.948107
58,0.82706356,1.0,0.760757,0.3544428,0.18556857,0.27213416,0.30279234,0.1382057,0.010513142,0.19745645,0.5923954,0.7383317,0.41397887,0.0,0.008458953,0.43974802
59,0.0,0.0,0.047309462,0.48718932,0.7725904,0.5967026,0.21016812,0.17198883,0.60256076,1.0,0.8847116,0.37130907,0.0,0.034049157,0.36525667,0.5993117
60,0.061816644,0.0,0.48942056,1.0,0.90094376,0.3619767,0.0,0.0,0.0,0.10218104,0.40679297,0.7600255,0.80050325,0.46985418,0.14751382,0.07472347
61,0.0,0.07297288,0.16594033,0.4248672,0.80947864,1.0,0.772553,0.3202231,0.062376104,0.18546394,0.47642332,0.61174357,0.51806104,0.36131504,0.24203794,0.09834202
62,0.18070298,0.0,0.06573584,0.5057529,0.9636857,1.0,0.58063686,0.12935759,0.0010233143,0.13649186,0.27170098,0.27030733,0.21630666,0.3061902,0.6161387,0.9104271
63,0.0044532754,0.10931098,0.23807502,0.19371541,0.03536064,0.0,0.12659259,0.21512389,0.19360685,0.18883376,0.1996961,0.12129288,0.08917353,0.33566564,0.7460728,1.0
64,0.81540304,0.96206367,0.80115944,0.5969511,0.4220032,0.19329159,0.0,0.07609232,0.4317108,0.7600872,0.7832548,0.5415186,0.32525033,0.40025315,0.7359812,1.0
65,0.5258341,0.0856213,0.0,0.0,0.3543374,0.77365935,0.5848161,0.25453395,0.33494985,0.53786707,0.28692234,0.0,0.0,0.22399814,0.8167978,1.0
66,0.0,0.26548818,0.61391,0.6034938,0.38560694,0.19892605,0.08101679,0.0,0.0,0.064553805,0.260986,0.39760908,0.47002664,0.598404,0.82329714,1.0
67,0.61787105,0.6360622,0.2879196,0.0,0.034926645,0.23689404,0.3636721,0.38223112,0.39544868,0.41847748,0.3423632,0.15661378,0.09322459,0.37635663,0.84215844,1.0
68,0.9843761,0.10901384,0.0,0.0,0.011780426,0.22805217,0.41870338,0.5839268,0.67298526,0.81549346,1.0,0.8513538,0.23140371,0.0,0.0,0.1625587
69,1.0,0.69804484,0.15245038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022822058,0.48188412,0.8527924,0.53701156,0.0,0.0
70,0.81992745,0.67753977,0.72584647,0.9193243,1.0,0.7335528,0.29090074,0.10439113,0.24334158,0.30155045,0.050725736,0.0,0.047854878,0.6069184,0.9935016,0.88528705
71,0.27684423,0.0,0.0,0.12286216,0.25006235,0.23742509,0.021845277,0.0,0.0,0.0,0.0,0.36633435,0.8015973,1.0,0.7788411,0.36050072
72,0.71279496,0.051392537,0.0,0.0,0.018478477,0.24432017,0.48085877,0.66259974,0.5271545,0.15535516,0.041079354,0.41713414,0.9026592,1.0,0.64699316,0.16778453
73,1.0,0.8655987,0.59431356,0.15435536,0.0,0.06360496,0.5603897,0.81779337,0.6653908,0.4392231,0.4476844,0.5796871,0.5731485,0.4594256,0.474143,0.6191504
74,0.21879205,0.5212456,0.8923212,1.0,0.70012385,0.25030002,0.06269484,0.18957853,0.30755624,0.2734784,0.3267828,0.59965134,0.80653673,0.65296847,0.27342665,0.0
75,0.12204687,0.44086504,0.731114,0.69444394,0.4897969,0.3916224,0.42436692,0.5342737,0.75967205,1.0,0.9561499,0.53977776,0.088072546,0.0,0.20239279,0.48555866
76,0.98713017,0.6779849,0.56334406,0.73585653,0.8552078,0.7168368,0.37266558,0.0,0.0,0.12241841,0.6702502,1.0,0.8806553,0.605907,0.5129327,0.49557084
77,0.21960603,0.55687755,0.9894491,1.0,0.6127716,0.4180282,0.6764507,0.89913714,0.6789794,0.355169,0.37125495,0.5666013,0.570268,0.359528,0.12327657,0.0
78,0.009665592,0.0,0.0109873535,0.274643,0.4181546,0.28945348,0.14097479,0.15334976,0.37746492,0.7579349,1.0,0.8563445,0.49288106,0.255713,0.27617744,0.4416813
79,0.6239099,0.053759784,0.0,0.45473552,0.71358955,0.09002985,0.0,0.0,0.0,0.48346204,0.47481367,0.0,0.0,0.0,0.4573051,1.0
80,0.50519985,0.33388224,0.27541578,0.23774567,0.20231558,0.41765147,0.84894824,1.0,0.6471084,0.22188891,0.1774478,0.38076866,0.3887817,0.09421724,0.0,0.0
81,1.0,0.86555135,0.72026914,0.59005487,0.6157177,0.81129694,0.87378657,0.5293827,0.0,0.0,0.0,0.113398194,0.3947723,0.5423049,0.5411555,0.49816102
82,0.14692006,0.3700857,0.75132185,1.0,0.9340513,0.64053684,0.39499614,0.3439425,0.3227447,0.14565074,0.0,0.0,0.0,0.0,0.0,0.0
83,0.19028239,0.0,0.0,0.42794228,1.0,0.93935806,0.61584276,0.5978784,0.7630938,0.5509547,0.0,0.0,0.025870245,0.44012973,0.3906377,0.11085224
84,0.0,0.0,0.01773414,0.22683586,0.6711428,1.0,0.7380255,0.06223612,0.0,0.02842273,0.5579067,0.73896456,0.510018,0.1043097,0.0,0.0
85,0.35245657,0.20297724,0.0,0.0,0.0,0.2515065,0.5161308,0.4487031,0.22401336,0.18599463,0.42701507,0.76666033,1.0,0.99876165,0.7488208,0.41286552
86,0.40491992,0.74650186,1.0,0.893758,0.6792781,0.7111762,0.8026592,0.48917836,0.0,0.0,0.0,0.19207866,0.22582765,0.20326865,0.40490863,0.55995214
87,0.14056505,0.7508093,1.0,0.9966791,0.80170745,0.38135812,0.0,0.0,0.04179045,0.2707121,0.43376195,0.48872215,0.34923208,0.1128178,0.07995999,0.32415912
88,0.0,1.0,0.85356694,0.037891753,0.0,0.033441093,0.5282262,0.8393757,0.7107572,0.15941666,0.0,0.27604136,0.89383686,0.73415554,0.10940827,0.14231858
89,0.12854628,0.2698775,0.2775549,0.16381043,0.029195441,0.019174425,0.3065484,0.78803414,1.0,0.6697483,0.14529945,0.0,0.331109,0.6926247,0.7294947,0.5760877
90,0.16253951,0.26000232,0.07510117,0.0,0.0,0.30489585,0.84668046,1.0,0.7425693,0.36749655,0.16397338,0.18426286,0.30775234,0.44173223,0.50370014,0.34306622
91,0.88083065,0.9178643,0.64459187,0.32391176,0.30989578,0.60812026,0.8417078,0.66592956,0.21463425,0.0,0.29370213,0.79966533,1.0,0.69936603,0.26043013,0.23748244
92,0.8873386,0.3653509,0.0,0.0,0.0,0.30712,0.30886504,0.0,0.0,0.2688511,0.8702863,1.0,0.6778996,0.41514644,0.5418253,0.92770755
93,0.4578387,0.3736585,0.19684108,0.040843744,0.18789467,0.5721877,0.6977909,0.366017,0.0,0.029648622,0.41250703,0.8219359,1.0,0.8687735,0.531962,0.2191
94,0.91060746,0.84767187,0.3929213,0.11466821,0.26867166,0.35377464,0.15149145,0.05096663,0.20995629,0.47391504,0.8058578,1.0,0.67342263,0.07472122,0.0,0.47064394
95,0.0,0.41437754,0.5550866,0.3975582,0.19789392,0.2947608,0.7186,1.0,0.79038954,0.42697558,0.37027204,0.48165745,0.39199027,0.19744202,0.2824983,0.6487201
96,0.7891947,0.90576017,0.51116925,0.19050916,0.31753027,0.43607935,0.20351578,0.0,0.24789527,0.76719743,0.9868133,0.63460827,0.16247155,0.21982454,0.73225814,1.0
97,0.7217403,0.3175798,0.44498664,0.9669666,1.0,0.3429717,0.0,0.42377806,0.86967087,0.5712272,0.24219485,0.5448748,0.83252317,0.51180184,0.011774906,0.0
98,0.0,0.16047949,0.50627786,0.13290045,0.0,0.0,0.41482028,0.34836453,0.07437545,0.097611405,0.4165056,0.81744313,1.0,0.7087784,0.27524257,0.34223348
99,1.0,0.97420365,0.5405708,0.009305878,0.0,0.35390264,0.6126666,0.2474584,0.0,0.0,0.34469312,0.7472964,0.566912,0.015589224,0.0,0.0
100,0.0,0.0,0.0,0.0,0.021634223,0.1296587,0.45059112,0.85610014,1.0,0.8678502,0.7031374,0.537461,0.3151692,0.19799346,0.33002752,0.55079097
101,0.0,0.07763322,0.60463125,1.0,0.7947482,0.26444578,0.023977935,0.1732844,0.28325805,0.17874639,0.1831506,0.44020334,0.5633158,0.28511497,0.0,0.0
102,0.56773657,0.42966315,0.46356037,0.49839425,0.5504177,0.61029047,0.5532416,0.46248886,0.5936285,0.8967518,1.0,0.7513065,0.37447307,0.061455794,0.0,0.0
103,0.3790955,0.55777746,0.61532986,0.63015044,0.5630617,0.45861247,0.38997114,0.2004292,0.0,0.0,0.0,0.6039377,1.0,0.74726593,0.35418972,0.3165656
104,0.0,0.6742133,1.0,0.6426976,0.23359653,0.38862538,0.7882336,0.7352933,0.28492633,0.11336666,0.3762651,0.52867055,0.29342377,0.025915487,0.100691184,0.46421412
105,0.93048984,0.7133827,1.0,0.96820366,0.50745755,0.29337332,0.5924989,0.8907679,0.72261745,0.2547064,0.0,0.0,0.11486302,0.48848104,0.6869329,0.66832894
106,0.19959113,0.36342207,0.3081458,0.15280515,0.08504712,0.15801162,0.19023055,0.06322158,0.058329925,0.4911937,1.0,0.8758886,0.23377334,0.0,0.29774207,0.5532157
107,0.54360706,0.8337015,0.59257776,0.08985108,0.0,0.0,0.15051234,0.19623496,0.24211802,0.36410564,0.43389004,0.4899522,0.68739545,0.93078685,1.0,0.9484739
108,0.2506545,0.5548096,0.96945304,1.0,0.5198907,0.0,0.0,0.13150783,0.6873003,0.7875474,0.37259778,0.12141863,0.3536899,0.54992324,0.35239714,0.14113323
109,0.0,0.0,0.12332149,0.17825155,0.0,0.0,0.0,0.03827398,0.40716946,0.6637369,0.7032381,0.40240124,0.17444406,0.5259124,1.0,0.77624893
110,0.42743412,0.7071256,0.7381324,0.46480376,0.23004562,0.34077352,0.50081146,0.19660445,0.0,0.0,0.39664102,1.0,0.8758934,0.33011064,0.040846,0.21090677
111,1.0,0.5639757,0.21366595,0.22660829,0.42350534,0.52151704,0.46500868,0.3765787,0.38044947,0.33600208,0.0,0.0,0.0,0.48593894,0.7785002,0.5748781
112,1.0,0.96273404,0.6270606,0.18507957,0.1100449,0.38383093,0.4703557,0.28825372,0.30760196,0.58596873,0.64752465,0.31949294,0.0,0.0,0.35806957,0.6455957
113,0.8520818,0.94425195,0.9017541,0.70810926,0.44045204,0.09868949,0.0,0.0,0.312503,0.5218856,0.57654494,0.74002504,0.97883266,1.0,0.69628406,0.29138625
114,0.66934973,0.06687255,0.0,0.21134216,0.36934483,0.3734208,0.31946874,0.39294997,0.7293307,1.0,0.6555872,0.0,0.0,0.08754274,0.7544072,0.65638953
115,0.0,0.0,0.398831,0.50786716,0.16385613,0.0,0.0,0.5769611,1.0,0.838295,0.44510102,0.37182444,0.61526674,0.70837146,0.4684967,0.29139468
116,0.4690613,1.0,0.84162945,0.26308855,0.0,0.28465614,0.7762399,0.97715133,0.8063051,0.60946774,0.5476424,0.37060603,0.040364116,0.0,0.32407284,0.7555616
117,0.31011784,0.045463547,0.0,0.38638812,0.918799,1.0,0.6004205,0.33896774,0.5312002,0.80089635,0.7761456,0.5923673,0.5627093,0.7297193,0.8708361,0.8008669
118,0.5285119,0.0,0.21282806,0.7732692,1.0,0.79647446,0.46145555,0.19176713,0.063753575,0.08032279,0.10907927,0.07781842,0.16586329,0.51802045,0.91680336,0.9693936
119,0.82446504,1.0,0.9621931,0.7549439,0.49430093,0.14793871,0.0,0.0,0.40070122,0.70194113,0.5600104,0.33252594,0.44387037,0.789539,0.876175,0.5062464
120,0.5454158,0.48591962,0.2387305,0.0,0.119189024,0.6140387,1.0,0.982271,0.6989638,0.40026924,0.16585071,0.0,0.0,0.0,0.0,0.21463677
121,0.41731367,0.29415727,0.254957,0.412678,0.45426354,0.1984347,0.0,0.0,0.0,0.0,0.42146575,0.8656276,1.0,0.9022571,0.76577,0.5369277
122,0.82191956,0.837167,0.40717483,0.10771326,0.32673046,0.8149664,1.0,0.6678459,0.16271073,0.0,0.0,0.19397219,0.35176802,0.3163364,0.19513133,0.279047
123,0.0,0.0,0.2298468,0.22973098,0.0,0.0,0.0,0.47507104,0.7712919,0.75306445,0.39263558,0.0,0.0,0.0,0.29936445,1.0
124,0.4516414,0.24613817,0.0,0.028290307,0.5039919,0.95038605,1.0,0.74608195,0.4715291,0.2711144,0.21275452,0.41798407,0.69097507,0.64712036,0.39114562,0.39671838
125,0.0,0.12507503,0.38717532,0.5799056,0.69483435,0.8449328,1.0,0.937876,0.62770915,0.34493592,0.2184872,0.051378347,0.0,0.0,0.010463897,0.3733282
126,0.0,0.014245717,0.0,0.07177086,0.4636784,0.6626739,0.31248906,0.0,0.08992521,0.66796374,0.8392116,0.3542918,0.0,0.0,0.45605788,1.0
127,0.0,0.43857312,0.86085653,0.6246151,0.16270997,0.11638263,0.34609333,0.33074036,0.055729236,0.0,0.0,0.0057130544,0.08650016,0.42887643,0.9050012,1.0
128,0.66307545,0.0,0.0,0.0,0.53975624,1.0,0.71620387,0.07741977,0.0,0.0,0.24589652,0.7593958,0.92026705,0.8745755,0.8576407,0.8526281
129,0.5803331,0.9461059,1.0,0.45300868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040492192,0.301875,0.48775578,0.533487,0.45963112
130,1.0,0.7591248,0.27420384,0.0,0.12913485,0.5474292,0.8976898,0.8414254,0.43637693,0.11032975,0.15086605,0.37205172,0.44652402,0.4291318,0.6214624,0.95486224
131,0.5975237,0.9425902,1.0,0.89220977,0.79426825,0.54094654,0.048085336,0.0,0.0,0.1970773,0.26410952,0.30900067,0.53682876,0.6063177,0.2817887,0.0
132,1.0,0.6401602,0.0513399,0.0,0.17164303,0.3062014,0.16651839,0.08896423,0.19092418,0.27469388,0.23924239,0.15370974,0.113028295,0.22191036,0.51725215,0.84300506
133,0.14647849,0.28005362,0.2926769,0.51164556,0.910427,1.0,0.6842534,0.41144422,0.40658078,0.46833917,0.47912133,0.5138887,0.51983184,0.3602981,0.11576442,0.0
134,0.13029243,0.5576831,0.7631023,0.26273766,0.0,0.0,0.58461165,0.9595796,0.5590365,0.0,0.0,0.4068082,1.0,0.92557615,0.34002855,0.26300105
135,0.6926625,0.9183986,0.528841,0.0,0.0,0.0,0.44567847,0.74070543,0.8645888,0.8924788,0.7496733,0.5548168,0.5963455,0.8576099,1.0,0.87978655
136,0.50398564,0.39893088,0.18308999,0.0,0.010564884,0.32944125,0.7740652,0.9432533,0.7116883,0.3805038,0.23510349,0.2528154,0.34471682,0.56169593,0.872055,1.0
137,0.22045892,0.4845137,0.43467328,0.15375708,0.0,0.07013697,0.12889677,0.05260662,0.060699433,0.35398656,0.7500951,0.94419056,0.9336696,0.9190227,0.9748239,1.0
138,0.47023058,0.30589908,0.40499946,0.64053935,0.80501366,0.8981128,0.9935906,1.0,0.78949356,0.4673899,0.24764346,0.09532605,0.0,0.0,0.010840921,0.6713666
139,0.35566902,0.67315084,0.59248376,0.52724034,0.6419072,0.7050634,0.6032284,0.45666948,0.27740607,0.063504666,0.09554683,0.54765695,1.0,0.904119,0.34820834,0.0
140,0.24646083,0.51920307,0.6786401,0.5929283,0.6330823,0.93106735,1.0,0.5129892,0.0,0.0,0.0,0.17355359,0.43840092,0.5783505,0.63396317,0.64888287
141,0.7219758,0.7391688,0.71658766,0.73501885,0.8473541,0.9903709,0.8624313,0.23312457,0.0,0.0,0.0,0.73094934,1.0,0.8414545,0.74789196,0.89739114
142,0.5378365,0.0,0.0,0.0,0.36091307,0.83185405,1.0,0.81798184,0.5394964,0.46591505,0.59469783,0.6914152,0.60651267,0.37586513,0.181399,0.26019266
143,0.0,0.0,0.16769299,0.28681704,0.32447055,0.54401904,0.8955092,1.0,0.6971432,0.31148824,0.22787929,0.392821,0.47478592,0.39104176,0.358485,0.4733976
144,0.25390297,0.57182586,0.86312944,1.0,0.9593205,0.7116909,0.3275502,0.04031953,0.0,0.06381512,0.056297157,0.12178588,0.47028127,0.85471463,0.79026204,0.32048726
145,0.743116,0.74540955,0.76817364,0.8719705,0.7151608,0.26055562,0.06337717,0.39245093,0.7376451,0.6177707,0.2170369,0.0,0.0,0.0,0.40530714,1.0
146,1.0,0.82787293,0.29191622,0.13783877,0.5642022,0.9149859,0.78702706,0.5639468,0.5181526,0.26896948,0.0,0.0,0.0,0.50707763,0.7093188,0.24949259
147,0.23998678,0.25460166,0.6396451,0.901158,0.9411511,1.0,0.95492625,0.5374158,0.038434878,0.0,0.3877845,0.70302343,0.719415,0.6285069,0.6017901,0.5643202
148,0.4725152,0.48624432,0.482642,0.46608627,0.6243334,0.94872504,1.0,0.49603313,0.0,0.0,0.1205728,0.506673,0.6792007,0.8267629,0.9540108,0.69397074
149,1.0,0.63333684,0.19271617,0.0,0.10793699,0.47744152,0.68018866,0.58509713,0.48564476,0.63410103,0.86842155,0.916676,0.8280838,0.83287597,0.92496616,0.85512644
150,0.9487389,1.0,0.6898548,0.6323453,0.8220993,0.6853926,0.19669698,0.018623305,0.36654285,0.6671212,0.633537,0.6429702,0.7267678,0.4327233,0.0,0.2532435
151,0.40496,0.7529944,0.8193023,0.52243036,0.39247644,0.6424736,0.9226427,0.9257018,0.7873823,0.80327535,0.9743971,1.0,0.6619458,0.113234356,0.0,0.41184375
152,0.35878572,0.19734393,0.23320167,0.309204,0.35032293,0.35765082,0.37534848,0.37174127,0.22553201,0.0,0.020709721,0.42829347,0.8850823,1.0,0.8241892,0.6582491
153,0.0,0.28641823,0.45832068,0.30611002,0.08682658,0.07120941,0.1361419,0.08813638,0.049057648,0.18172519,0.3675653,0.47673202,0.60853165,0.82876486,1.0,0.97758526
