Distance_(microns),Gray_Value
0.000000,119.695
0.040000,125.166
0.080000,39.450
0.120000,14.042
0.160000,348.864
0.200000,636.157
0.240000,557.732
0.280000,422.764
0.320000,475.367
0.360000,542.077
0.400000,431.115
0.440000,225.647
0.480000,95.289
0.520000,49.660
0.560000,49.537
0.600000,41.954
0.640000,81.198
