Distance_(microns),Gray_Value
0.000000,85.775
0.040000,100.453
0.080000,110.543
0.120000,36.789
0.160000,165.453
0.200000,586.705
0.240000,929.128
0.280000,827.653
0.320000,209.181
0.360000,241.873
0.400000,828.992
0.440000,938.733
0.480000,356.458
0.520000,22.382
0.560000,46.624
0.600000,40.308
0.640000,25.311
0.680000,48.900
0.720000,68.412
0.760000,47.456
0.800000,22.583
