,intensity,area,perimeter,label,frame,nor_intensity,nor_length,cells,length(um)
0,3963394,500,139.87584281836718,11,0,0.10941809220430387,0.14553032485367015,1,2.797516856
1,2003204,302,148.61050739075358,20,0,0.055302793508803405,0.15461808830942192,1,2.972210148
2,23507121,2639,580.9949760102431,15,0,0.6489650872549456,0.6044817024403184,1,11.61989952
3,27797509,3100,716.5232206654665,10,1,0.7674105584284497,0.745488677,1,14.33046441
4,30954642,3463,825.4268642573738,9,2,0.8545700660865958,0.8587947516735053,1,16.50853729
5,36222474,4490,961.1456784626262,4,3,1,1,1,19.22291357
6,7819007,1048,270.82645151431893,15,4,0.21586065601151375,0.2817746129260154,1,5.41652903
7,11035342,1564,491.4731287438629,9,4,0.30465456335202284,0.5113409338009874,1,9.829462575
8,1386422,210,87.95105093958546,6,4,0.038275188,0.091506473,1,1.759021019
0,3434911,357,154.39414885957922,7,0,0.22052036579209724,0.3147392580133378,2,3.087882977
1,6943504,661,205.8030486171898,13,0,0.4457710962405985,0.41953855957047403,2,4.116060972
2,2444091,239,94.84541314295066,15,0,0.15690998728909505,0.19334654311110352,2,1.896908263
3,4372784,430,150.56244281760644,8,1,0.2807315610826103,0.3069281568447788,2,3.011248856
4,7819183,764,270.58006543537414,9,1,0.5019894533964194,0.5515893552791606,2,5.411601309
5,2986756,303,147.74617273515878,11,1,0.1917489348782956,0.30118706650772914,2,2.954923455
6,13219839,1258,433.1698667828871,12,2,0.8487101214536951,0.8830358110849061,2,8.663397336
7,5022156,486,177.62399950989612,13,2,0.3224210694789402,0.36209433,2,3.55247999
8,4461195,435,232.15814363827934,11,3,0.28640752359227806,0.4732645790671907,2,4.643162873
9,15576389,1468,490.54620587888786,12,3,1,1,2,9.810924118
10,12721803,1236,429.79823633316965,6,4,0.8167363437058487,0.8761625942313038,2,8.595964727
11,6525869,649,297.1584266,7,4,0.41895904114875404,0.6057705125651164,2,5.943168532
0,8985452,867,269.21618694142535,4,0,0.26771305,0.27315918893328145,3,5.384323739
1,30804248,2921,851.8772440534779,8,0,0.9177834546045713,0.8643540334630632,3,17.03754488
2,9368676,866,232.3881814,8,1,0.27913084664007826,0.23579179201477318,3,4.647763628
3,9338317,847,270.97755281824925,4,1,0.27822632892880866,0.2749463521785311,3,5.419551056
4,21996044,2097,541.3997452692286,12,1,0.6553513414758301,0.5493292100545366,3,10.82799491
5,3922474,404,160.8284354706891,3,2,0.1168664055138308,0.16318396560657206,3,3.216568709
6,33563743,3272,985.5651863396799,6,2,1,1,3,19.71130373
7,5354678,554,217.29139506264363,4,3,0.15953757004991964,0.22047389464886502,3,4.345827901
8,28155846,2747,755.1915285415062,8,3,0.8388768201448807,0.7662522367964666,3,15.10383057
9,16861217,1677,551.4030035605493,4,4,0.5023640241793056,0.5594789783600428,3,11.02806007
10,7320411,751,236.61737485925482,9,4,0.21810472687745225,0.24008292717606552,3,4.732347497
11,6826057,708,250.31081449097076,10,4,0.2033759166848584,0.25397692406385375,3,5.00621629
12,11964791,1164,353.3028352734038,9,5,0.35647963935369187,0.35847738959362574,3,7.066056705
