,intensity,area,perimeter,label,frame,nor_intensity,nor_length,cells,length(um)
13,2983641,306,113.06067220502227,11,5,0.088894764,0.11471658472933859,3,2.261213444
14,3118860,319,113.06067220502229,13,5,0.092923486,0.1147165847293386,3,2.261213444
15,3265527,335,132.9420123689033,12,5,0.097293291,0.13488911155906452,3,2.658840247
16,18428498,1866,622.5748387,7,6,0.5490596802627168,0.6316932125575014,3,12.45149677
17,2347930,236,96.55096249085872,9,6,0.069954355,0.09796507,3,1.93101925
0,12378418,1376,394.1531163724239,0,0,0.9549238401052618,1,4,7.883062327
1,12962728,1312,321.9658452297032,2,0,1,0.8168547497300185,4,6.439316905
2,7803662,903,304.4406995560145,0,1,0.6020076946766144,0.7723919637067066,4,6.088813991
3,1952187,218,96.78100028698637,0,2,0.1506000125899425,0.24554163411850535,4,1.935620006
4,4329377,482,157.9958171054243,5,2,0.333986565,0.40084883397481147,4,3.159916342
5,2834624,311,106.07102522664259,0,3,0.21867495792552308,0.2691112180029528,4,2.121420505
6,2748142,316,141.21660134903442,3,3,0.21200336842676942,0.3582785356328451,4,2.824332027
7,2091056,245,109.17314963413371,0,4,0.16131295819830518,0.2769815716260357,4,2.183462993
8,8586364,970,348.1303707007637,0,5,0.662388658,0.8832363775397005,4,6.962607414
9,2175709,247,125.12749898102747,0,6,0.16784345085386349,0.3174591136881894,4,2.50254998
10,5178904,579,231.4680302498964,1,6,0.39952269306275656,0.587254091,4,4.629360605
11,1957055,219,91.97332653158719,5,6,0.15097555082541267,0.23334415665176234,4,1.839466531
0,11371973,1086,293.56353000674625,4,0,0.4534191461274257,0.44643739291367496,5,5.8712706
1,14044418,1431,389.9008029842945,7,0,0.5599738952437406,0.5929425156294337,5,7.79801606
2,23190477,2293,657.5693135622064,6,1,0.9246422128884499,1,5,13.15138627
3,3319520,355,124.15153126760106,13,1,0.13235468673315634,0.18880371803702828,5,2.483030625
4,7558740,727,214.8399157974368,8,2,0.3013793153219074,0.3267182810487291,5,4.296798316
5,15512440,1425,406.66367045786717,5,2,0.6185063312367101,0.6184346837215916,5,8.133273409
6,5722728,558,185.19212681882715,7,3,0.2281745167069523,0.28163133984400546,5,3.703842536
7,12341280,1036,253.28495755781313,10,3,0.4920670001344073,0.38518366403947507,5,5.065699151
8,7310296,745,227.04149559455516,11,3,0.2914734470666379,0.34527386073510397,5,4.540829912
9,15678905,1431,363.93361874372727,4,4,0.6251435628024289,0.5534528622879525,5,7.278672375
10,6262974,650,221.77374624690066,5,4,0.24971500752756515,0.33726291916741147,5,4.435474925
11,24165322,2231,580.3837991140576,4,5,0.9635108760049197,0.8826199567768501,5,11.60767598
12,2521370,280,109.17314963413371,5,5,0.1005311419989572,0.16602531076567015,5,2.183462993
13,25080487,2295,577.2422064604677,2,6,1,0.8778423727430528,5,11.54484413
0,15743794,1506,410.1305856825992,3,0,0.9449653706234609,0.917636657,6,8.202611714
1,2142582,226,99.46251734832086,7,0,0.1286008819552108,0.22253997899469422,6,1.989250347
2,16660710,1599,446.9422429068003,3,1,1,1,6,8.938844858
3,13162012,1128,261.38532527073244,2,2,0.7900030670961802,0.5848302088671409,6,5.227706505
4,3821539,379,124.28628428871423,4,2,0.2293743183813895,0.27808131,6,2.485725686
5,4073859,423,176.22742445031307,6,2,0.24451893106596298,0.39429574457803335,6,3.524548489
6,8273110,689,161.88333967631286,2,3,0.49656407199933256,0.36220192260965134,6,3.237666794
7,5292083,464,114.76622155293035,3,3,0.3176385040013301,0.25678087800902333,6,2.295324431
8,4242247,429,145.14359216602165,4,3,0.25462582326923644,0.3247479835918935,6,2.902871843
9,2565116,259,96.22563992,9,3,0.15396198601380134,0.21529770668775716,6,1.924512798
10,3263962,303,92.98876249,11,3,0.19590773742535583,0.208055434,6,1.85977525
11,8488552,729,186.9534927,3,4,0.5094952135893368,0.4182945238734928,6,3.739069854
12,6435143,585,155.44905306520297,4,4,0.38624662454361186,0.34780568525857236,6,3.108981061
13,2656903,277,123.13609530807594,7,4,0.15947117499794428,0.2755078475179022,6,2.462721906
14,2782841,275,116.85291000089637,12,4,0.16703015657796097,0.2614496880870207,6,2.3370582
15,7404293,674,180.21023179621614,3,5,0.444416414,0.40320697955103546,6,3.604204636
16,3133753,316,158.6069940016099,12,5,0.1880924042252701,0.35487134303991896,6,3.17213988
17,7384964,734,220.98834808350324,4,6,0.44325626,0.4944449793920808,6,4.419766962
0,10212169,1510,390.8604224149037,3,0,0.4604009443383027,0.48225321794770787,7,7.817208448
1,1442731,240,106.72167036892688,2,0,0.065043451,0.13167582596924265,7,2.134433407
2,1812410,290,113.10014045112095,3,1,0.081709897,0.13954573948905155,7,2.262002809
3,22181034,3133,810.4879508700051,2,1,1,1,7,16.20975902
4,18698728,2681,676.5305025415769,4,2,0.8430052449313229,0.8347200002361124,7,13.53061005
5,14910727,2198,637.0931447849568,2,3,0.6722286706742345,0.7860612167041837,7,12.7418629
6,2624792,428,222.36857486026918,1,3,0.11833497031743426,0.27436382567016726,7,4.447371497
0,27997899,3486,1022.6300013232906,6,0,1,1,8,20.45260003
1,6628956,828,295.78497147582544,5,1,0.236766194,0.2892394816239281,8,5.91569943
2,6293688,822,264.2179436359972,8,1,0.2247914388147482,0.2583710073967097,8,5.284358873
3,5588023,695,226.71617302341303,9,1,0.19958722617007799,0.2216991216080505,8,4.53432346
4,2768626,363,141.7719617163042,7,1,0.09888692,0.1386346591952615,8,2.835439234
5,2749166,353,121.23997641013891,6,2,0.098191868,0.11855703064965188,8,2.424799528
6,2125117,251,80.73136616507811,7,2,0.075902731,0.078944844,8,1.614627323
7,6927753,915,269.4462247,8,2,0.24743831671083605,0.263483591,8,5.388924494
8,5718088,660,159.85246775726267,9,2,0.20423275332195462,0.15631505779256666,8,3.197049355
9,2220722,292,117.21770081813717,11,3,0.079317452,0.11462376486750499,8,2.344354016
10,3861310,441,130.20467877865298,15,3,0.13791427706771855,0.1273233511731195,8,2.604093576
11,8837797,1043,268.47025702412657,19,3,0.3156592928633681,0.26252922041865007,8,5.36940514
12,9312778,1184,344.0291586165647,20,3,0.3326241729781224,0.3364160626730963,8,6.880583172
13,26449021,3242,872.0444385424024,15,4,0.9446787775039834,0.8527467778316407,8,17.44088877
14,11368776,1364,439.91312768232194,10,5,0.40605818315152864,0.43017819456995315,8,8.798262554
15,2945384,350,108.94311183800605,20,5,0.10520017948489635,0.10653228606341773,8,2.178862237
16,7506916,963,378.84941216781436,19,5,0.2681242617526408,0.37046577127365765,8,7.576988243
17,1762055,234,94.98016616406383,8,6,0.062935258,0.092878329,8,1.899603323
18,7598697,941,303.04412449643144,12,6,0.27140240058727266,0.2963379952713006,8,6.06088249
19,3091695,369,106.81695514394137,15,6,0.11042596446254771,0.10445317955244758,8,2.136339103
20,1545816,207,90.86260579704759,16,6,0.055211857,0.088851887,8,1.817252116
21,1659772,209,89.56131551247904,14,6,0.05928202,0.087579394,8,1.79122631
0,5138116,526,182.6848310247045,11,0,0.21999107724689396,0.2789083818710892,9,3.65369662
1,23356020,2270,579.6869140452102,12,0,1,0.88501896,9,11.59373828
2,5090181,519,208.11977486128345,9,1,0.21793871558596029,0.31774039101301377,9,4.162395497
3,20028722,1914,485.35739302343075,11,1,0.8575400260832111,0.7410042988135628,9,9.70714786
4,23030679,2034,654.9994295587036,13,2,0.9860703578777549,1,9,13.09998859
5,14080286,1395,479.3273654756603,8,3,0.6028546815767413,0.7317981418680016,9,9.58654731
6,8888258,760,265.31231608771964,15,4,0.38055533434206684,0.4050573238918238,9,5.306246322
7,7164978,622,232.95989008449394,16,4,0.30677221547164285,0.3556642640764547,9,4.659197802
0,14651116,1384,526.1749775568164,4,1,0.5785384507249147,0.5212394642256665,10,10.52349955
1,13475088,1259,440.5079562956905,1,2,0.5320998437867729,0.43637599832826657,10,8.810159126
2,7703208,709,348.2978202875112,4,2,0.304181744,0.3450307920011768,10,6.965956406
3,2778383,259,107.14227771508351,0,2,0.10971187425861897,0.10613728477063004,10,2.142845554
4,4096693,422,133.63212575728625,2,3,0.1617688660246498,0.13237865843885266,10,2.672642515
5,25324360,2374,1009.4688020955626,0,3,1,1,10,20.18937604
6,15893894,1459,687.9861524213965,0,4,0.6276128597129405,0.6815328527173913,10,13.75972305
7,3977326,357,179.7501562039608,2,4,0.15705534118137635,0.17806410245746707,10,3.595003124
8,3470982,301,196.97309926978886,3,4,0.13706099581588638,0.19512549457783257,10,3.939461985
0,92690647,2043,629.6039539682233,1,0,0.8233686158253968,0.7841975084866457,11,12.59207908
1,112574909,2542,655.2689356009299,0,1,1,0.8161642941538461,11,13.10537871
2,25125446,566,177.64711947317764,4,1,0.22318868585538898,0.22126676238714746,11,3.552942389
3,15180296,316,153.28342812503962,7,2,0.1348461760693051,0.19092078706039184,11,3.065668563
4,102754410,2218,802.8640070321583,0,2,0.9127647618173957,1,11,16.05728014
5,31599879,678,320.95040927017806,3,3,0.2807009064515433,0.3997568784489333,11,6.419008185
6,23345827,501,212.29315175721547,11,3,0.20738037638564735,0.26441981443653406,11,4.245863035
7,25885513,532,279.75168563673435,0,4,0.2299403413241933,0.3484421809751512,11,5.595033713
