LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,
ID31763,31763,124,20.433324813842773,5.936338979847986,28.761031381747852,0.0,2.0112806148827076,41,0.75,1,,571.081081081081,567.0,469.0,718.0,21130.0,52.43746454289802,27590.432432432433,27497.0,25037.0,29908.0,1020846.0,1195.0544278758125,0.030229398002240383,0.6391188758059873,0.014472125286791303,0.6587081135846423
ID31558,31558,124,16.934123992919922,6.786388950826247,31.248363331598753,0.0,2.0603362396359444,42,0.75,1,,588.8918918918919,594.0,495.0,702.0,21789.0,49.697296921676944,27691.297297297297,27724.0,24505.0,29590.0,1024578.0,1275.195864364566,0.0306768891883711,0.7053774672212201,0.003111137129104949,0.13469966139597056
ID31162,31162,124,19.922670364379883,5.767982687643202,28.978234918956353,0.0,1.6678912416100502,34,0.75,1,,572.3513513513514,570.0,480.0,702.0,21177.0,49.62762235792584,27094.405405405407,27100.0,24701.0,29430.0,1002493.0,1165.9788796319374,0.02730770235425383,0.6131318201951874,0.007024999816481784,0.32420895148642737
ID31791,31791,124,18.152063369750977,5.666420585882936,28.75954944228618,0.0,1.9622249901294708,40,0.75,1,,570.5675675675676,560.0,477.0,781.0,21111.0,65.14238274756329,26985.864864864863,27090.0,24365.0,29779.0,998477.0,1405.609222645749,0.02451722547350022,0.41920407315732905,0.011606760873230686,0.4405559313874448
ID31785,31785,125,13.155858039855957,31.78329394745955,23.45272514559315,0.0,1.9622249901294708,40,0.75,1,,556.1891891891892,562.0,478.0,693.0,20579.0,47.36022583340361,22743.0,21158.0,17169.0,32137.0,841491.0,4404.548822902674,0.021001892956370425,0.48313741074600974,-0.04862036655478684,-0.5277651358080254
ID31676,31676,125,12.907755851745605,31.8924838959506,24.021062073306297,0.0,1.8150581158697605,37,0.75,1,,556.8378378378378,552.0,487.0,636.0,20603.0,38.36267971864316,27451.864864864863,27876.0,18588.0,35947.0,1015719.0,5231.071130817825,0.017518824610169733,0.4998184808778639,0.012058578747320654,0.12505518292776138
ID31612,31612,125,13.48546314239502,31.6713696556416,23.614491468615732,0.0,1.913169365376234,39,0.75,1,,556.8108108108108,555.0,492.0,755.0,20602.0,51.437576967858085,22043.135135135137,20937.0,17157.0,31859.0,815596.0,3980.25858430051,0.01817438773025091,0.3864513002923885,-0.05548059293251983,-0.6506123144095531
ID31822,31822,125,14.0173978805542,31.802048744856215,25.886932055428478,0.0,1.716946866363287,35,0.75,1,,561.8648648648649,555.0,486.0,678.0,20789.0,44.271361549577996,26827.027027027027,26572.0,21690.0,32815.0,992600.0,2670.8274257499565,0.020662932200845405,0.5138644815340474,-0.026837416083199554,-0.5540028665388492
ID31519,31519,125,13.527579307556152,32.11651939155619,26.05717504734593,0.0,1.7660024911165237,36,0.75,1,,568.4324324324324,568.0,500.0,657.0,21032.0,35.02581630466031,25601.297297297297,25559.0,21394.0,29092.0,947248.0,2218.8342643136943,0.02655935481478945,0.8397577777305977,-0.03876915044094661,-0.9307342344624284
ID35072,35072,131,18.777015686035156,10.930046261472889,18.500516151296967,0.0,10.056403074413538,205,0.75,1,,567.1891891891892,565.0,467.0,675.0,20986.0,48.39297345565655,28940.08108108108,28512.0,20855.0,36646.0,1070783.0,4361.559566755263,0.029977522638992248,0.6822501265884309,-8.943791301649595E-4,-0.011879500645384155
ID32771,32771,131,42.88115692138672,10.949981558194361,18.677094358063496,0.0,4.071616854518652,83,0.75,1,,628.8648648648649,605.0,512.0,882.0,23268.0,86.52236774453252,28606.18918918919,28109.0,21660.0,36646.0,1058429.0,3805.4965060629943,0.06879069873237811,0.9356124368373957,-0.013403639089375106,-0.20424991798940897
ID33540,33540,131,30.228395462036133,11.54100220962619,18.721126256523416,0.0,5.739508096128702,117,0.75,1,,587.4324324324324,565.0,484.0,747.0,21735.0,63.69002212999238,30838.945945945947,30175.0,25681.0,36646.0,1141041.0,2916.5378347351234,0.049942206358484995,0.8774428653093352,0.0010975283783075575,0.02318468907336011
