,intensity,area,perimeter,label,frame,background,final_intensity,length(um),unit_length_intensity
7,50438.953125,222.0,82.72276983802965,7.0,3.0,6419.733169555664,44019.219955444336,1.654455396760593,26606.471254307322
8,83634.625,364.0,150.41134151367612,0.0,4.0,10933.387702941895,72701.2372970581,3.0082268302735224,24167.471869283127
9,80644.21875,344.0,144.50929530655452,2.0,4.0,10332.652114868164,70311.56663513184,2.8901859061310904,24327.696874438607
10,130287.1171875,558.0,187.96892865517611,6.0,4.0,16760.52290725708,113526.59428024292,3.7593785731035223,30198.234115731
11,57197.4765625,262.0,108.52250449184943,9.0,4.0,7869.636203765869,49327.84035873413,2.1704500898369887,22727.009752359194
0,193702.9375,856.0,260.3698893112073,8.0,0.0,31652.182403564453,162050.75509643555,5.2073977862241465,31119.3347904266
1,47755.03515625,211.0,93.86944542952423,9.0,0.0,7802.1150550842285,39952.92010116577,1.8773889085904847,21281.110119672445
2,156020.65625,713.0,249.46959979865755,9.0,1.0,26976.718811035156,129043.93743896484,4.989391995973151,25863.659849359177
3,60080.0,287.0,116.10698008359759,11.0,1.0,10858.791442871094,49221.208557128906,2.3221396016719518,21196.48987584097
0,53835.94921875,263.0,120.49404649284013,0.0,0.0,7093.037082672119,46742.91213607788,2.4098809298568025,19396.35753657563
1,86417.78125,425.0,134.74284649182584,1.0,0.0,11462.132167816162,74955.64908218384,2.694856929836517,27814.33338902003
2,44669.76953125,205.0,68.7598241640874,2.0,0.0,5528.793163299561,39140.97636795044,1.375196483281748,28462.097484822683
3,242042.1875,1081.0,310.28015755375594,0.0,1.0,27597.425590515137,214444.76190948486,6.205603151075119,34556.63481676755
4,58014.6171875,281.0,128.49912943074492,0.0,2.0,7131.509101867676,50883.108085632324,2.569982588614898,19799.00887696518
5,54991.5703125,269.0,106.03155698054391,0.0,3.0,6862.532796859741,48129.03751564026,2.1206311396108783,22695.61953356566
