LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID912461,912461,2,12.807863235473633,17.80777194443367,7.329538604267122,0.0,0.047048088163137436,1,0.75,1,,564.4054054054054,559.0,478.0,752.0,20883.0,51.40333941781704,3226.324324324324,3159.0,2821.0,3792.0,119374.0,258.77758082248226,,,0.021875809429886095,0.470106048823063,-0.0502023701761505,-1.3179669196082855
ID912524,912524,2,15.818097114562988,18.133461152526127,7.564752942084916,0.0,0.5175289697945118,11,0.75,1,,578.2432432432432,568.0,500.0,744.0,21395.0,56.4674957659544,3329.0,3231.0,2841.0,4097.0,123173.0,353.0865490373587,,,0.03538348178337347,0.6999086618060761,-0.04143219249101212,-0.8150376924253704
ID912398,912398,2,21.586711883544922,17.94119386181124,7.298943950642386,0.0,0.23524044081568718,5,0.75,1,,577.7027027027027,571.0,498.0,687.0,21375.0,50.26035817225742,3269.945945945946,3226.0,2821.0,4057.0,120988.0,298.2861178601983,,,0.03265738327963716,0.726999219524265,-0.038705711635366284,-0.8827875957227762
ID912777,912777,2,13.937339782714844,17.770330545890907,7.167866817341479,0.0,1.176202204078436,25,0.75,1,,566.972972972973,559.0,505.0,736.0,20978.0,53.311707327172876,3184.054054054054,3146.0,2821.0,3792.0,117810.0,223.00522489468793,,,0.022439223734031413,0.46680993273591903,-0.044449278950418426,-1.328331173584302
ID912584,912584,2,23.920053482055664,17.76788189789945,7.337906912471471,0.0,0.6586732342839241,14,0.75,1,,569.3243243243244,555.0,476.0,786.0,21065.0,64.3765200701027,3226.324324324324,3159.0,2821.0,3792.0,119374.0,258.77758082248226,,,0.029038891691538227,0.4991263366989477,-0.0502023701761505,-1.3179669196082855
ID912903,912903,2,18.04591941833496,17.876730340660444,7.114355828525058,0.0,1.6937311738729477,36,0.75,1,,563.1621621621622,550.0,483.0,692.0,20837.0,49.18870326130308,3184.054054054054,3146.0,2821.0,3792.0,117810.0,223.00522489468793,,,0.028219663091147998,0.6284402741407679,-0.044449278950418426,-1.328331173584302
ID912705,912705,2,15.178400993347168,17.819021797690574,7.136231531098111,0.0,1.0350579395890236,22,0.75,1,,567.5135135135135,554.0,499.0,670.0,20998.0,43.3177033489014,3184.054054054054,3146.0,2821.0,3792.0,117810.0,223.00522489468793,,,0.0272506057545625,0.6950891906052767,-0.044449278950418426,-1.328331173584302
