LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID646473,646473,0,16.01365852355957,18.954418894599357,17.632475802451385,0.0,0.13919814303517342,3,0.75,1,,564.9459459459459,551.0,485.0,713.0,20903.0,51.62253273412576,22461.18918918919,22364.0,19706.0,26774.0,831064.0,1861.3345546473702,,,0.02518163049147513,0.5376264352735116,0.05719789213978482,1.305756022476172
ID646509,646509,0,12.471563339233398,21.288520844473624,15.907497709589215,0.0,0.23199690505862236,5,0.75,1,,560.3513513513514,558.0,493.0,705.0,20733.0,49.100359930914415,19675.405405405407,19220.0,15223.0,25390.0,727990.0,3030.1991725834664,,,0.025918302678043802,0.5766330400169538,0.00816814236389397,0.10521383209013663
ID646604,646604,0,18.444978713989258,18.52865449773258,18.04363866849403,0.0,0.09279876202344894,2,0.75,1,,566.7297297297297,565.0,487.0,672.0,20969.0,46.35529973815091,22273.864864864863,22364.0,18751.0,26774.0,824133.0,2121.9205551439345,,,0.02923108870891615,0.6944463388891513,0.0776552732698539,1.5128210200561767
ID646574,646574,0,14.76209831237793,23.3973179690255,17.99207854166423,0.0,0.27839628607034683,6,0.75,1,,583.6216216216217,580.0,512.0,678.0,21594.0,48.80650648299953,25136.783783783783,24815.0,20058.0,30259.0,930061.0,2630.6693184554883,,,0.03050644624049033,0.7079858080264365,0.04710746252591403,0.859749441035549
ID646531,646531,0,13.250758171081543,19.36566610560418,17.65513028647957,0.0,0.1855975240468979,4,0.75,1,,568.6216216216217,571.0,472.0,657.0,21039.0,43.17750916041009,22026.027027027027,21709.0,18709.0,26774.0,814963.0,1892.3352781166461,,,0.024839545054081466,0.638386276788821,0.027297227125451243,0.6185723382810089
ID646457,646457,1,20.22663116455078,14.266775700993799,20.368419044755427,0.0,0.0,0,0.75,1,,561.3783783783783,554.0,482.0,664.0,20771.0,51.84557805603061,12816.216216216217,12697.0,11161.0,15819.0,474200.0,1011.4956235181627,,,0.028080874517711667,0.5915034814289769,0.0020631201340933466,0.052174134318397826
ID646521,646521,1,12.460850715637207,16.833140790172124,20.507618285503153,0.0,0.3247956670820713,7,0.75,1,,552.2972972972973,552.0,472.0,673.0,20435.0,45.09056618805268,14701.378378378378,14329.0,12373.0,17790.0,543951.0,1356.9799464528114,,,0.025302080187418512,0.6045352290576986,-0.01063962516485435,-0.2330163725153776
