LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID702314,702314,0,22.95277214050293,35.90148220650077,35.588411414340015,0.0,0.3402116261422634,7,0.75,1,,624.0540540540541,618.0,493.0,852.0,23090.0,70.71733480159898,29761.45945945946,30307.0,22689.0,35792.0,1101174.0,3814.9614574621755,,,0.043781617636352056,0.7403012447231996,0.05022919443323973,0.746218809721546
ID702169,702169,0,24.076921463012695,36.82940620926735,36.223302734094034,0.0,0.0,0,0.75,1,,680.0,670.0,600.0,842.0,25160.0,59.223681449606325,32451.62162162162,33039.0,27926.0,36024.0,1200710.0,2502.761356663557,,,0.03932749397448709,0.8689351489459042,0.04697870412537924,1.1636172299258207
ID702254,702254,0,20.076431274414062,37.040029573391855,35.45790004207807,0.0,0.3888132870197296,8,0.75,1,,642.8648648648649,634.0,537.0,800.0,23786.0,63.395216329416,28036.18918918919,27969.0,20003.0,33760.0,1037339.0,3645.2430862231477,,,0.034088747707651156,0.6685693036184022,0.03540966839880287,0.526056179346461
ID702291,702291,0,17.214872360229492,35.19094901356681,34.50476284586939,0.0,0.243008304387331,5,0.75,1,,590.081081081081,589.0,486.0,781.0,21833.0,56.925086433535306,18501.64864864865,19167.0,10661.0,25495.0,684561.0,4454.2419869915775,,,0.036310047036293536,0.7263987538884394,0.013468731365178229,0.11040352874859714
ID702227,702227,0,12.46647834777832,38.6428,34.7263,0.0,0.486016608774662,10,0.75,1,,585.4864864864865,578.0,473.0,668.0,21663.0,50.9322107324048,20260.675675675677,20871.0,15297.0,25052.0,749645.0,2791.2211192122236,,,0.09173216956953431,1.9317899463911024,0.027303105343050568,0.38583633321514743
ID702113,702113,0,25.926448822021484,35.844270833411244,35.80997440279286,0.0,0.0972033217549324,2,0.75,1,,623.027027027027,627.0,497.0,775.0,23052.0,67.20841815927133,31168.027027027027,31312.0,22689.0,35792.0,1153217.0,3596.136163273688,,,0.03763996774644511,0.6725363457147305,0.0701092589637777,1.1356655062081915
ID702407,702407,0,12.725459098815918,35.02996639631359,36.00247995122062,0.0,0.2916099652647972,6,0.75,1,,589.4594594594595,591.0,486.0,683.0,21810.0,44.488197307821984,27340.324324324323,27385.0,17467.0,35262.0,1011592.0,5677.665605266412,,,0.015192030243076492,0.39655802740404306,0.057316373475975305,0.5220806455341138
