LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID694091,694091,0,13.586017608642578,15.132133738856366,10.184946963670455,0.0,0.14001892134547234,3,0.75,1,,580.027027027027,573.0,494.0,699.0,21461.0,44.527448766953775,30254.027027027027,29941.0,25955.0,37781.0,1119399.0,2705.861194667015,,,0.017661567516266696,0.45214349385177205,0.03659401608648295,0.7894216794177993
ID694104,694104,0,17.944211959838867,15.888338524021076,10.551220985149563,0.0,0.09334594756364822,2,0.75,1,,598.4594594594595,593.0,503.0,766.0,22143.0,53.96377107456991,30975.243243243243,30651.0,28597.0,37781.0,1146084.0,2046.6839766559715,,,0.03296730407237367,0.7078794404871671,0.027888163074460827,0.8212359944703278
ID694056,694056,0,20.22000503540039,16.00236257706801,10.584885216774031,0.0,0.0,0,0.75,1,,629.7837837837837,621.0,508.0,781.0,23302.0,67.86961975203106,31530.486486486487,30922.0,28339.0,37781.0,1166628.0,2388.321721553787,,,0.028658359551286667,0.5170424737855683,0.03373322470141058,0.8616228801008687
ID693982,693982,0,16.070798873901367,15.847472295171555,10.507751855063747,0.0,0.04667297378182411,1,0.75,1,,599.081081081081,606.0,493.0,761.0,22166.0,54.330459217632225,30975.243243243243,30651.0,28597.0,37781.0,1146084.0,2046.6839766559715,,,0.017444190419024203,0.37810502319392614,0.027888163074460827,0.8212359944703278
ID693950,693950,0,19.12740135192871,15.390457272474087,10.135429821204383,0.0,0.23336486890912056,5,0.75,1,,594.081081081081,592.0,523.0,703.0,21981.0,38.28284964023155,30784.324324324323,30372.0,27324.0,37781.0,1139020.0,2339.7229305821434,,,0.03165397984775814,0.9522823254716454,0.036282989151705726,0.9213399011389527
ID694021,694021,0,14.32315444946289,15.567719380333104,10.567539307078965,0.0,0.18669189512729645,4,0.75,1,,579.3783783783783,587.0,511.0,760.0,21437.0,49.35042009916394,31556.432432432433,30969.0,27324.0,37781.0,1167588.0,2348.3545248693763,,,0.01741139769209476,0.40182639611688686,0.039180435465000156,1.013287136687674
ID694090,694090,2,27.24050521850586,8.763581915725634,8.754028520573915,0.0,0.14001892134547234,3,0.75,1,,611.8108108108108,587.0,518.0,787.0,22637.0,71.85743518238729,24116.0,24540.0,20261.0,26077.0,892292.0,1587.844765712316,,,0.040270671655080095,0.6592011390091115,0.027922675793141147,0.8251327337530606
