LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Mean intensity ch2,Median intensity ch2,Min intensity ch2,Max intensity ch2,Sum intensity ch2,Std intensity ch2,Probability stuck,Probability diffusive,Contrast ch1,Signal/Noise ratio ch1,Contrast ch2,Signal/Noise ratio ch2
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Mean ch2,Median ch2,Min ch2,Max ch2,Sum ch2,Std ch2,P stuck,P diffusive,Ctrst ch1,SNR ch1,Ctrst ch2,SNR ch2
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),(counts),,,,,,
ID587272,587272,0,18.596805572509766,20.586706810578224,11.125252832290867,0.0,0.45051224157214165,9,0.75,1,,584.1891891891892,587.0,516.0,696.0,21615.0,44.77278305066708,17089.945945945947,17175.0,14843.0,18571.0,632328.0,953.6824811092918,,,0.035075787958557564,0.8843103476107333,-0.01567779139559378,-0.5708401052591189
ID587400,587400,0,12.548734664916992,21.6539786664349,14.494459548526734,0.0,0.7007968202233315,14,0.75,1,,572.4054054054054,568.0,489.0,701.0,21179.0,39.434516366770374,17318.486486486487,17359.0,16094.0,18781.0,640784.0,667.1769556048005,,,0.026442611831498927,0.7478713214749948,0.0182286691778422,0.9294125570786989
ID587241,587241,0,29.605905532836914,21.720771743440743,9.877291205957382,0.0,0.4004553258419037,8,0.75,1,,614.2432432432432,620.0,500.0,849.0,22727.0,69.25572796423307,19839.18918918919,19760.0,17849.0,22045.0,734050.0,857.3603494265226,,,0.05012396761225334,0.846680494684239,0.01005852439014181,0.46086980479771084
ID587310,587310,0,19.603412628173828,21.109476141429763,14.209785928260667,0.0,0.6006829887628555,12,0.75,1,,583.8648648648649,572.0,503.0,782.0,21603.0,53.60097540683905,17431.486486486487,17401.0,15677.0,18781.0,644965.0,793.067904533528,,,0.03706948540773436,0.7787146511430691,0.02141186087980978,0.9215259325902303
ID587232,587232,0,19.631807327270508,20.280814774666343,13.49951750353423,0.0,0.5506260730326176,11,0.75,1,,579.2162162162163,573.0,498.0,733.0,21431.0,53.92645976756739,17034.18918918919,16996.0,15640.0,18674.0,630265.0,809.5868232155983,,,0.036463710209950505,0.7557454713388881,0.0035912526424963192,0.15058340815272508
ID587334,587334,0,20.64664077758789,20.5978935059037,14.37584100081849,0.0,0.6507399044930935,13,0.75,1,,589.7297297297297,574.0,515.0,775.0,21820.0,56.069227373473396,17027.216216216217,17129.0,15216.0,18781.0,630007.0,976.570903585464,,,0.042200705660555,0.851778740688884,0.007671064507833378,0.2654646594714734
ID587175,587175,0,21.006196975708008,20.07230013281892,12.27859379338674,0.0,0.5005691573023796,10,0.75,1,,585.9459459459459,585.0,471.0,763.0,21680.0,58.538660514012236,16023.135135135135,16058.0,14590.0,17611.0,592856.0,794.4289410276682,,,0.036390083158224486,0.70291784372175,-0.0253633145057559,-1.049749524794011
