,express_level,cell
0,875.2951723307694,WAVE2_WT/epi/250319_pMW6_latb_epi_1-1.tif
1,726.064382279153,WAVE2_WT/epi/250319_pMW6_latb_epi_1-2.tif
2,749.4345716175621,WAVE2_WT/epi/250319_pMW6_latb_epi_1-3.tif
3,894.7302237937669,WAVE2_WT/epi/250319_pMW6_latb_epi_1-4.tif
4,1048.1293454423035,WAVE2_WT/epi/250319_pMW6_latb_epi_1-5.tif
5,1186.9371147744478,WAVE2_WT/epi/250319_pMW6_latb_epi_1-6.tif
6,833.9234390280893,WAVE2_WT/epi/250319_pMW6_latb_epi_1-7.tif
7,1833.3219537855991,WAVE2_WT/epi/250319_pMW6_latb_epi_1-7-2.tif
8,568.7000281549009,WAVE2_WT/epi/250319_pMW6_latb_epi_1-8.tif
9,1470.1363340513442,WAVE2_WT/epi/250319_pMW6_latb_epi_1-9.tif
10,1496.8616365623402,WAVE2_WT/epi/250319_pMW6_latb_epi_1-10.tif
11,1533.2228642641549,WAVE2_WT/epi/250319_pMW6_latb_epi_1-11.tif
12,600.7140049879569,WAVE2_WT/epi/250319_pMW6_latb_epi_1-12.tif
13,1058.4257096701488,WAVE2_WT/epi/250319_pMW6_latb_epi_1-13.tif
14,1708.3285556357428,WAVE2_WT/epi/250319_pMW6_latb_epi_1-14.tif
15,1165.2098046637802,WAVE2_WT/epi/250319_pMW6_latb_epi_1-15.tif
16,1012.5128546559148,WAVE2_WT/epi/250319_pMW6_latb_epi_1-16.tif
17,1042.3608128089559,WAVE2_WT/epi/250319_pMW6_latb_epi_1-17.tif
